TripID,LeaderID,LeaderFullName,TripStartDate,CountryVisited,campos_pendientes,fuente_ya_intentada,justificacion_original
1826-ARG-BRA-39101,1826,Nestor Kirchner,2007-01-19,Brazil,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Brasil enero 2007.
1826-ARG-BOL-39302,1826,Nestor Kirchner,2007-08-08,Bolivia,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Bolivia agosto 2007.
2320-ARG-BRA-39697,2320,Cristina Fernandez de Kirchner,2008-09-06,Brazil,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Brasil septiembre 2008.
2320-ARG-USA-39714,2320,Cristina Fernandez de Kirchner,2008-09-23,United States,TripEndDate,Busqueda en prensa,"UNGA63 (discurso CFK 23/9/2008) confirmado, pero no se preciso fecha exacta de partida (24 o 25/9)."
2320-ARG-TUN-39769,2320,Cristina Fernandez de Kirchner,2008-11-17,Tunisia,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Tunez noviembre 2008.
2320-ARG-EGY-39771,2320,Cristina Fernandez de Kirchner,2008-11-19,Egypt,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Egipto noviembre 2008.
2320-ARG-LBY-39772,2320,Cristina Fernandez de Kirchner,2008-11-20,Libya,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Libia noviembre 2008.
2320-ARG-ESP-39853,2320,Cristina Fernandez de Kirchner,2009-02-09,Spain,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a España febrero 2009.
2320-ARG-CHE-39979,2320,Cristina Fernandez de Kirchner,2009-06-15,Switzerland,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Suiza junio 2009.
2320-ARG-SLV-39999,2320,Cristina Fernandez de Kirchner,2009-07-05,El Salvador,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a El Salvador julio 2009.
2320-ARG-PRY-40017,2320,Cristina Fernandez de Kirchner,2009-07-23,Paraguay,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Paraguay julio 2009.
2320-ARG-VEN-40036,2320,Cristina Fernandez de Kirchner,2009-08-11,Venezuela,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Venezuela agosto 2009.
2320-ARG-IND-40099,2320,Cristina Fernandez de Kirchner,2009-10-13,India,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a India octubre 2009.
2320-ARG-VAT-40145,2320,Cristina Fernandez de Kirchner,2009-11-28,Holy See,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje al Vaticano noviembre 2009.
2320-ARG-PRT-40147,2320,Cristina Fernandez de Kirchner,2009-11-30,Portugal,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Portugal noviembre-diciembre 2009.
2320-ARG-URY-40156,2320,Cristina Fernandez de Kirchner,2009-12-09,Uruguay,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Uruguay diciembre 2009.
2320-ARG-PER-40259,2320,Cristina Fernandez de Kirchner,2010-03-22,Peru,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Peru marzo 2010.
2320-ARG-BOL-40263,2320,Cristina Fernandez de Kirchner,2010-03-26,Bolivia,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Bolivia marzo 2010.
2320-ARG-BRA-40325,2320,Cristina Fernandez de Kirchner,2010-05-27,Brazil,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Brasil mayo 2010.
2320-ARG-CHN-40370,2320,Cristina Fernandez de Kirchner,2010-07-11,China,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de llegada a China julio 2010 (Expo Shanghai).
2320-ARG-USA-40443,2320,Cristina Fernandez de Kirchner,2010-09-22,United States,TripStartDate,Busqueda en prensa,"UNGA65 (discurso CFK 24/9/2010) confirmado, pero no se preciso con exactitud fecha de llegada (22 o 23/9)."
2320-ARG-BRA-40529,2320,Cristina Fernandez de Kirchner,2010-12-17,Brazil,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Brasil diciembre 2010 (posible Cumbre Mercosur Foz do Iguacu).
2320-ARG-QAT-40562,2320,Cristina Fernandez de Kirchner,2011-01-19,Qatar,TripStartDate;TripEndDate,Busqueda en prensa,"No se hallo cobertura especifica con fecha exacta de este viaje a Qatar enero 2011 (no corresponde a Cumbre ASPA, que fue en 2009)."
2320-ARG-ITA-40695,2320,Cristina Fernandez de Kirchner,2011-06-01,Italy,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Italia mayo-junio 2011.
2320-ARG-AGO-41047,2320,Cristina Fernandez de Kirchner,2012-05-18,Angola,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Angola mayo 2012.
2320-ARG-USA-41176,2320,Cristina Fernandez de Kirchner,2012-09-24,United States,TripEndDate,Busqueda en prensa,UNGA67 confirmado en septiembre 2012 pero no se preciso fecha exacta de partida.
2320-ARG-PER-41183,2320,Cristina Fernandez de Kirchner,2012-10-01,Peru,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Peru octubre 2012.
2320-ARG-ARE-41288,2320,Cristina Fernandez de Kirchner,2013-01-14,United Arab Emirates,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Emiratos Arabes enero 2013.
2320-ARG-PER-41382,2320,Cristina Fernandez de Kirchner,2013-04-18,Peru,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Peru abril 2013.
2320-ARG-BOL-41459,2320,Cristina Fernandez de Kirchner,2013-07-04,Bolivia,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Bolivia julio 2013.
2320-ARG-URY-41466,2320,Cristina Fernandez de Kirchner,2013-07-11,Uruguay,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Uruguay julio 2013.
2320-ARG-BRA-41483,2320,Cristina Fernandez de Kirchner,2013-07-28,Brazil,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Brasil julio 2013.
2320-ARG-USA-41541,2320,Cristina Fernandez de Kirchner,2013-09-24,United States,TripEndDate,CFKArgentina,"Discurso ante la 68 Asamblea General de la ONU confirmado el 24/9/2013, pero no se preciso fecha exacta de partida (24 o 25/9)."
2320-ARG-VAT-41714,2320,Cristina Fernandez de Kirchner,2014-03-16,Holy See,TripStartDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje al Vaticano marzo 2014.
2320-ARG-FRA-41717,2320,Cristina Fernandez de Kirchner,2014-03-19,France,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Francia marzo 2014.
2320-ARG-VEN-41849,2320,Cristina Fernandez de Kirchner,2014-07-29,Venezuela,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Venezuela julio 2014.
2320-ARG-PRY-41864,2320,Cristina Fernandez de Kirchner,2014-08-13,Paraguay,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Paraguay agosto 2014.
2320-ARG-CHN-42038,2320,Cristina Fernandez de Kirchner,2015-02-03,China,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a China febrero 2015.
2320-ARG-PRY-42197,2320,Cristina Fernandez de Kirchner,2015-07-12,Paraguay,TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Paraguay julio 2015.
2320-ARG-BRA-42202,2320,Cristina Fernandez de Kirchner,2015-07-17,Brazil,TripStartDate;TripEndDate,Busqueda en prensa,No se hallo cobertura especifica con fecha exacta de este viaje a Brasil julio 2015 (posible Cumbre Mercosur Brasilia).
4053-ARG-USA-45749,4053,Javier Milei,2025-04-02,United States,TripStartDate,"Diario de Cuyo (1/4/2025): ""En el tramo final de la negociacion con el FMI, Milei y Caputo viajaran a Estados Unidos""","Solo se hallo un anuncio previo (1/4/2025) del viaje relacionado con la negociacion del FMI, sin confirmacion posterior de la fecha exacta de llegada/agenda (2 o 3 de abril). Se agoto el presupuesto d"
4053-ARG-ITA-45772,4053,Javier Milei,2025-04-25,Italy,TripStartDate;TripEndDate,"Wikipedia (en) ""Death and funeral of Pope Francis""","Se confirmo que el funeral (evento central) fue el 26/4/2025, y es probable que la llegada a Roma/Italia haya sido el 25/4 (ver item Vaticano). Sin embargo no se pudo confirmar con una fuente especifi"
4053-ARG-ESP-45816,4053,Javier Milei,2025-06-08,Spain,TripStartDate,N/A,"No se pudo verificar de forma independiente la fecha exacta de inicio de esta etapa (Espana) de la gira de junio 2025 (que continuo por Francia -Niza, reunion con Macron- e Israel) debido al agotamien"
4053-ARG-USA-45903,4053,Javier Milei,2025-09-03,United States,TripStartDate;TripEndDate,N/A,No se hallo informacion especifica sobre este viaje de principios de septiembre de 2025 (distinto del viaje a la ONU de fines de mes) debido al agotamiento del presupuesto de busqueda web de la sesion
4053-ARG-USA-45943,4053,Javier Milei,2025-10-13,United States,TripStartDate,N/A,No se hallo informacion especifica sobre este viaje de octubre de 2025 debido al agotamiento del presupuesto de busqueda web de la sesion. Se recomienda verificacion manual adicional.
4053-ARG-NOR-46000,4053,Javier Milei,2025-12-09,Norway,TripEndDate,"N/A (hipotesis no confirmada: posible coincidencia con la ceremonia del Premio Nobel de la Paz en Oslo, tradicionalmente el 10/12)",No se pudo confirmar el motivo ni el itinerario exacto de este viaje a Noruega debido al agotamiento del presupuesto de busqueda web de la sesion. Se observa que el 10/12 es la fecha tradicional de la
1473-ARG-CHL-36597,1473,Fernando de la Rua,2000-03-12,Chile,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se encontró confirmación independiente de una reunión multilateral Argentina-Brasil-Chile-Finlandia-Italia-Nueva Zelanda en Santiago los días 12-14 de marzo de 2000. Es una agrupación de países inu
1473-ARG-PRY-36661,1473,Fernando de la Rua,2000-05-15,Paraguay,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se halló cobertura de prensa abierta sobre una visita de de la Rúa a tropas argentinas de paz en Paraguay en mayo de 2000. Los colt_links citados están todos bloqueados por acceso institucional.
1473-ARG-URY-36719,1473,Fernando de la Rua,2000-07-12,Uruguay,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se halló cobertura de prensa abierta sobre una visita de de la Rúa a Uruguay el 12 de julio de 2000. Único colt_link disponible está bloqueado por acceso institucional. Dada la frecuencia de encuen
1473-ARG-CHL-36816,1473,Fernando de la Rua,2000-10-17,Chile,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada (no se pudo confirmar fecha exacta de la 56a Asamblea de la SIP en octubre de 2000).,"COLT cita un evento específico y verosímil (ceremonia inaugural de la Asamblea General de la Sociedad Interamericana de Prensa) con varias fuentes (incluida Getty Images), pero no se logró hallar conf"
1473-ARG-CHL-36969,1473,Fernando de la Rua,2001-03-19,Chile,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se halló cobertura de prensa abierta sobre una visita de de la Rúa a Chile el 19-20 de marzo de 2001. Los colt_links están bloqueados por acceso institucional o llevan a Getty Images sin metadatos 
1473-ARG-BRA-37104,1473,Fernando de la Rua,2001-08-01,Brazil,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se halló cobertura de prensa abierta sobre una visita de de la Rúa a Brasil el 1 de agosto de 2001. Colt_links bloqueados por acceso institucional.
1473-ARG-BRA-37172,1473,Fernando de la Rua,2001-10-08,Brazil,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se halló cobertura de prensa abierta sobre una visita de de la Rúa a Brasil el 8-9 de octubre de 2001. Colt_links bloqueados por acceso institucional.
1473-ARG-PRT-37210,1473,Fernando de la Rua,2001-11-15,Portugal,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,No se halló cobertura de prensa abierta sobre una visita de de la Rúa a Portugal el 15-17 de noviembre de 2001. Es cronológicamente plausible como escala previa a la Cumbre Iberoamericana de Lima (23-
1689-ARG-URY-37755,1689,Eduardo Duhalde,2003-05-14,Uruguay,existencia_del_viaje (colt_unico),Sin fuente independiente encontrada.,"No se halló cobertura de prensa abierta sobre una visita de Duhalde a Uruguay el 14-15 de mayo de 2003 (mes previo al traspaso de mando a Kirchner, 25 de mayo de 2003). Es cronológicamente plausible ("
1826-ARG-VEN-37807,1826,Nestor Kirchner,2003-07-05,Venezuela,existencia_del_viaje (colt_unico),Busqueda en prensa,No se hallo evidencia de una visita de Kirchner a Venezuela en julio de 2003; las fuentes revisadas ubican el primer viaje documentado de Kirchner a Venezuela en 2004.
1826-ARG-URY-37969,1826,Nestor Kirchner,2003-12-14,Uruguay,existencia_del_viaje (colt_unico),Busqueda en prensa,No se hallo cobertura especifica que confirme un viaje de Kirchner a Uruguay el 14-17 de diciembre de 2003.
1826-ARG-CHL-38058,1826,Nestor Kirchner,2004-03-12,Chile,existencia_del_viaje (colt_unico),Busqueda en prensa,"Se confirma tension y encuentros Kirchner-Lagos por el tema del gas en ese periodo, pero no se hallo confirmacion de una visita presencial a Chile el 12-13 de marzo de 2004 con fecha precisa."
1826-ARG-URY-38444,1826,Nestor Kirchner,2005-04-02,Uruguay,existencia_del_viaje (colt_unico),Busqueda en prensa,No se hallo cobertura que confirme un viaje de Kirchner a Uruguay el 2 de abril de 2005 (esa fecha coincide con la muerte del Papa Juan Pablo II).
1826-ARG-CHL-38513,1826,Nestor Kirchner,2005-06-10,Chile,existencia_del_viaje (colt_unico),Busqueda en prensa,"No se hallo cobertura especifica que confirme un viaje de Kirchner a Chile el 10-11 de junio de 2005 (se hallo mencion a un compromiso sobre gas del 15 de marzo de 2005, fecha distinta)."
1826-ARG-BRA-38624,1826,Nestor Kirchner,2005-09-29,Brazil,existencia_del_viaje (colt_unico),Busqueda en prensa,No se hallo cobertura especifica que confirme un viaje de Kirchner a Brasil el 29-30 de septiembre de 2005.
1826-ARG-URY-38812,1826,Nestor Kirchner,2006-04-05,Uruguay,existencia_del_viaje (colt_unico),Busqueda en prensa,No se hallo cobertura especifica que confirme un viaje de Kirchner a Uruguay el 5 de abril de 2006.
2320-ARG-VEN-39923,2320,Cristina Fernandez de Kirchner,2009-04-20,Venezuela,existencia_del_viaje (colt_unico),Busqueda en prensa,"No se hallo evidencia de un viaje de CFK a Venezuela el 20 de abril de 2009; existe un viaje bien documentado a Venezuela el 18-20 de abril de 2010 (bicentenario), por lo que es posible que se trate d"
2320-ARG-BRA-40133,2320,Cristina Fernandez de Kirchner,2009-11-16,Brazil,existencia_del_viaje (colt_unico),Busqueda en prensa,No se hallo cobertura especifica que confirme un viaje de CFK a Brasil el 16-17 de noviembre de 2009.
3670-ARG-BOL-44144,3670,Alberto Fernandez,2020-11-09,Bolivia,existencia_del_viaje (colt_unico),"Infobae, Perfil, El Cronista, teleSUR (8-9/11/2020)","Confirmado que Alberto Fernandez viajo a La Quiaca (Jujuy, Argentina) y encabezo un acto de despedida a Evo Morales en el puente internacional Horacio Guzman, en la frontera con Villazon (Bolivia), el"
