TripID,LeaderID,LeaderFullName,TripStartDate,CountryVisited,campos_pendientes,fuente_ya_intentada,justificacion_original
2556-CHL-USA-41425,2556,Sebastian Pinera,2013-05-31,United States,TripStartDate,N/A - posible conexion con gira previa a Canada,"COLT registra por separado una visita de Piñera a Canada (Toronto, Juegos Panamericanos) el 29-31 de mayo de 2013 (TripID 2556-CHL-CAN-41423, colt_unico de este mismo lote), inmediatamente antes en la"
2134-CHL-USA-38980,2134,Michelle Bachelet,2006-09-20,United States,TripStartDate;TripEndDate,N/A - sin fuente independiente adicional,"61a Asamblea General de la ONU (debate general con apertura en torno al 19-09-2006). Los links de COLT son de infoweb.newsbank.com (no verificable, acceso institucional). No se hallo fuente independie"
2134-CHL-FIN-39230,2134,Michelle Bachelet,2007-05-28,Finland,TripStartDate,N/A - sin fuente independiente adicional,No se hallo cobertura independiente sobre la visita a Helsinki en mayo de 2007 que confirme el dia exacto de llegada. Se mantiene nuestra fecha.
2134-CHL-NOR-39232,2134,Michelle Bachelet,2007-05-30,Norway,TripEndDate,N/A - sin fuente independiente adicional,No se hallo cobertura independiente sobre la visita a Oslo en mayo-junio de 2007 que confirme el dia exacto de salida. Se mantiene nuestra fecha.
2134-CHL-USA-39714,2134,Michelle Bachelet,2008-09-23,United States,TripEndDate,"63a Asamblea General de la ONU, Debate General iniciado el 23-09-2008","El Debate General de la 63a Asamblea General de la ONU comenzo el 23-09-2008, coincidiendo con nuestra fecha de inicio. No se hallo evidencia que confirme si Bachelet permanecio en Nueva York hasta el"
2556-CHL-ITA-40603,2556,Sebastian Pinera,2011-03-01,Italy,TripEndDate,N/A - sin fuente independiente adicional,"Tramo inicial de la gira de Piñera por Italia/Vaticano/Israel/Palestina/Jordania/España (marzo 2011). Roma y el Vaticano son geograficamente contiguos, por lo que el 03-03 (fecha en que nuestra base y"
2556-CHL-ISR-40605,2556,Sebastian Pinera,2011-03-03,Israel,TripEndDate,N/A - sin fuente independiente adicional,Gira por Medio Oriente con tramos de un dia (Israel-Palestina-Jordania) que se solapan en los limites por la proximidad geografica (visitas de un dia a Ramallah desde Jerusalen son habituales). No se 
2556-CHL-PSE-40607,2556,Sebastian Pinera,2011-03-05,Palestine,TripEndDate,N/A - sin fuente independiente adicional,Mismo caso que el tramo de Israel: limites de un dia entre paises contiguos en una gira de Medio Oriente sin fuente que precise el corte exacto. Se mantiene nuestra fecha.
2556-CHL-JOR-40608,2556,Sebastian Pinera,2011-03-06,Jordan,TripEndDate,N/A - sin fuente independiente adicional,Mismo caso: limite entre el tramo de Jordania y el inicio del tramo de España (07-03) no esta precisado por una fuente independiente. Se mantiene nuestra fecha por consistencia con el tramo siguiente 
2556-CHL-PRT-43703,2556,Sebastian Pinera,2019-08-26,Portugal,TripEndDate,No se hallaron fuentes independientes específicas sobre esta visita,No se encontró cobertura de prensa específica sobre la visita de Piñera a Portugal en agosto de 2019 que permita confirmar o descartar la extensión a 2 días adicionales que indica COLT. Los links de C
1516-CHL-COL-37097,1516,Ricardo Lagos Escobar,2001-07-25,Colombia,existencia_del_viaje (colt_unico),"Archivo Ricardo Lagos Escobar (arle.udp.cl), empastado 'Giras Internacionales...Año 2001' (listado exhaustivo de 16 giras del año, con nota de que solo falta una gira a EE.UU. oct 17-24); ningún viaje a Colombia en julio 2001 está documentado","El listado oficial y exhaustivo de giras de 2001 no incluye ningún viaje a Colombia; el tramo más cercano es Perú (27-31 julio, asunción de Toledo). No se encontró evidencia de prensa independiente qu"
1516-CHL-SWE-37148,1516,Ricardo Lagos Escobar,2001-09-14,Sweden,existencia_del_viaje (colt_unico),"Archivo Ricardo Lagos Escobar, empastado 'Giras Internacionales...Año 2001': tramo europeo de septiembre 2001 documentado como Portugal (9-11 sep), Reino Unido (11-12 sep) y Bélgica (12-13 sep) - sin mención de Suecia","El listado oficial de giras de septiembre de 2001 no incluye Suecia; además, la Presidenta del Parlamento Europeo (Nicole Fontaine) tenía sede en Estrasburgo/Bruselas, no en Suecia, lo que hace geográ"
2134-CHL-ARG-39726,2134,Michelle Bachelet,2008-10-05,Argentina,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa ni fuente oficial que confirme una visita de Bachelet a Argentina el 5-6 de octubre de 2008. Los links de COLT no estan disponibles en el workpack para este item. Se
2556-CHL-ARG-41088,2556,Sebastian Pinera,2012-06-28,Argentina,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Piñera a Argentina el 28-29 de junio de 2012; las visitas documentadas de ese periodo corresponden a Cristina Fernandez viajando a Chile (
2556-CHL-AUS-41162,2556,Sebastian Pinera,2012-09-10,Australia,existencia_del_viaje (colt_unico),"Busqueda web: confirma gira de Piñera por Asia-Pacifico en sept. 2012 (Singapur-ASEAN, Vladivostok-APEC, Nueva Zelanda) pero sin mencion de Australia","Se confirmo una gira de Piñera por Asia-Pacifico en septiembre de 2012 (Singapur, Vladivostok/APEC, Nueva Zelanda) pero ninguna fuente independiente consultada menciona una escala en Australia ni la v"
2556-CHL-BEL-41226,2556,Sebastian Pinera,2012-11-13,Belgium,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Piñera a Belgica ni un encuentro con el Rey Alberto II en noviembre de 2012. Se marca como dudoso por falta de evidencia.
2134-CHL-BOL-39247,2134,Michelle Bachelet,2007-06-14,Bolivia,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,"No se encontro fuente que confirme una declaracion conjunta firmada por Bachelet en Bolivia el 14-06-2007. Es plausible en el marco de la 'Agenda de los 13 Puntos' Chile-Bolivia activa en el periodo, "
2134-CHL-BOL-39433,2134,Michelle Bachelet,2007-12-17,Bolivia,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,"No se encontro fuente que confirme una reunion trilateral Bachelet-Morales-Lula el 17-12-2007. Se marca como dudoso por falta de evidencia, sin descartar que corresponda a un encuentro fronterizo o en"
2134-CHL-CAN-39607,2134,Michelle Bachelet,2008-06-08,Canada,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Bachelet a Canada entre el 8 y el 11 de junio de 2008. Se marca como dudoso por falta de evidencia.
2556-CHL-COL-40505,2556,Sebastian Pinera,2010-11-23,Colombia,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,"No se encontro cobertura especifica de una visita de Piñera a Colombia el 23-25 de noviembre de 2010; es cercana en fechas a la visita a Peru del mismo lote (25-11-2010), lo que sugiere una posible gi"
2134-CHL-ECU-38937,2134,Michelle Bachelet,2006-08-08,Ecuador,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,"No se encontro cobertura de prensa que confirme una visita de Bachelet a Ecuador el 08-08-2006 (bajo la presidencia de Alfredo Palacio, previo a la asuncion de Correa en enero 2007). Se marca como dud"
2134-CHL-DEU-39008,2134,Michelle Bachelet,2006-10-18,Germany,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Bachelet a Alemania el 18-20 de octubre de 2006. Se marca como dudoso por falta de evidencia.
2134-CHL-GUY-39143,2134,Michelle Bachelet,2007-03-02,Guyana,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una 'Cumbre Presidencial' con presencia de Bachelet en Guyana el 2-3 de marzo de 2007. Se marca como dudoso por falta de evidencia.
2134-CHL-VAT-39373,2134,Michelle Bachelet,2007-10-18,Holy See,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes. Nota: 'Holy See' = nuestra nomenclatura 'Vatican City' (alias COLT ya documentado),No se encontro cobertura de prensa que confirme una audiencia de Bachelet con el Papa Benedicto XVI el 18-10-2007. Se marca como dudoso por falta de evidencia (no se trata de un alias de pais no recon
2134-CHL-VAT-40145,2134,Michelle Bachelet,2009-11-28,Holy See,existencia_del_viaje (colt_unico),"Conflicto de itinerario con COLT 2134-CHL-PRT-40145 (mismo TripID, Portugal, resuelto como COLT_correcto con inicio 28-11-2009 en discrepancias de este lote). Nota: 'Holy See' = nuestra nomenclatura 'Vatican City'","Este item comparte el mismo TripID numerico (40145) que la discrepancia de Portugal ya resuelta (inicio de gira en Estoril el 28-11-2009, dia en que segun prensa de la epoca Bachelet ya se encontraba "
2134-CHL-HND-39853,2134,Michelle Bachelet,2009-02-09,Honduras,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Bachelet a Honduras el 9-10 de febrero de 2009 (previo a la crisis politica hondureña de junio de 2009). Se marca como dudoso por falta de
2556-CHL-ITA-40695,2556,Sebastian Pinera,2011-06-01,Italy,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes; la propia nota de COLT indica incertidumbre ('Date of arrival and departure are not very clear'),"No se encontro cobertura de prensa que confirme una visita adicional de Piñera a Italia el 1-3 de junio de 2011 (distinta de la visita de marzo de 2011 ya registrada en nuestra base, Trip_ID 316). La "
2134-CHL-PRY-39262,2134,Michelle Bachelet,2007-06-29,Paraguay,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Bachelet a Paraguay el 29-06-2007 para discutir cooperacion bilateral. Se marca como dudoso por falta de evidencia.
2556-CHL-PER-41183,2556,Sebastian Pinera,2012-10-01,Peru,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Piñera a Peru el 1-3 de octubre de 2012. Se marca como dudoso por falta de evidencia.
2556-CHL-SUR-40977,2556,Sebastian Pinera,2012-03-09,Suriname,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,No se encontro cobertura de prensa que confirme una visita de Piñera a Surinam el 09-03-2012. Se marca como dudoso por falta de evidencia.
2134-CHL-URY-39635,2134,Michelle Bachelet,2008-07-06,Uruguay,existencia_del_viaje (colt_unico),Busqueda web sin resultados concluyentes,"No se encontro cobertura de prensa que confirme una visita de Bachelet a Uruguay el 6-8 de julio de 2008 para reunirse con la comunidad chilena residente. Se marca como dudoso por falta de evidencia, "
2134-CHL-VEN-40082,2134,Michelle Bachelet,2009-09-26,Venezuela,existencia_del_viaje (colt_unico),La propia nota de COLT reconoce incertidumbre ('Unsure about departure date'),"No se encontro cobertura de prensa independiente que confirme una visita de Bachelet a Venezuela el 26-27 de septiembre de 2009. La propia base de COLT declara incertidumbre sobre la fecha de salida, "
2556-CHL-ARG-43663,2556,Sebastian Pinera,2019-07-17,Argentina,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Argentina el 17/07/2019 en las búsquedas realizadas.
2556-CHL-ARG-43738,2556,Sebastian Pinera,2019-09-30,Argentina,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Argentina el 30/09/2019 en las búsquedas realizadas.
2134-CHL-BRA-43018,2134,Michelle Bachelet,2017-10-10,Brazil,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Brasil el 10-11/10/2017.
2134-CHL-CAN-42891,2134,Michelle Bachelet,2017-06-05,Canada,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Canadá el 5-6/06/2017.
2134-CHL-CRI-42398,2134,Michelle Bachelet,2016-01-29,Costa Rica,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,"No se confirma una visita de Bachelet a Costa Rica el 29/01/2016; la Cumbre CELAC de esa fecha se realizó en Quito (Ecuador), no en Costa Rica. Podría tratarse de una visita bilateral no indexada o un"
2134-CHL-CUB-42543,2134,Michelle Bachelet,2016-06-22,Cuba,existencia_del_viaje (colt_unico),Búsquedas múltiples no arrojaron evidencia de una visita en junio de 2016,"La visita de Bachelet a Cuba ampliamente documentada por la prensa ocurrió en enero de 2018 (reunión con Raúl Castro), no en junio de 2016. No se descarta un error de fecha en COLT, pero no se pudo co"
2134-CHL-ECU-43037,2134,Michelle Bachelet,2017-10-29,Ecuador,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje adicional de Bachelet a Ecuador el 29-30/10/2017.
2134-CHL-FRA-42522,2134,Michelle Bachelet,2016-06-01,France,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Francia el 1-2/06/2016.
2556-CHL-MEX-43304,2556,Sebastian Pinera,2018-07-23,Mexico,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a México el 23-24/07/2018.
2556-CHL-PRY-43705,2556,Sebastian Pinera,2019-08-28,Paraguay,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Paraguay el 28/08/2019.
2556-CHL-PER-43651,2556,Sebastian Pinera,2019-07-05,Peru,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Perú el 5-6/07/2019.
2556-CHL-PER-43687,2556,Sebastian Pinera,2019-08-10,Peru,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Perú el 10-11/08/2019.
2556-CHL-PER-43748,2556,Sebastian Pinera,2019-10-10,Peru,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Piñera a Perú el 10/10/2019.
2134-CHL-ESP-41941,2134,Michelle Bachelet,2014-10-29,Spain,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a España el 29-30/10/2014.
2134-CHL-SWE-42500,2134,Michelle Bachelet,2016-05-10,Sweden,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica que confirme fecha exacta,"No se pudo confirmar con fuente directa un viaje de Bachelet a Suecia el 10-12/05/2016, aunque es cronológicamente coherente con la visita a Reino Unido registrada inmediatamente después (12-13/05/201"
2134-CHL-GBR-42502,2134,Michelle Bachelet,2016-05-12,United Kingdom,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica que confirme fecha exacta,"No se pudo confirmar con fuente directa un viaje de Bachelet a Reino Unido el 12-13/05/2016, aunque es cronológicamente coherente con la supuesta visita a Suecia inmediatamente anterior."
2134-CHL-URY-41894,2134,Michelle Bachelet,2014-09-12,Uruguay,existencia_del_viaje (colt_unico),No se halló evidencia de prensa específica,No se encontró cobertura que confirme un viaje de Bachelet a Uruguay el 12/09/2014.
