TripID,LeaderID,LeaderFullName,TripStartDate,CountryVisited,campos_pendientes,fuente_ya_intentada,justificacion_original
2029-URY-VEN-40080,2029,Tabare Vazquez,2009-09-24,Venezuela,Duration_Days; Start_Date,http://archivo.presidencia.gub.uy/_web/MEM_2009/MRREE.pdf,"Nuestra fuente (Memoria MRREE) confirma la participacion presidencial en la Cumbre ASA de forma generica, sin citar fechas literales especificas para este evento. COLT tambien marca 'date of return un | Misma razon que Start_Date: ninguna de las dos fuentes fija con precision los limites exactos de esta visita a Isla Margarita."
2029-URY-CHN-42655,2029,Tabare Vazquez,2016-10-12,China,Duration_Days; Start_Date,https://www.uruguayxxi.gub.uy/en/news/article/uruguay-xxi-acompana-mision-oficial-a-china-encabezada-por-el-sr-presidente-de-la-republica/,"Ambas fuentes son razonablemente solidas (la nuestra es Uruguay XXI, agencia oficial de promocion comercial; COLT aporta 5 licencias Getty) pero ninguna fija explicitamente el dia exacto de llegada a  | Misma razon que Start_Date: la unica fecha puntual verificable (reunion con Xi el 18-oct) no permite discriminar entre una duracion de 11 dias (nuestra base) o 10 dias (COLT) para esta gira multiciuda"
2029-URY-ARG-38777,2029,Tabare Vazquez,2006-03-01,Argentina,existencia_del_viaje (colt_unico),"Getty Images (licencia unica, sin fecha adicional)",COLT marca explicitamente 'date of departure and return unclear based on public information available' y la nota no describe ningun evento especifico verificable; unica fuente es una licencia fotograf
2029-URY-ARG-43079,2029,Tabare Vazquez,2017-12-10,Argentina,existencia_del_viaje (colt_unico),Getty Images (licencia unica),COLT marca 'date of departure and return unclear based on public information available' sin describir ningun evento especifico; unica fuente es una licencia fotografica generica sin corroboracion adic
2029-URY-BRA-39100,2029,Tabare Vazquez,2007-01-18,Brazil,existencia_del_viaje (colt_unico),Getty Images (licencia unica),COLT marca 'date of departure and return unclear based on public information available' sin describir ningun evento especifico; unica fuente fotografica sin corroboracion adicional.
2029-URY-BRA-43090,2029,Tabare Vazquez,2017-12-21,Brazil,existencia_del_viaje (colt_unico),ProQuest (fuente unica),COLT marca 'date of departure and return unclear based on public information available' sin describir ningun evento especifico; fuente unica sin corroboracion adicional encontrada.
2029-URY-CHL-38665,2029,Tabare Vazquez,2005-11-09,Chile,existencia_del_viaje (colt_unico),ProQuest (fuente unica),"Notas vacias (sin descripcion de ningun evento) y fuente unica; aunque la fecha (9-nov-2005) es cercana a la Cumbre de las Americas de Mar del Plata (4-5-nov, ya en nuestra base), no hay evidencia esp"
2029-URY-NZL-39397,2029,Tabare Vazquez,2007-11-11,New Zealand,existencia_del_viaje (colt_unico),ProQuest (5 articulos),"POSIBLE DUPLICADO/CONFLICTO DE FECHA con nuestro propio Trip_ID 43 (Nueva Zelanda, actualmente cargado con Start_Date 2008-09-01 pero marcado 'No-verificable' en nuestra base, con una fuente muy debil"
2029-URY-PRY-42359,2029,Tabare Vazquez,2015-12-21,Paraguay,existencia_del_viaje (colt_unico),Getty Images (licencia unica),Notas vacias (sin descripcion de ningun evento) y fuente unica; no se encontro evidencia adicional que confirme o descarte esta visita del 21-dic-2015.
2552-URY-BEL-40835,2552,Jose Mujica,2011-10-19,Belgium,Duration_Days,"El Observador, 14-oct-2011 (ya citada en nuestra base)","La fuente confirma la fecha de inicio (19-oct, última etapa de la gira europea) pero no precisa cuántos días duró la estadía en Bruselas antes del regreso a Uruguay; no se halló fuente adicional que d"
2552-URY-MEX-40862,2552,Jose Mujica,2011-11-15,Mexico,Duration_Days,Sin fuente adicional hallada,La nota existente en nuestra base (fiabilidad Medium) no especifica fechas exactas de llegada/salida más allá de mencionar la recepción por Calderón; no se halló fuente que confirme 5 vs 3 días.
2552-URY-PRY-40722,2552,Jose Mujica,2011-06-28,Paraguay,Start_Date,"Comunicado Conjunto XLI Cumbre Mercosur (Cancillería Argentina, ya citado en nuestra base)","La fuente confirma que la cumbre y los actos del bicentenario se desarrollaron entre el 28 y 29 de junio de 2011 con Mujica presente, pero no permite determinar con certeza si su llegada personal fue "
2552-URY-PRY-41838,2552,Jose Mujica,2014-07-18,Paraguay,Duration_Days,Sin fuente adicional hallada,La nota existente no especifica fechas exactas de llegada/salida de la visita de Estado a Cartes; no se halló fuente que confirme 1 vs 2 días.
2552-URY-PER-40752,2552,Jose Mujica,2011-07-28,Peru,Duration_Days; Start_Date,Sin fuente adicional hallada; asunción de Humala confirmada 28-jul-2011 | Sin fuente adicional hallada,"La asunción de Ollanta Humala fue el 28 de julio de 2011; es plausible tanto una llegada el día previo (27-jul, patrón habitual) como el mismo día (28-jul, versión COLT), y no se halló fuente que conf | Consecuencia directa de la incertidumbre sobre la fecha de llegada; no se puede determinar con certeza si la estadía fue de 1 o 2 días."
2552-URY-USA-41541,2552,Jose Mujica,2013-09-24,United States,Duration_Days,swissinfo.ch (ya citada en nuestra base),La fuente confirma la fecha del discurso ante la AGNU (24-sep-2013) pero no aclara si la estadía en Nueva York se extendió varios días más (patrón común en otras giras a la ONU dentro de esta misma ba
2552-URY-VEN-41848,2552,Jose Mujica,2014-07-28,Venezuela,Duration_Days; Start_Date,albaciudad.org (ya citada en nuestra base),No se halló fuente independiente que precise si la XLVI Cumbre del Mercosur en Caracas (jul-2014) comenzó el 28 o el 29 de julio; la fuente ya citada no especifica fecha exacta más allá de 'julio 2014 | Consecuencia de la misma incertidumbre sobre la fecha de inicio; no se pudo determinar con certeza 1 vs 2 días.
2552-URY-ARG-40296,2552,Jose Mujica,2010-04-28,Argentina,existencia_del_viaje (colt_unico),Búsqueda web sin resultado concluyente,No se halló cobertura de prensa específica de una conferencia de prensa conjunta Mujica-Fernández el 28-abr-2010; se requiere revisión en archivos de prensa de la época para confirmar o descartar.
2552-URY-ARG-40387,2552,Jose Mujica,2010-07-28,Argentina,existencia_del_viaje (colt_unico),Búsqueda web sin resultado concluyente,No se halló fuente de prensa que confirme específicamente una firma de comunicado conjunto Mujica-Fernández el 28-jul-2010; se requiere más investigación en archivos de prensa de la época.
2552-URY-ARG-40392,2552,Jose Mujica,2010-08-02,Argentina,existencia_del_viaje (colt_unico),Búsqueda web sin resultado concluyente,"No se halló confirmación de un viaje de 2 días a Argentina el 2-ago-2010 (nótese que existe un viaje similar ya cargado en nuestra base para el 2-ago-2011, Trip_ID 158, un año distinto); podría tratar"
2552-URY-ARG-40452,2552,Jose Mujica,2010-10-01,Argentina,existencia_del_viaje (colt_unico),Búsqueda web sin resultado concluyente,No se halló fuente que confirme un viaje a Argentina el 1-oct-2010; el propio COLT admite fecha incierta ('date of departure and return unclear').
2552-URY-ARG-41546,2552,Jose Mujica,2013-09-29,Argentina,existencia_del_viaje (colt_unico),Búsqueda web sin resultado concluyente,No se halló cobertura de prensa sobre la inauguración de un ferry Argentina-Uruguay con presencia de Mujica en sep-2013; podría tratarse de otro tipo de cruce fluvial o evento no identificado en la bú
2552-URY-BOL-41805,2552,Jose Mujica,2014-06-15,Bolivia,existencia_del_viaje (colt_unico),Búsqueda web sin resultado concluyente,No se halló fuente que confirme un viaje a Bolivia el 15-jun-2014; se requiere más investigación.
2552-URY-BRA-40266,2552,Jose Mujica,2010-03-29,Brazil,existencia_del_viaje (colt_unico),Búsqueda web inconclusa,"No se halló cobertura de prensa de la época (mar-2010) que confirme un viaje de Mujica a Brasil el 29-mar-2010 con los acuerdos específicos descritos por COLT (avicultura, lácteos, etc.); es plausible"
2552-URY-BRA-40389,2552,Jose Mujica,2010-07-30,Brazil,existencia_del_viaje (colt_unico),Búsqueda web inconclusa,No se halló fuente que confirme un viaje a Brasil el 30-jul-2010; se requiere más investigación en archivos de prensa.
2552-URY-BRA-42041,2552,Jose Mujica,2015-02-06,Brazil,existencia_del_viaje (colt_unico),Búsqueda web inconclusa,No se halló cobertura específica de un acto por el 35º aniversario del PT en Belo Horizonte el 6-feb-2015 con presencia de Mujica; la coherencia interna del dato (PT fundado en 1980 + 35 años = 2015) 
2552-URY-PRY-40529,2552,Jose Mujica,2010-12-17,Paraguay,existencia_del_viaje (colt_unico),Sin confirmación directa hallada,"Es plausible como continuación regional del viaje a Foz de Iguaçu (colt_unico BRA-40526, días antes) hacia Alto Paraná (departamento paraguayo limítrofe con Foz de Iguaçu), pero no se halló fuente que"
2552-URY-ESP-40508,2552,Jose Mujica,2010-11-26,Spain,existencia_del_viaje (colt_unico),Búsqueda web inconclusa sobre el partido Atlético Madrid-Espanyol,No se pudo confirmar la fecha exacta de un partido Atlético Madrid vs Espanyol en el estadio Vicente Calderón el 26-nov-2010 con presencia de Mujica; el propio COLT admite fecha incierta.
3698-URY-PRY-45479,3698,Luis Lacalle Pou,2024-07-06,Paraguay,Duration_Days; Start_Date,https://www.mercosur.int/asuncion-se-prepara-para-la-cumbre-de-jefes-de-estado-del-mercosur-y-reuniones-previas/ ; búsquedas adicionales sobre la LXIV Cumbre MERCOSUR (8-jul-2024) | https://www.mercosur.int/asuncion-se-prepara-para-la-cumbre-de-jefes-de-estado-del-mercosur-y-reuniones-previas/,"Todas las fuentes consultadas confirman que la cumbre presidencial y la cena de jefes de Estado ocurrieron el 7-8/jul/2024, pero ninguna precisa si Lacalle Pou arribó a Asunción el sábado 6 (COLT) o e | Depende directamente de la fecha de partida no verificada (ver campo Start_Date del mismo Trip_ID); no se encontró fuente que precise si la estadía fue de 2 o 3 días."
3698-URY-USA-44460,3698,Luis Lacalle Pou,2021-09-21,United States,Duration_Days; Start_Date,https://www.gub.uy/presidencia/comunicacion/noticias/presidente-lacalle-pou-regreso-uruguay-tras-gira-oficial-mexico-estados ; https://en.mercopress.com/2021/09/23/uruguayan-president-lacalle-focuses-on-human-rights-and-covid-19-vaccination-before-the-un | https://www.gub.uy/presidencia/comunicacion,"La fuente oficial solo confirma el regreso conjunto de la gira México-EEUU el viernes 24-sep (coincide con ambas bases). MercoPress confirma el discurso ante la ONU el miércoles 22-sep, compatible con | Depende directamente de la fecha de inicio no verificada (ver campo Start_Date del mismo Trip_ID); el End_Date (24-sep) está confirmado por fuente oficial en ambas versiones."
392-URY-USA-34604,392,Luis Alberto Lacalle,1994-09-27,United States,existencia_del_viaje (colt_unico),"Busquedas en prensa uruguaya/regional actual y en el repositorio de documentos de Naciones Unidas (digitallibrary.un.org, actas A/49/PV de la 49a Asamblea General, sep-1994) sin resultado directo.",No se encontro confirmacion positiva ni negativa de un discurso de Lacalle Herrera en la Asamblea General de la ONU el 27-sep-1994. Es plausible dado el activo perfil multilateral de Lacalle en 1994 (
