colt_TripID,campo,valor_original,valor_nuevo,fuente,justificacion,fecha_aplicado,estado
2320-ARG-ITA-39601,TripStartDate,2008-06-02T00:00:00,2008-06-03,"Cumbre Mundial sobre Seguridad Alimentaria FAO, Roma",La Cumbre de la FAO sobre seguridad alimentaria en Roma se realizo del 3 al 5 de junio de 2008.,2026-08-17,APLICADO
2320-ARG-BRA-39892,TripStartDate,2009-03-20T00:00:00,2009-03-19,Casa Rosada (conferencia de prensa San Pablo); Diario de Cuyo,CFK se reunio con Lula en San Pablo (FIESP) el 20/3/2009; prensa indica que arribo a Brasil el 19/3.,2026-08-17,APLICADO
2320-ARG-GBR-39904,TripEndDate,2009-04-03T00:00:00,2009-04-02,Cumbre G20 Londres,La Cumbre del G20 en Londres se realizo el 2 de abril de 2009.,2026-08-17,APLICADO
2320-ARG-URY-40238,TripEndDate,2010-03-02T00:00:00,2010-03-01,Mercopress; prensa internacional,"Asuncion de Jose Mujica confirmada para el 1 de marzo de 2010, con CFK entre los presidentes asistentes; no se hallo evidencia de una segunda jornada.",2026-08-17,APLICADO
2320-ARG-USA-40278,TripStartDate,2010-04-10T00:00:00,2010-04-12,"Cumbre de Seguridad Nuclear, Washington","La Cumbre de Seguridad Nuclear en Washington se realizo el 12-13 de abril de 2010, coincidiendo exactamente con nuestra fecha.",2026-08-17,APLICADO
2320-ARG-VEN-40287,TripStartDate,2010-04-19T00:00:00,2010-04-18,Diario de Cuyo 'La presidenta viaja hacia Venezuela' 17-abr-2010,CFK partio el 17/4 y llego a Caracas el 18/4/2010 para el bicentenario venezolano; bilateral con Chavez y firma de acuerdos el 20/4.,2026-08-17,APLICADO
2320-ARG-ESP-40315,TripEndDate,2010-05-19T00:00:00,2010-05-18,Cancilleria Argentina; VI Cumbre UE-ALC Madrid,La VI Cumbre Union Europea-America Latina y Caribe en Madrid se realizo el 18 de mayo de 2010.,2026-08-17,APLICADO
2320-ARG-CAN-40354,TripStartDate,2010-06-25T00:00:00,2010-06-26,Cumbre G20 Toronto,"La Cumbre del G20 en Toronto se realizo los dias 26 y 27 de junio de 2010, coincidiendo exactamente con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-CAN-40354,TripEndDate,2010-06-28T00:00:00,2010-06-27,Cumbre G20 Toronto,"La Cumbre del G20 en Toronto se realizo los dias 26 y 27 de junio de 2010, coincidiendo exactamente con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-FRA-40799,TripStartDate,2011-09-13T00:00:00,2011-09-12,Diario de Cuyo 'La presidenta llego a Paris para reunirse con Sarkozy' 12-sep-2011,CFK arribo a Paris el lunes 12/9/2011 (10hs) para una visita oficial de tres dias.,2026-08-17,APLICADO
2320-ARG-USA-40807,TripEndDate,2011-09-22T00:00:00,2011-09-21,Casa Rosada; CFKArgentina (discurso 66 Asamblea General ONU),El discurso de CFK ante la 66 Asamblea General de la ONU fue el 21/9/2011; no se hallo evidencia de permanencia hasta el 22/9.,2026-08-17,APLICADO
2320-ARG-VEN-40878,TripStartDate,2011-12-01T00:00:00,2011-12-02,"Cumbre fundacional CELAC, Caracas","La cumbre fundacional de la CELAC en Caracas se realizo los dias 2 y 3 de diciembre de 2011, coincidiendo con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-VEN-40878,TripEndDate,2011-12-02T00:00:00,2011-12-03,"Cumbre fundacional CELAC, Caracas","La cumbre fundacional de la CELAC en Caracas se realizo los dias 2 y 3 de diciembre de 2011, coincidiendo con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-BRA-41250,TripStartDate,2012-12-07T00:00:00,2012-12-06,Infobae; Perfil (Cumbre Mercosur Brasilia),Cumbre Mercosur en Brasilia (ingreso de Venezuela) se realizo el viernes 7/12/2012; prensa confirma que CFK llego antes de la cumbre y regreso a Argentina inmediatamente despues de que cerrara ese mismo dia.,2026-08-17,APLICADO
2320-ARG-BRA-41250,TripEndDate,2012-12-08T00:00:00,2012-12-07,Infobae; Perfil (Cumbre Mercosur Brasilia),Cumbre Mercosur en Brasilia (ingreso de Venezuela) se realizo el viernes 7/12/2012; prensa confirma que CFK llego antes de la cumbre y regreso a Argentina inmediatamente despues de que cerrara ese mismo dia.,2026-08-17,APLICADO
2320-ARG-CHL-41301,TripStartDate,2013-01-27T00:00:00,2013-01-26,CFKArgentina; Telam,"La I Cumbre CELAC-UE en Santiago de Chile se realizo el 26 y 27 de enero de 2013, coincidiendo con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-CHL-41301,TripEndDate,2013-01-28T00:00:00,2013-01-27,CFKArgentina; Telam,"La I Cumbre CELAC-UE en Santiago de Chile se realizo el 26 y 27 de enero de 2013, coincidiendo con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-VEN-41339,TripEndDate,2013-03-06T00:00:00,2013-03-07,Diario de Cuyo 'Cristina Kirchner y Mujica llegaron a Caracas' 06-mar-2013; La Capital,CFK llego a Caracas el 6/3/2013 para el funeral de Hugo Chavez y decidio regresar 'el jueves por la noche' (7/3/2013).,2026-08-17,APLICADO
2320-ARG-VAT-41350,TripStartDate,2013-03-17T00:00:00,2013-03-18,Vaticano (Misa inaugural del pontificado),La misa de inicio del pontificado del Papa Francisco fue el 19 de marzo de 2013; CFK habria llegado el dia previo.,2026-08-17,APLICADO
2320-ARG-VAT-41350,TripEndDate,2013-03-18T00:00:00,2013-03-19,Vaticano (Misa inaugural del pontificado),La misa de inicio del pontificado del Papa Francisco fue el 19 de marzo de 2013; CFK habria llegado el dia previo.,2026-08-17,APLICADO
2320-ARG-USA-41492,TripStartDate,2013-08-06T00:00:00,2013-08-05,Diario de Cuyo 'Cristina llego a Nueva York para nueva reunion de la ONU' 05-ago-2013,"Articulo del 5/8/2013 confirma llegada a Nueva York ese dia (sesion del Consejo de Seguridad, presidencia rotativa argentina).",2026-08-17,APLICADO
2320-ARG-RUS-41521,TripStartDate,2013-09-04T00:00:00,2013-09-05,Cumbre G20 San Petersburgo,"La Cumbre del G20 en San Petersburgo se realizo el 5 y 6 de septiembre de 2013, coincidiendo con nuestra fecha de inicio.",2026-08-17,APLICADO
2320-ARG-BRA-41836,TripStartDate,2014-07-16T00:00:00,2014-07-15,Cumbre BRICS Fortaleza,"La Cumbre de los BRICS en Fortaleza se realizo el 15 y 16 de julio de 2014, coincidiendo con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-BRA-41836,TripEndDate,2014-07-17T00:00:00,2014-07-16,Cumbre BRICS Fortaleza,"La Cumbre de los BRICS en Fortaleza se realizo el 15 y 16 de julio de 2014, coincidiendo con nuestras fechas.",2026-08-17,APLICADO
2320-ARG-USA-41905,TripStartDate,2014-09-23T00:00:00,2014-09-24,CFKArgentina; Microjuris (discurso fondos buitre),"El discurso de CFK ante la 69 Asamblea General de la ONU fue el 24/9/2014, coincidiendo con nuestra fecha de inicio.",2026-08-17,APLICADO
2320-ARG-RUS-42114,TripStartDate,2015-04-20T00:00:00,2015-04-21,RT Actualidad; Infobae; Microjuris,"La visita oficial de CFK a Rusia (reunion con Putin en el Kremlin, firma de 20 acuerdos) fue del 21 al 23 de abril de 2015, segun multiples fuentes. Ni nuestra fecha (22-23/4) ni la de COLT (20-24/4) son exactas.",2026-08-17,APLICADO
2320-ARG-RUS-42114,TripEndDate,2015-04-24T00:00:00,2015-04-23,RT Actualidad; Infobae; Microjuris,"La visita oficial de CFK a Rusia (reunion con Putin en el Kremlin, firma de 20 acuerdos) fue del 21 al 23 de abril de 2015, segun multiples fuentes. Ni nuestra fecha (22-23/4) ni la de COLT (20-24/4) son exactas.",2026-08-17,APLICADO
2320-ARG-ITA-42162,TripEndDate,2015-06-08T00:00:00,2015-06-09,La Nacion; Diario Registrado; La Gaceta,"CFK inauguro el pabellon argentino en la Expo Milan el martes 9/6/2015, cerrando asi su visita a Italia.",2026-08-17,APLICADO
2320-ARG-CUB-42267,TripStartDate,2015-09-20T00:00:00,2015-09-19,Diario de Cuyo; La Nacion; Telam,CFK llego a La Habana el 19/9/2015 y permanecio 'dos dias' para presenciar la misa del Papa Francisco el domingo 20/9/2015.,2026-08-17,APLICADO
2320-ARG-CUB-42267,TripEndDate,2015-09-21T00:00:00,2015-09-20,Diario de Cuyo; La Nacion; Telam,CFK llego a La Habana el 19/9/2015 y permanecio 'dos dias' para presenciar la misa del Papa Francisco el domingo 20/9/2015.,2026-08-17,APLICADO
2320-ARG-USA-42275,TripStartDate,2015-09-28T00:00:00,2015-09-27,La Nacion; Casa Rosada,El ultimo discurso de CFK ante la Asamblea General de la ONU (70a sesion) fue el lunes 28/9/2015; la practica habitual de llegar el dia previo es consistente con nuestra fecha de inicio (27/9).,2026-08-17,APLICADO
2320-ARG-USA-42275,TripEndDate,2015-09-29T00:00:00,2015-09-28,La Nacion; Casa Rosada,El ultimo discurso de CFK ante la Asamblea General de la ONU (70a sesion) fue el lunes 28/9/2015; la practica habitual de llegar el dia previo es consistente con nuestra fecha de inicio (27/9).,2026-08-17,APLICADO
3169-ARG-VAT-42428,TripStartDate,2016-02-28T00:00:00,2016-02-27,Casa Rosada (agenda oficial); El Cronista 27/2/2016; Diario de Cuyo,"Prensa confirma que la audiencia de Macri con el Papa Francisco en el Vaticano fue el 27/2/2016 (unica actividad vaticana del viaje). Macri viajo el 26/2 y regreso el 28/2, pero no hay evidencia de actividad en el Vaticano el 28 o 29/2 como indica COLT.",2026-08-17,APLICADO
3169-ARG-VAT-42428,TripEndDate,2016-02-29T00:00:00,2016-02-27,Casa Rosada (agenda oficial); El Cronista 27/2/2016; Diario de Cuyo,"Prensa confirma que la audiencia de Macri con el Papa Francisco en el Vaticano fue el 27/2/2016 (unica actividad vaticana del viaje). Macri viajo el 26/2 y regreso el 28/2, pero no hay evidencia de actividad en el Vaticano el 28 o 29/2 como indica COLT.",2026-08-17,APLICADO
3169-ARG-COL-42535,TripStartDate,2016-06-14T00:00:00,2016-06-17,Comunicado conjunto Cancilleria Argentina; Cancilleria Colombia,"El comunicado conjunto confirma que el Foro Economico Mundial Capitulo Latinoamerica en Medellin se realizo los dias 16 y 17 de junio; por lo tanto el 17/6 corresponde a agenda real de Macri en Colombia, dia que el rango de COLT (14-16) no cubre. Nota: nuestra base separa en dos entradas (303 y 304) un viaje que en la realidad fue continuo (14 al 17/6); se recomienda revisar la estructura de ambas entradas en conjunto.",2026-08-17,APLICADO
3169-ARG-COL-42535,TripEndDate,2016-06-16T00:00:00,2016-06-17,Comunicado conjunto Cancilleria Argentina; Cancilleria Colombia,"El comunicado conjunto confirma que el Foro Economico Mundial Capitulo Latinoamerica en Medellin se realizo los dias 16 y 17 de junio; por lo tanto el 17/6 corresponde a agenda real de Macri en Colombia, dia que el rango de COLT (14-16) no cubre. Nota: nuestra base separa en dos entradas (303 y 304) un viaje que en la realidad fue continuo (14 al 17/6); se recomienda revisar la estructura de ambas entradas en conjunto.",2026-08-17,APLICADO
3169-ARG-BRA-42586,TripStartDate,2016-08-04T00:00:00,2016-08-04,Prensa sobre ceremonia inaugural Juegos Olimpicos Rio 2016,"Macri llego a Rio de Janeiro la tarde-noche del 4/8/2016 (antes de la ceremonia inaugural) y asistio a una gala del COI esa noche; la ceremonia inaugural fue el 5/8. No se hallo evidencia de actividad presidencial argentina en Brasil el 6/8 (COLT); dado que las visitas protocolares a ceremonias inaugurales suelen ser de un dia, es mas probable que el regreso haya sido el 5/8, aunque no se pudo confirmar con certeza absoluta la fecha exacta de regreso.",2026-08-17,APLICADO
3169-ARG-BRA-42586,TripEndDate,2016-08-06T00:00:00,2016-08-05,Prensa sobre ceremonia inaugural Juegos Olimpicos Rio 2016,"Macri llego a Rio de Janeiro la tarde-noche del 4/8/2016 (antes de la ceremonia inaugural) y asistio a una gala del COI esa noche; la ceremonia inaugural fue el 5/8. No se hallo evidencia de actividad presidencial argentina en Brasil el 6/8 (COLT); dado que las visitas protocolares a ceremonias inaugurales suelen ser de un dia, es mas probable que el regreso haya sido el 5/8, aunque no se pudo confirmar con certeza absoluta la fecha exacta de regreso.",2026-08-17,APLICADO
3169-ARG-QAT-42616,TripStartDate,2016-09-03T00:00:00,2016-09-01,Ambito.com (31/8/2016); La Nacion,"La escala de Macri en Doha (camino al G20 de Hangzhou) ocurrio entre el 31/8 y el 1/9/2016; para el 3/9 ya se encontraba en agenda oficial en Hangzhou con reunion bilateral con Xi Jinping, por lo que la fecha de COLT (3/9) es incompatible con la evidencia disponible.",2026-08-17,APLICADO
3169-ARG-QAT-42616,TripEndDate,2016-09-03T00:00:00,2016-09-01,Ambito.com (31/8/2016); La Nacion,"La escala de Macri en Doha (camino al G20 de Hangzhou) ocurrio entre el 31/8 y el 1/9/2016; para el 3/9 ya se encontraba en agenda oficial en Hangzhou con reunion bilateral con Xi Jinping, por lo que la fecha de COLT (3/9) es incompatible con la evidencia disponible.",2026-08-17,APLICADO
3169-ARG-COL-42640,TripEndDate,2016-09-27T00:00:00,2016-09-26,La Nacion (26/9/2016); Cancilleria,Macri viajo a Cartagena la manana del 26/9/2016 para la firma del Acuerdo de Paz (ceremonia a las 17hs) y no hay evidencia de actividad en Colombia el 27/9; parece haber sido un viaje de un solo dia.,2026-08-17,APLICADO
3169-ARG-BRA-42773,TripEndDate,2017-02-08T00:00:00,2017-02-07,Gobierno de Brasil (comunicado oficial); Casa Rosada,"La Visita de Estado de Macri a Brasilia (reunion con Temer en el Palacio del Planalto) fue exclusivamente el 7/2/2017, segun comunicado oficial del gobierno brasileno. No hay evidencia de actividad el 8/2.",2026-08-17,APLICADO
3169-ARG-ESP-42790,TripStartDate,2017-02-24T00:00:00,2017-02-20,"Infobae (19/2/2017): ""Macri viaja manana a Espana""","Infobae confirmo el 19/2/2017 que Macri viajaba 'manana' (lunes 20/2) a Espana; la visita incluyo agenda cultural (ARCO) desde el 20/2 y Visita de Estado formal el 22-24/2, con regreso el 25/2. COLT capta solo el tramo final de la visita de Estado.",2026-08-17,APLICADO
3169-ARG-PRY-42810,TripEndDate,2017-03-17T00:00:00,2017-03-16,Gobernacion de Itapua (fuente oficial paraguaya),"La II Reunion Binacional de Ministros y Gobernadores con participacion de Macri se realizo el 16/3/2017 en Asuncion, segun fuente oficial paraguaya. No hay evidencia de actividad presidencial argentina en Paraguay el 17/3; fue una visita de un solo dia.",2026-08-17,APLICADO
3169-ARG-NLD-42822,TripStartDate,2017-03-28T00:00:00,2017-03-27,"Infobae, El Cronista, Rosario3 (27/3/2017)","La Visita de Estado formal a los Paises Bajos comenzo el lunes 27/3/2017 con la recepcion oficial de los reyes en la plaza Dam, seguida de actividades el 28/3 (Rotterdam, ballet en La Haya) que cerraron la visita. No hay evidencia de actividad el 29/3.",2026-08-17,APLICADO
3169-ARG-NLD-42822,TripEndDate,2017-03-29T00:00:00,2017-03-28,"Infobae, El Cronista, Rosario3 (27/3/2017)","La Visita de Estado formal a los Paises Bajos comenzo el lunes 27/3/2017 con la recepcion oficial de los reyes en la plaza Dam, seguida de actividades el 28/3 (Rotterdam, ballet en La Haya) que cerraron la visita. No hay evidencia de actividad el 29/3.",2026-08-17,APLICADO
