colt_TripID,campo,valor_original,valor_nuevo,fuente,justificacion,fecha_aplicado,estado
1516-CHL-DEU-36678,TripStartDate,2000-06-01T00:00:00,2000-06-02,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Alemania, Berlín. Cumbre de líderes Progresistas, junio 2 y 3""","El programa oficial confirma que la Cumbre de Líderes Progresistas en Berlín fue 2-3 de junio de 2000, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-NZL-36842,TripEndDate,2000-11-13T00:00:00,2000-11-12,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Nueva Zelandia. Visita Oficial, noviembre 12""","El programa oficial confirma visita de un solo día a Nueva Zelanda el 12 de noviembre de 2000, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-IDN-36842,TripStartDate,2000-11-12T00:00:00,2000-11-13,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Indonesia, Yakarta. Visita Oficial, noviembre 13""","El programa oficial confirma visita de un solo día a Indonesia (Yakarta) el 13 de noviembre de 2000, coincidiendo exactamente con nuestra base. Nota: COLT usa 'Indonesia' igual que nosotros (no hay problema de nomenclatura aquí).",2026-08-17,APLICADO
1516-CHL-IDN-36842,TripEndDate,2000-11-14T00:00:00,2000-11-13,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Indonesia, Yakarta. Visita Oficial, noviembre 13""","El programa oficial confirma visita de un solo día a Indonesia (Yakarta) el 13 de noviembre de 2000, coincidiendo exactamente con nuestra base. Nota: COLT usa 'Indonesia' igual que nosotros (no hay problema de nomenclatura aquí).",2026-08-17,APLICADO
1516-CHL-TLS-36844,TripEndDate,2000-11-15T00:00:00,2000-11-14,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Timor Oriental. Visita de Trabajo, noviembre 14""","El programa oficial confirma visita de un solo día a Timor Oriental el 14 de noviembre de 2000, coincidiendo con nuestra base. Nota: COLT usa 'Timor Leste'; nuestra base usa 'Timor Oriental/East Timor' - mismo país, distinta nomenclatura, no representa una brecha real de país.",2026-08-17,APLICADO
1516-CHL-MEX-36858,TripStartDate,2000-11-28T00:00:00,2000-11-30,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""México, Ciudad de México. Transmisión del Mando Presidencial, Visita de Estado, noviembre 30 al 5 de diciembre""; corroborado independientemente por búsqueda web sobre la asunción de Vicente Fox","El programa oficial confirma exactamente el rango 30 de noviembre al 5 de diciembre de 2000 para la asunción de Vicente Fox y visita de Estado, coincidiendo con nuestra base en ambos extremos.",2026-08-17,APLICADO
1516-CHL-MEX-36858,TripEndDate,2000-12-04T00:00:00,2000-12-05,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2000' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""México, Ciudad de México. Transmisión del Mando Presidencial, Visita de Estado, noviembre 30 al 5 de diciembre""; corroborado independientemente por búsqueda web sobre la asunción de Vicente Fox","El programa oficial confirma exactamente el rango 30 de noviembre al 5 de diciembre de 2000 para la asunción de Vicente Fox y visita de Estado, coincidiendo con nuestra base en ambos extremos.",2026-08-17,APLICADO
1516-CHL-DOM-37003,TripEndDate,2001-04-24T00:00:00,2001-04-23,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2001' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""República Dominicana, Santo Domingo. Visita Oficial, abril 22 al 23""","El programa oficial confirma que la visita a República Dominicana terminó el 23 de abril de 2001, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-CHN-37185,TripStartDate,2001-10-21T00:00:00,2001-10-19,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2001' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""China, Shangai. Cumbre de Líderes APEC, octubre 19 al 21""","El programa oficial confirma el tramo de Shanghái (Cumbre APEC) como 19-21 octubre 2001, coincidiendo exactamente con nuestro Trip 212. COLT aparentemente fusionó este tramo con el siguiente (Beijing) en un solo registro con fechas 21-24, lo cual no representa con precisión ninguno de los dos tramos reales.",2026-08-17,APLICADO
1516-CHL-CHN-37185,TripEndDate,2001-10-24T00:00:00,2001-10-21,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2001' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""China, Shangai. Cumbre de Líderes APEC, octubre 19 al 21""","El programa oficial confirma el tramo de Shanghái (Cumbre APEC) como 19-21 octubre 2001, coincidiendo exactamente con nuestro Trip 212. COLT aparentemente fusionó este tramo con el siguiente (Beijing) en un solo registro con fechas 21-24, lo cual no representa con precisión ninguno de los dos tramos reales.",2026-08-17,APLICADO
1516-CHL-CHN-37185,TripStartDate,2001-10-19,2001-10-22,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2001' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""China, Beijing. Visita de Estado, octubre 22 al 24""","El programa oficial confirma el tramo de Beijing (visita de Estado) como 22-24 octubre 2001, coincidiendo exactamente con nuestro Trip 213. COLT fusionó Shanghái+Beijing en un solo registro (21-24), por lo que su fecha de inicio (21) corresponde en realidad al cierre de la Cumbre APEC de Shanghái, no al inicio de la visita a Beijing.",2026-08-17,APLICADO
1516-CHL-USA-37205,TripStartDate,2001-11-10T00:00:00,2001-11-08,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2001' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, Nueva York. Asamblea General de las Naciones Unidas, noviembre 8 al 11""","El programa oficial confirma que el viaje a Nueva York para la 56ª Asamblea General de la ONU fue 8-11 de noviembre de 2001, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-ARG-37305,TripEndDate,2002-02-19T00:00:00,2002-02-18,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Argentina, Buenos Aires. XXI cumbre de Jefes de Estado del MERCOSUR, Bolivia y Chile, febrero 18""","El programa oficial confirma viaje de un solo día a Buenos Aires el 18 de febrero de 2002 para la XXI Cumbre del Mercosur, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-SWE-37308,TripEndDate,2002-02-22T00:00:00,2002-02-23,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Suecia, Estocolmo. Visita de Trabajo, febrero 21 y 22; Suecia, Estocolmo. Cumbre de Líderes Progresistas, febrero 22 y 23""","El programa oficial documenta el tramo sueco completo (visita de trabajo + Cumbre de Líderes Progresistas) como 21 al 23 de febrero de 2002, coincidiendo con el rango de nuestra base (21-23 feb).",2026-08-17,APLICADO
1516-CHL-FIN-37312,TripStartDate,2002-02-25T00:00:00,2002-02-24,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Finlandia, Helsinki. Visita Oficial, febrero, 24 al 26""","El programa oficial confirma que la visita oficial a Finlandia comenzó el 24 de febrero de 2002, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-BOL-37382,TripEndDate,2002-05-07T00:00:00,2002-05-06,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""nota archivística: 'No contiene el programa de viaje del Presidente a Bolivia el 6 de mayo, con motivo del fallecimiento del Presidente Hugo Banzer'""","El propio archivo de la Presidencia, en sus notas catalográficas, confirma que el viaje a Bolivia por el funeral de Hugo Banzer fue el 6 de mayo de 2002 (día siguiente a su fallecimiento, 5 de mayo), coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-VAT-37392,TripStartDate,2002-05-16T00:00:00,2002-05-15,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Ciudad del Vaticano, Santa Sede. Visita Oficial, mayo 15 al 16""","El programa oficial confirma la visita al Vaticano como 15-16 de mayo de 2002, coincidiendo exactamente con nuestra base. Es además internamente consistente: la Cumbre ALC-UE en Madrid comenzó el 16 de mayo (ver ítem ESP-37392), por lo que la fecha de término del Vaticano propuesta por COLT (17 de mayo) es incompatible con su propia fecha de inicio para España (16 de mayo).",2026-08-17,APLICADO
1516-CHL-VAT-37392,TripEndDate,2002-05-17T00:00:00,2002-05-16,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Ciudad del Vaticano, Santa Sede. Visita Oficial, mayo 15 al 16""","El programa oficial confirma la visita al Vaticano como 15-16 de mayo de 2002, coincidiendo exactamente con nuestra base. Es además internamente consistente: la Cumbre ALC-UE en Madrid comenzó el 16 de mayo (ver ítem ESP-37392), por lo que la fecha de término del Vaticano propuesta por COLT (17 de mayo) es incompatible con su propia fecha de inicio para España (16 de mayo).",2026-08-17,APLICADO
1516-CHL-ECU-37462,TripStartDate,2002-07-25T00:00:00,2002-07-26,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Ecuador, Guayaquil. II Reunión de Presidente de América del Sur, julio 26 y 27""","El programa oficial confirma el tramo de Guayaquil (II Reunión de Presidentes de Sudamérica) como 26-27 julio 2002, coincidiendo exactamente con nuestro Trip 224. COLT fusionó Guayaquil+Quito en un solo registro (25-30 julio), por lo que su fecha de inicio (25) no corresponde a ningún tramo real documentado.",2026-08-17,APLICADO
1516-CHL-ECU-37462,TripEndDate,2002-07-30T00:00:00,2002-07-27,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Ecuador, Guayaquil. II Reunión de Presidente de América del Sur, julio 26 y 27""","El programa oficial confirma el tramo de Guayaquil (II Reunión de Presidentes de Sudamérica) como 26-27 julio 2002, coincidiendo exactamente con nuestro Trip 224. COLT fusionó Guayaquil+Quito en un solo registro (25-30 julio), por lo que su fecha de inicio (25) no corresponde a ningún tramo real documentado.",2026-08-17,APLICADO
1516-CHL-ECU-37462,TripStartDate,2002-07-26,2002-07-28,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Ecuador, Quito. Visita de Estado, julio 28 al 30""","El programa oficial confirma el tramo de Quito (visita de Estado) como 28-30 julio 2002, coincidiendo exactamente con nuestro Trip 225.",2026-08-17,APLICADO
1516-CHL-HUN-37536,TripStartDate,2002-10-07T00:00:00,2002-10-06,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Hungría, Budapest. Visita Oficial, octubre 6 y 7""","El programa oficial confirma la visita a Hungría como 6-7 de octubre de 2002, coincidiendo exactamente con nuestra base.",2026-08-17,APLICADO
1516-CHL-HUN-37536,TripEndDate,2002-10-09T00:00:00,2002-10-07,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Hungría, Budapest. Visita Oficial, octubre 6 y 7""","El programa oficial confirma la visita a Hungría como 6-7 de octubre de 2002, coincidiendo exactamente con nuestra base.",2026-08-17,APLICADO
1516-CHL-POL-37538,TripStartDate,2002-10-09T00:00:00,2002-10-08,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Polonia, Varsovia. Visita de Estado, octubre 8 y 9""","El programa oficial confirma la visita a Polonia como 8-9 de octubre de 2002, coincidiendo exactamente con nuestra base.",2026-08-17,APLICADO
1516-CHL-POL-37538,TripEndDate,2002-10-10T00:00:00,2002-10-09,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2002' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Polonia, Varsovia. Visita de Estado, octubre 8 y 9""","El programa oficial confirma la visita a Polonia como 8-9 de octubre de 2002, coincidiendo exactamente con nuestra base.",2026-08-17,APLICADO
1516-CHL-ECU-37636,TripEndDate,2003-01-16T00:00:00,2003-01-15,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2003' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Ecuador, Quito. Transmisión del Mando Presidencial, enero 15""; corroborado por fuentes externas (asunción de Lucio Gutiérrez, 15 enero 2003)","El programa oficial y fuentes externas coinciden: la asunción de Lucio Gutiérrez fue el 15 de enero de 2003, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-JAM-37804,TripStartDate,2003-07-02T00:00:00,2003-07-01,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2003' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Jamaica, Montego Bay. Cumbre del Caricom, julio 1 al 3""","El programa oficial confirma que el viaje a Jamaica comenzó el 1 de julio de 2003 (un día antes de la apertura pública de la 24ª Cumbre de CARICOM, 2-5 julio), coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-IRL-37812,TripEndDate,2003-07-12T00:00:00,2003-07-11,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2003' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Irlanda, Dublín. Visita de Estado, julio 10 y 11""","El programa oficial confirma la visita de Estado a Irlanda como 10-11 de julio de 2003, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-GBR-37811,TripStartDate,2003-07-09T00:00:00,2003-07-12,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2003' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Reino Unido, Londres. Visita de Trabajo y cumbre de Líderes Progresistas, julio 12 al 14""","El programa oficial confirma que el tramo de Londres comenzó el 12 de julio de 2003 (inmediatamente después de Dublín, que terminó el 11), coincidiendo con nuestra base. La fecha de COLT (9 de julio) es además incompatible con su propia fecha de término para Irlanda (12 de julio) en el ítem IRL-37812.",2026-08-17,APLICADO
1516-CHL-BRA-37851,TripStartDate,2003-08-18T00:00:00,2003-08-19,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2003' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Brasil, Brasilia. Visita de Trabajo, agosto 19""","El programa oficial confirma visita de trabajo de un solo día a Brasilia el 19 de agosto de 2003, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-ARG-37860,TripEndDate,2003-08-30T00:00:00,2003-08-29,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2003' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Argentina, Buenos Aires. Visita de Estado, agosto 27 al 29""","El programa oficial confirma la visita de Estado a Argentina como 27-29 de agosto de 2003, coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-USA-37996,TripStartDate,2004-01-10T00:00:00,2004-01-09,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, San Diego. Visita de Trabajo, enero 9""","El programa oficial confirma visita de trabajo de un solo día a San Diego el 9 de enero de 2004 (reunión bilateral con George W. Bush previa a la Cumbre de Monterrey), coincidiendo con nuestra base.",2026-08-17,APLICADO
1516-CHL-USA-37996,TripEndDate,2004-01-11T00:00:00,2004-01-09,"Archivo Ricardo Lagos Escobar (arle.udp.cl) - empastado 'Giras Internacionales del Presidente Ricardo Lagos, año 2004' (programa oficial de Presidencia/Ceremonial y Protocolo, PR-GPR-PROG-PROGVI), que lista fecha y ciudad exacta de cada gira: ""Estados Unidos, San Diego. Visita de Trabajo, enero 9""","El programa oficial confirma visita de trabajo de un solo día a San Diego el 9 de enero de 2004 (reunión bilateral con George W. Bush previa a la Cumbre de Monterrey), coincidiendo con nuestra base.",2026-08-17,APLICADO
