TripID,tipo,campo,valor_viejo,valor_nuevo_o_destino,fuente,justificacion
740-GUY-JAM-35325,no_verificable,NameMultilatEvent,,,,No se encontró confirmación independiente de una 'Barbados-Guyana-Jamaica-Saint Lucia-Trinidad and Tobago Multilateral Meeting' en septiembre de 1996 (Search Query: 'Jagan Jamaica September 1996 Barbados Saint Lucia Trinidad multilateral meeting'). No pudo determinarse la naturaleza exacta de este encuentro ni corroborarse con fuentes de prensa o comunicados oficiales de CARICOM disponibles públicamente.
740-GUY-NZL-35006,no_verificable,TripStartDate,,,,"La Reunión de Jefes de Gobierno del Commonwealth (CHOGM) de 1995 se realizó en Auckland, Nueva Zelanda, del 10 al 13 de noviembre de 1995 (confirmado por múltiples fuentes, incluyendo el comunicado de Auckland). La fecha de cierre del viaje registrado (1995-11-13) coincide exactamente con el cierre de la CHOGM, pero la fecha de inicio registrada (1995-11-03) es siete días anterior al comienzo oficial de la cumbre. No se encontró fuente que explique esta estadía previa (posible visita bilateral, escala u otro compromiso), por lo que la fecha de inicio no pudo verificarse de forma independiente."
740-GUY-TTO-34534,no_verificable,TripStartDate / TripEndDate,,,,El propio registro original señala en su campo Notes: 'no info on travel dates'. No se encontró cobertura de prensa independiente que permita confirmar o corregir las fechas exactas (1994-07-19 a 1994-07-21) de este viaje de Jagan a Trinidad y Tobago (Search Query: 'Jagan Trinidad Tobago July 1994 visit Guyana president').
PELATAM-GUY-1,hallazgo_nuevo,,,Barbados,https://caricom.org/heads-of-government-at-their-fifth-special-meeting-held-in-barbados-on-16-december-1996-reviewed-the-issues-of-co-operation-between-the-united-states-and-governments-of-the-caribbean-community-in-the/ ; https://clintonwhitehouse6.archives.gov/1996/12/1996-12-16-us-and-eu-caribbean-counternarcotics-cooperation.html,"Se identificó un 'Fifth Special Meeting' de Jefes de Gobierno de CARICOM realizado en Barbados el 16 de diciembre de 1996, dedicado a la cooperación antinarcóticos entre CARICOM, EE.UU. y la UE, corroborado independientemente por un documento del archivo de la Casa Blanca de Clinton fechado el mismo día. Este viaje NO figura en la base cargada (los únicos viajes a Barbados registrados para Jagan son julio de 1994 y julio de 1996). ADVERTENCIA/CAVEAT: no se pudo acceder a la lista completa y verificada de asistentes de esta reunión específica (la página de CARICOM que documenta el evento presenta contenido de cuerpo duplicado/mezclado con el de la Decimoséptima Reunión de julio de 1996), por lo que la asistencia personal de Jagan (en su carácter de presidente de Guyana y miembro pleno de la Conferencia) es altamente probable pero no está confirmada con una fuente que liste asistentes nominales de este encuentro puntual. Se recomienda verificación adicional con prensa caribeña de diciembre de 1996 antes de incorporar definitivamente este viaje a la base."
1203-GUY-SUR-36103,no_verificable,TripStartDate / TripEndDate,,,,"El registro indica que Janet Jagan asistió a la apertura del servicio de ferry Guyana-Surinam (Canawaima) el 4 de noviembre de 1998. Fuentes retrospectivas recientes (Guyana Business Journal, Guyana Chronicle) sitúan el inicio de operaciones del servicio de ferry Canawaima el 6 de noviembre de 1998, dos días después de la fecha registrada. No se encontró una fuente contemporánea (de 1998) que confirme la fecha exacta de la ceremonia de apertura a la que asistió Jagan, por lo que no se puede determinar con certeza si el registro (4 de noviembre) o las fuentes retrospectivas (6 de noviembre) son más precisos; podría tratarse de una ceremonia de apertura distinta del inicio operativo del servicio."
1442-GUY-BLZ-37291,correccion,NameMultilatEvent,Caribbean Community (CARICOM) Summit,Thirteenth Inter-Sessional Meeting of the Conference of Heads of Government of CARICOM / First CARICOM-SICA-Dominican Republic Summit,https://caricom.org/joint-declaration-issued-at-the-conclusion-of-the-first-summit-of-heads-of-state-and-government-of-caricom-sica-dominican-republic-5-february-2002-belize-city-belize/,"El evento del 4-5 de febrero de 2002 en Belize City no fue una 'CARICOM Summit' regular (esas se celebran en julio), sino la Décimo Tercera Reunión Intersesional de Jefes de Gobierno de CARICOM, combinada con la Primera Cumbre CARICOM-SICA-República Dominicana del 5 de febrero de 2002. Confirmado por fuentes CARICOM y por News 5 Belize ('CARICOM, C.A. leaders wind up historic summit')."
1442-GUY-TTO-36459,correccion,NameMultilatEvent,Caribbean Community (CARICOM) Summit,Seventh Special Meeting of the Conference of Heads of Government of CARICOM,https://caricom.org/communique-issued-at-the-conclusion-of-the-seventh-special-meeting-of-the-conference-of-heads-of-government-of-the-caribbean-community-caricom-26-27-october-1999-chaguaramas-trinidad-and-to/,"El comunicado oficial de CARICOM confirma que la reunión del 26-27 de octubre de 1999 en Chaguaramas, Trinidad y Tobago, fue la 'Seventh Special Meeting' de Jefes de Gobierno (convocada para tratar la Visión de la región y la creación del Quasi-Cabinet), y no la reunión ordinaria anual de julio. El propio comunicado señala que fue la primera reunión de la Conferencia a la que asistió Jagdeo como Jefe de Estado. No es, por tanto, una 'Cumbre CARICOM' genérica sino una reunión especial con nombre propio."
1442-GUY-BHS-37076,correccion,NonhostHOGSNames,President Vicente Fox,President Vicente Fox;President Ronald Venetiaan,https://caricom.org/guyana-and-suriname-work-towards-peaceful-border-solution/,"Nota de prensa de CARICOM (6 de julio de 2001) confirma que, durante la 22ª Reunión de Jefes de Gobierno de CARICOM en Nassau, Bahamas, el presidente Jagdeo sostuvo una conferencia de prensa conjunta con el presidente de Surinam, Ronald Venetiaan (Runaldo Venetiaan), sobre la disputa fronteriza Guyana-Surinam. Esta reunión con un Jefe de Estado no CARICOM-anfitrión no figuraba en el registro original, que solo listaba al presidente mexicano Vicente Fox."
1442-GUY-SUR-37284,correccion,SignedAgreement,No,Yes,https://stabroeknews.com/2008/guyana-review/11/05/nervous-neighbours-guyana-and-suriname,"Según Stabroek News ('Nervous neighbours: Guyana and Suriname'), durante la visita de Jagdeo a Surinam del 28-29 de enero de 2002 se emitió una Declaración Conjunta (Joint Declaration) con el presidente Ronald Venetiaan, instruyendo a las Comisiones de Frontera de ambos países a evaluar modalidades para una eventual exploración conjunta del área en disputa. El registro original indicaba 'No' para SignedAgreement, lo cual es inconsistente con la emisión de esa declaración conjunta."
1442-GUY-USA-37413,correccion,Notes,attended gala in New York marking 35th anniversairy of nation's independence,attended gala in New York marking 36th anniversary of nation's independence,https://caricom.org/speech-by-his-excellency-bharrat-jagdeo-president-of-guyana-at-the-opening-of-the-twenty-third-meeting-of-the-conference-of-heads-of-government-of-the-caribbean-community-3-july-2002-georgetown/,"Guyana obtuvo su independencia el 26 de mayo de 1966. Fuentes de la época documentan el discurso de Jagdeo por el '36th Independence Anniversary' el 26 de mayo de 2002, por lo que el evento de mayo/junio de 2002 corresponde al 36º aniversario de la independencia y no al 35º (que fue en 2001, un año antes de este viaje). El campo Notes del registro original contiene un error aritmético de un año."
1442-GUY-ECU-37463,correccion,NameMultilatEvent,South American States Summit,Second Meeting of Presidents of South America (Guayaquil),Search Query: Second South American Summit Guayaquil Ecuador July 2002 dates,"Múltiples fuentes coinciden en que la reunión de jefes de Estado sudamericanos en Guayaquil, Ecuador, del 26 al 27 de julio de 2002, fue la 'Segunda Reunión de Presidentes de América del Sur' (la primera había sido Brasilia, agosto-septiembre de 2000, ya registrada como TripID 1442-GUY-BRA-36769). El nombre 'South American States Summit' del registro original es genérico e impreciso; el nombre oficial y numerado es más específico."
1442-GUY-CUB-37597,correccion,NameMultilatEvent,Caribbean Community (CARICOM) Summit,CARICOM-Cuba Summit (30th Anniversary of Diplomatic Relations),https://caricom.org/the-havana-declaration-on-the-thirtieth-anniversary-of-the-establishment-of-diplomatic-relations-between-member-states-of-the-caribbean-community-and-the-republic-of-cuba/,"El evento del 7-9 de diciembre de 2002 en La Habana no fue una 'Cumbre CARICOM' regular, sino la primera Cumbre CARICOM-Cuba, que conmemoró el 30º aniversario del establecimiento de relaciones diplomáticas entre Barbados, Guyana, Jamaica, Trinidad y Tobago y Cuba (Declaración de La Habana, adoptada el 8 de diciembre de 2002). Jagdeo asistió en su calidad de Presidente de Guyana y Chairman de CARICOM, según su discurso de respuesta a Fidel Castro en esa cumbre."
1442-GUY-BRB-36843,correccion,TripYear,2000,2002,"Search Query: ""Fifteenth Meeting of the Bureau"" CARICOM Bridgetown Barbados Musa Pierre Charles Jagdeo","Varios resultados de búsqueda describen la 'Fifteenth Meeting of the Bureau of the Conference of Heads of Government of CARICOM', celebrada un lunes 11 de noviembre en Bridgetown, Barbados, con Jagdeo como Chairman en ejercicio, Said Musa (Belice) como chairman inmediatamente saliente, y Pierre Charles (Dominica) como chairman entrante. Jagdeo únicamente ejerció la presidencia rotativa de CARICOM entre julio de 2002 y julio de 2003 (tras la 23ª Reunión en Georgetown), por lo que esta reunión del Bureau en Barbados corresponde a noviembre de 2002 y no a noviembre de 2000 como figura en el registro original. No fue posible confirmar con una fuente primaria de acceso abierto el día exacto (11 vs. 13 de noviembre), por lo que solo se corrige el año."
1442-GUY-CUB-37189,no_verificable,TripStartDate / TripEndDate,,,,"Se buscó confirmación independiente de una visita de Jagdeo a Cuba entre el 25 y el 28 de octubre de 2001 (Search Queries: 'Jagdeo Cuba visit October 2001 Castro Guyana'; 'Jagdeo Havana Cuba visit October 2001 health cooperation President Castro welcome'). El único artículo hallado sobre 'Castro recibió al presidente de Guyana' (Cubaencuentro) está fechado en 2006 y menciona el programa cubano-venezolano 'Operación Milagro' (iniciado en 2004), por lo que corresponde a una visita posterior y no a este viaje de octubre de 2001. No se encontró fuente de prensa independiente y de acceso abierto que confirme las fechas exactas de este viaje específico; el registro original se apoya únicamente en enlaces de pago (Lexis-Nexis / WNC Eastview)."
1442-GUY-JAM-36797,no_verificable,NameMultilatEvent,,,,"No se halló evidencia independiente de una 'CARICOM Summit' (reunión regular de Jefes de Gobierno) en Jamaica el 28-29 de septiembre de 2000. La reunión regular de 2000 fue la 21ª, celebrada en Canouan, San Vicente y las Granadinas, del 2 al 5 de julio de 2000 (ya registrada como TripID 1442-GUY-VCT-36709); la siguiente reunión regular fue en julio de 2001 en Nassau, Bahamas. Se encontró evidencia de conversaciones facilitadas por el Primer Ministro P.J. Patterson entre Guyana y Surinam por la disputa fronteriza hacia noviembre de 2000 (CBC News), pero no se pudo determinar si el viaje a Jamaica de finales de septiembre de 2000 corresponde a esas negociaciones bilaterales o a otro tipo de evento; tampoco se confirmó que se tratara formalmente de una 'Cumbre CARICOM'."
1442-GUY-HTI-37601,no_verificable,MetHostHoGS / AttendedMultilatEvent,,,,"Se confirmó que Haití formalizó su adhesión a CARICOM el 1 de julio de 2002, durante la 23ª Reunión de Jefes de Gobierno en Georgetown, Guyana, con el propio presidente Jean-Bertrand Aristide presente (fuente: caricom.org, comunicado de la 23ª Reunión). Sin embargo, no se halló una fuente independiente de acceso abierto que confirme el viaje de Jagdeo a Haití los días 11-12 de diciembre de 2002 mencionado en el registro original como una visita posterior de 'bienvenida' a Haití liderando una delegación de CARICOM, ni si en esa visita se reunió formalmente con algún jefe de Estado o de gobierno haitiano. El propio registro original ya señalaba 'Unclear if met with any HoGS'."
1442-GUY-RUS-37754,no_verificable,HostHOGSName / TripStartDate / TripEndDate,,,,No se encontró cobertura de prensa independiente y de acceso abierto que confirme la visita de Estado de Jagdeo a Rusia y su reunión con el presidente Vladimir Putin entre el 13 y el 17 de mayo de 2003 (Search Query: 'Jagdeo Putin Moscow visit May 2003 Guyana Russia state visit'). El registro original se apoya únicamente en enlaces de pago (Lexis-Nexis / WNC Eastview) no accesibles para esta verificación.
1442-GUY-GBR-37068,no_verificable,HostHOGSName / TripStartDate / TripEndDate,,,,No se encontró cobertura de prensa independiente y de acceso abierto que confirme el encuentro de Jagdeo con el primer ministro Tony Blair en Londres entre el 26 y el 29 de junio de 2001 (Search Query: 'Jagdeo Tony Blair London visit June 2001 Guyana United Kingdom'). El registro original se apoya únicamente en un enlace de pago (Lexis-Nexis).
1442-GUY-USA-37307,no_verificable,Notes / propósito del viaje,,,,"No se encontró fuente independiente sobre el propósito específico del viaje a Estados Unidos del 20-21 de febrero de 2002 (2 días, sin evento multilateral registrado, sin reuniones bilaterales listadas). El registro original tiene Confidence 5/5 pero se apoya en un único enlace de pago (Lexis-Nexis) que no fue posible consultar."
1442-GUY-USA-37679,no_verificable,Notes / propósito del viaje,,,,"No se encontró fuente independiente sobre el propósito específico del viaje a Estados Unidos del 27 de febrero al 4 de marzo de 2003 (6 días, sin evento multilateral registrado). Los enlaces de origen incluyen únicamente Lexis-Nexis y una licencia de imagen de Getty Images, sin artículo de prensa asociado accesible."
PELATAM-GUY-2,hallazgo_nuevo,,,Cuba,https://www.g77.org/summit/journal_04e.htm ; https://www.g77.org/summit/summit.htm ; https://www.twn.my/title/havana.htm,"El G-77 South Summit se realizó en La Habana, Cuba, del 10 al 14 de abril de 2000, con la participación de 42 jefes de Estado y de gobierno (segmento de Jefes de Estado y Gobierno: 12-14 de abril). El 'Journal No. 4' oficial del South Summit incluye a Guyana en la 'LIST OF SPEAKERS FOR THE GENERAL DEBATE OF HEADS OF STATE AND GOVERNMENTS' (no en la lista de Jefes de Delegación), lo que confirma que el propio Jefe de Estado (Jagdeo) asistió y habló en el segmento de más alto nivel. La ceremonia de bienvenida y una recepción oficial para los Jefes de Estado y Gobierno fueron presididas por Fidel Castro. La Declaración del South Summit fue adoptada al cierre (14 de abril). Este viaje no figura en el registro original de 27 viajes cargados; se trata de un viaje adicional a Cuba distinto de los dos ya registrados (octubre 2001 y diciembre 2002)."
1442-GUY-AUT-38848,correccion,NameMultilatEvent,European Council-Community of Latin American and Caribbean States (CELAC) Summit,European Union-Latin America and Caribbean (EU-LAC) Summit,https://eulacfoundation.org/en/iv-eu-lac-summit-vienna-declaration-vienna-12-may-2006,"CELAC (Community of Latin American and Caribbean States) was only founded in December 2011, so it could not have held a summit in Vienna in May 2006. The event that actually took place in Vienna on 12 May 2006, matching the trip dates (2006-05-11 to 2006-05-13), was the IV EU-LAC (European Union, Latin America and the Caribbean) Summit, which produced the Vienna Declaration. The field 'European Council-Community of Latin American and Caribbean States (CELAC) Summit' is anachronistic and should be corrected."
1442-GUY-USA-39250,correccion,NameMultilatEvent,Community of Latin American and Caribbean States (CELAC) Summit,Conference on the Caribbean: A 20/20 Vision,https://caricom.org/conference-on-the-caribbean-gets-under-way/ ; https://georgewbush-whitehouse.archives.gov/news/releases/2007/06/20070614-7.html,"CELAC did not exist until 2011, so 'Community of Latin American and Caribbean States (CELAC) Summit' cannot be correct for a June 2007 trip. Independent sources (CARICOM and the George W. Bush White House archive) confirm that CARICOM Heads of Government, including Jagdeo, met with President Bush in Washington DC on 20 June 2007 as part of the 'Conference on the Caribbean: A 20/20 Vision,' held at the U.S. Department of State 18-21 June 2007 — consistent with the trip's dates (2007-06-17 to 2007-06-23) and with MetHostHoGS='Yes'/HostHOGSName='President George W. Bush' already in the record."
1442-GUY-BRB-38694,correccion,NameMultilatEvent,Barbados-Cuba-Guyana-Saint Lucia Quadrilateral Meeting,Second CARICOM-Cuba Summit (Declaration of Bridgetown),https://caricom.org/declaration-of-bridgetown-issued-on-the-occasion-of-the-second-summit-of-heads-of-state-and-government-of-the-caribbean-community-caricom-and-the-republic-of-cuba-8-december-2005-bridgetown/,"CARICOM's official archive documents the 'Second Summit of Heads of State and Government of the Caribbean Community (CARICOM) and the Republic of Cuba,' held in Bridgetown, Barbados on 8 December 2005, which produced the Declaration of Bridgetown. This matches the trip's date and country. No independent source was found confirming a separate 'Barbados-Cuba-Guyana-Saint Lucia Quadrilateral Meeting' as the name of this event; it appears to be a mislabeling of the CARICOM-Cuba Summit."
1442-GUY-URY-38694,correccion,TripEndDate,2005-12-08,2005-12-09,"Getty Images photo caption: official portrait, Mercosur Summit, Montevideo, Uruguay, Friday, December 9, 2005 (leaders present include Jagdeo, Kirchner, Chavez, Morales)","The record shows TripStartDate and TripEndDate both as 2005-12-08 (a 1-day trip), but a documented, dated Getty Images official-portrait caption places Jagdeo at the Mercosur Summit in Montevideo on Friday, 9 December 2005 — the second day of the XXIX Mercosur Summit (8-9 December 2005). The end date should be extended to 2005-12-09."
1442-GUY-URY-38694,correccion,TripDuration,1,2,"Getty Images photo caption: official portrait, Mercosur Summit, Montevideo, Uruguay, Friday, December 9, 2005","Consequent to correcting TripEndDate to 2005-12-09, TripDuration should be 2 days (2005-12-08 to 2005-12-09), not 1."
1442-GUY-JAM-38048,correccion,NameMultilatEvent,Caribbean Community (CARICOM) Summit,CARICOM Emergency Session on Haiti,https://caricom.org/statement-issued-by-caricom-heads-of-government-at-the-conclusion-of-an-emergency-session-on-the-situation-in-haiti-2-3-march-2004-kingston-jamaica/,"CARICOM's own archive documents this specific meeting (2-3 March 2004, Kingston, Jamaica — exactly matching the trip's dates) as an 'Emergency Session on the Situation in Haiti,' convened in response to the ouster of President Aristide, not a regular CARICOM Summit. The generic label 'Caribbean Community (CARICOM) Summit' should be replaced with the precise, documented event name."
1442-GUY-PER-38328,correccion,NameMultilatEvent,South American States Summit,Third South American Summit (Cusco Declaration),https://en.wikipedia.org/wiki/Cusco_Declaration ; https://www.cvce.eu/en/obj/cusco_declaration_on_the_south_american_community_of_nations_cusco_8_december_2004-en-4a54e28f-18a1-4f82-bba7-bc5464f66698.html,"The 2004 South American Summit (the Third such summit, held in Cusco/Ayacucho, Peru, 7-9 December 2004 — matching the trip dates) produced the Cusco Declaration establishing the South American Community of Nations (precursor to UNASUR). Guyana's head of state is explicitly listed among the heads of state who personally attended (as opposed to countries that sent only foreign ministers). The generic label 'South American States Summit' should be replaced with the precise, historically significant event name, directly relevant to this project's stated interest in the creation of the Comunidad Sudamericana de Naciones."
1442-GUY-IND-37993,correccion,NameMultilatEvent,International Conference on Indian Diaspora,Pravasi Bharatiya Divas,https://www.pib.gov.in/PressReleaseIframePage.aspx?PRID=2091229,"India's Press Information Bureau confirms the 2nd Pravasi Bharatiya Divas (Overseas Indian Diaspora Day) was held in New Delhi 9-11 January 2004, with Bharrat Jagdeo, President of Guyana, as Chief Guest — matching the trip dates (2004-01-07 to 2004-01-12). 'International Conference on Indian Diaspora' is an imprecise paraphrase of this specific, named annual event."
1442-GUY-TTO-38245,no_verificable,NameMultilatEvent,,,,"Searched for a CARICOM Heads of Government meeting in Trinidad and Tobago on 15 September 2004 (e.g., in connection with Hurricane Ivan, which struck the region that month) but found no independent confirmation of a summit on that exact single day. The trip itself (Trinidad, 2004-09-15) is plausible given regional disaster-response diplomacy at the time, but the specific multilateral event name/date could not be corroborated beyond the file's own Lexis-Nexis citations. Search terms used: 'CARICOM special summit Trinidad September 15 2004 heads of government'; 'CARICOM Hurricane Ivan emergency meeting September 2004 Port of Spain Trinidad'; '""CARICOM"" heads of government meeting ""15 September 2004""'."
1442-GUY-BRB-39282,no_verificable,MetNonhostHOGS / NonhostHOGSNames,,,,"The file records a second, separate Barbados trip (2007-07-19, single day) distinct from the 28th CARICOM Heads of Government Meeting (1-4 July 2007, Needham's Point, Barbados, confirmed via CARICOM's official communique), with a claimed meeting with Canadian PM Stephen Harper attending a CARICOM Summit. Could not independently confirm a Harper-CARICOM meeting in Barbados specifically on 19 July 2007 (as opposed to the July 1-4 summit) via open web search. Search terms used: 'Harper CARICOM Barbados July 19 2007 summit leaders'. Given Harper's known Caribbean engagement in this period, the underlying trip may be real, but the exact date/event pairing could not be corroborated independently."
1442-GUY-GBR-39020,no_verificable,TripStartDate / TripEndDate,,,,"The record's own Notes field already states 'travel dates are estimated due to limited information' for this trip (Caribbean Economic Investment Conference, UK, 2006-10-30 to 2006-11-03). No independent source was found to confirm or refine these dates; carrying forward the original researchers' uncertainty flag rather than asserting a specific correction."
1442-GUY-BRA-39590,correccion,NameMultilatEvent,South American States Summit,Union of South American Nations (UNASUR) Constitutive Treaty Signing Summit,https://en.wikipedia.org/wiki/UNASUR_Constitutive_Treaty,"El viaje de Jagdeo a Brasil el 22-23 de mayo de 2008 coincide exactamente con la Cumbre Extraordinaria de Jefes de Estado en Brasilia (23 de mayo de 2008) donde se firmo el Tratado Constitutivo de UNASUR, firmado por los presidentes de Argentina, Bolivia, Brasil, Chile, Colombia, Ecuador, Guyana, Paraguay, Peru, Surinam, Uruguay y Venezuela. La etiqueta generica 'South American States Summit' debe precisarse como la cumbre fundacional de UNASUR."
1442-GUY-BRA-40294,correccion,NameMultilatEvent,Caribbean Community (CARICOM) Summit,First Brazil-CARICOM Summit,https://caricom.org/brasilia-declaration-issued-by-the-first-caricom-brazil-summit-26-april-2010-brasilia-brazil/,"No existe registro de una Cumbre de CARICOM celebrada en Brasil. Los jefes de Estado y de Gobierno de Brasil y de CARICOM se reunieron en Brasilia el 26 de abril de 2010 (fecha identica a la del registro) para la 'Primera Cumbre Brasil-CARICOM', organizada por el presidente Luiz Inacio Lula da Silva, que concluyo con la firma de la 'Declaracion de Brasilia'. El campo NameMultilatEvent 'Caribbean Community (CARICOM) Summit' es incorrecto; corresponde a esta cumbre bilateral-regional Brasil-CARICOM."
1442-GUY-COG-40692,correccion,NameMultilatEvent,Summit on Tropical Forest Ecosystems ,Summit of the Three Tropical Forest Basins (Amazon-Congo-Borneo/Mekong),https://www.downtoearth.org.in/forests/brazzaville-summit-of-the-three-basins-needs-to-find-ways-to-protect-world-s-tropical-forests-92472,"La primera Cumbre de las Tres Cuencas Forestales Tropicales (Amazonia, Congo y Borneo-Mekong) se celebro en Brazzaville, Republica del Congo, del 29 de mayo al 1 de junio de 2011, por iniciativa del presidente congoles, reuniendo a 35 naciones. El nombre registrado 'Summit on Tropical Forest Ecosystems' no corresponde al nombre oficial del evento; se corrige a la denominacion oficial. Las fechas del viaje (29 mayo-4 junio) son compatibles, incluyendo dias adicionales de agenda bilateral tras la cumbre."
