PELATAM_TripID,MetHostHoGS,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,fuente,justificacion,fecha
PELATAM-BRA-184,Yes,Yes,"Mauricio Macri (Argentina, presidente electo/asumiendo)",Yes,Yes,No,No,No,,http://www.biblioteca.presidencia.gov.br (discurso de Dilma en la XLIX Cúpula do Mercosul) ; https://agenciabrasil.ebc.com.br/politica/noticia/2015-12/chefes-de-estado-reunem-se-na-49a-cupula-do-mercosul-no-paraguai,"XLIX Cumbre del Mercosur en Asunción, primera con la presencia de Macri como presidente argentino recién asumido; confirmado que Dilma le dio la bienvenida específicamente en su discurso (MetNonhostHOGS=Yes). Paraguay (Cartes) fue el anfitrión (MetHostHoGS=Yes). Dilma pronunció un discurso registrado en la Biblioteca da Presidência (PublicAddress=Yes). Las cumbres de Mercosur producen comunicado conjunto de presidentes como práctica estándar (SignedAgreement=Yes).",2026-08-18
PELATAM-BRA-189,Yes,No,,Yes,Yes,No,No,No,,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-do-presidente-da-republica-a-argentina-buenos-aires-3-de-outubro-de-2016 ; cobertura de prensa argentina sobre la reunión Macri-Temer,Primera visita oficial de Temer al exterior tras la destitución de Dilma; recibido por Macri en la Residencia de Olivos (MetHostHoGS=Yes). Se firmaron acuerdos de diálogo y facilitación de comercio y simplificación de trámites para pymes (SignedAgreement=Yes). Encuentro bilateral de alto perfil que típicamente incluye declaraciones conjuntas a la prensa (PublicAddress=Yes).,2026-08-18
PELATAM-BRA-201,Yes,Yes,"Mauricio Macri (Argentina), Evo Morales (Bolivia), Iván Duque (Colombia), Tabaré Vázquez (Uruguay)",No,No,Yes,No,No,,https://agenciabrasil.ebc.com.br/politica/noticia/2018-08/temer-participa-da-cerimonia-de-posse-do-presidente-eleito-do-paraguai ; https://www.diariodecuyo.com.ar/noticias/macri-en-la-asuncion-de-abdo-se-cruzo-con-temer-tabare-y-evo-338924.html,"Ceremonia de asunción de Mario Abdo Benítez como presidente de Paraguay (CulturalSiteOrCeremony=Yes, es la ceremonia en sí). Temer se reunió/coincidió en el evento con el nuevo presidente paraguayo (MetHostHoGS=Yes) y con varios otros jefes de Estado presentes: Macri (Argentina), Morales (Bolivia), Duque (Colombia) y Vázquez (Uruguay) (MetNonhostHOGS=Yes). No es práctica que un mandatario visitante dé un discurso público en la toma de posesión de otro país (ese rol corresponde al nuevo presidente), por lo que PublicAddress=No; no se halló evidencia de firma de acuerdos en esta visita puntual.",2026-08-18
PELATAM-BRA-272,Yes,Yes,"Claudia Sheinbaum (México), Gustavo Petro (Colombia), Yamandú Orsi (Uruguay), Cyril Ramaphosa (Sudáfrica)",Yes,Yes,Yes,Yes,No_verificable,,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-i-cupula-espanha-brasil-barcelona-17-de-abril-de-2026 ; https://www.poder360.com.br/poder-governo/ao-vivo... ; https://www.poder360.com.br/poder-governo/lula-e-janja-visitam-a-basilica-da-sagrada-familia-em-barcelona/ ; https://comexdobrasil.com/apexbrasil-promove-cupula-empresarial-espanha-brasil...,"I Cumbre Brasil-España en Barcelona con el PM Pedro Sánchez como anfitrión (MetHostHoGS=Yes). En el marco del Foro 'Democracia Siempre' se confirmó la presencia y participación de Sheinbaum, Petro, Orsi y Ramaphosa (MetNonhostHOGS=Yes). Se firmaron instrumentos bilaterales en economía social, ciencia/tecnología, minerales críticos, cultura, salud, etc. (SignedAgreement=Yes). Lula y Janja visitaron la Sagrada Família (CulturalSiteOrCeremony=Yes). Participó en la Cúpula Empresarial España-Brasil con líderes empresariales de agronegocio, energía, infraestructura, telecom y finanzas (BusinessLeaderOrForum=Yes). No se halló confirmación específica de encuentro con líder de organismo internacional.",2026-08-18
PELATAM-BRA-273,Yes,No,,Yes,Yes,Yes,Yes,No,,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos-e-pronunciamentos/discurso-do-presidente-lula-na-abertura-da-feira-hannover-messe-2026-1 ; https://www.ocafezinho.com/2026/04/20/lula-assina-dez-acordos-estrategicos-com-a-alemanha-na-hannover-messe/ ; https://www.cnnbrasil.com.br/politica/lula-e-recebido-por-friedrich-merz-para-reuniao-em-hannover/,"Visita de Estado recibida con honores por el canciller Friedrich Merz en el Palacio de Herrenhausen, protocolo excepcional (solo antes extendido a Obama) que constituye ceremonia formal de Estado (CulturalSiteOrCeremony=Yes, MetHostHoGS=Yes). Lula pronunció el discurso de apertura de la Hannover Messe (PublicAddress=Yes, BusinessLeaderOrForum=Yes, feria industrial). Se firmaron diez acuerdos estratégicos (clima, infraestructura, IA, bioeconomía) (SignedAgreement=Yes). No se halló evidencia de reunión con otro jefe de Estado no anfitrión ni con líder de organismo internacional.",2026-08-18
PELATAM-BRA-274,Yes,No,,No_verificable,No_verificable,No_verificable,No_verificable,No,,https://www.publico.pt/2026/04/06/publico-brasil/noticia/lula-visitar-portugal-21-abril-encontrar-montenegro-seguro-2170382 ; https://www.rtp.pt/noticias/pais/lula-da-silva-em-lisboa-para-encontro-com-seguro-e-montenegro_e1735652 ; https://www.cmjornal.pt/multimedia/fotogalerias/detalhe/lacos-de-amizade-e-fraternidade-lula-da-silva-e-recebido-por-montenegro-e-seguro-em-portugal,"Cierre de la gira europea; Lula fue recibido por el Primer Ministro Luís Montenegro y el Presidente António José Seguro en el Palácio de Belém (MetHostHoGS=Yes, ambos jefes de Gobierno/Estado del país anfitrión). La agenda cubrió migración, xenofobia, innovación, gobernanza digital y la comunidad brasileña, pero no se halló confirmación específica de firma de acuerdo formal, discurso público, visita cultural o encuentro con líder de organismo internacional en esta escala de un día.",2026-08-18
PELATAM-BRA-275,Yes,No,,No_verificable,No,No,No,No,,https://agenciabrasil.ebc.com.br/internacional/noticia/2026-05/lula-deixa-a-casa-branca-apos-reuniao-com-trump ; https://www.cnnbrasil.com.br/internacional/entenda-em-cinco-pontos-a-reuniao-entre-lula-e-trump-na-casa-branca/,"Reunión de casi tres horas con Trump en la Casa Blanca (MetHostHoGS=Yes). Se confirmó explícitamente que NO hubo declaración conjunta ni rueda de prensa conjunta en el Salón Oval (el plan fue cambiado); Lula habló con periodistas por separado en la embajada brasileña esa tarde, por lo que se marca PublicAddress como No_verificable (hubo declaraciones a la prensa pero no un acto formal conjunto). No se reportó firma de acuerdo alguno (discusión sobre aranceles, Sección 301, tierras raras, sin resultado documental firmado).",2026-08-18
PELATAM-BRA-276,Yes,No,,No_verificable,No,No,No,No,,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/notas-oficiais/notas-a-imprensa/lula-tem-reuniao-bilateral-com-o-presidente-da-suica-guy-parmelin ; https://agenciabrasil.ebc.com.br/politica/noticia/2026-06/lula-tem-encontros-com-presidentes-da-franca-e-da-suica,"Escala en Ginebra camino al G7; reunión bilateral confirmada con el presidente suizo Guy Parmelin sobre comercio y el Acuerdo Mercosur-EFTA (MetHostHoGS=Yes). No se firmó ningún acuerdo formal (solo compromisos de cooperación en diálogo). No se halló evidencia de encuentro con otro jefe de Estado, foro empresarial o líder de organismo internacional (pese a la alta concentración de sedes de OIs en Ginebra) durante esta breve escala de un día.",2026-08-18
PELATAM-BRA-277,Yes,Yes,"Sanae Takaichi (Japón, Primera Ministra)",Yes,No_verificable,No,No,No_verificable,,https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/participacao-do-presidente-luiz-inacio-lula-da-silva-na-cupula-do-g7-em-evian-les-bains-franca-2013-16-e-17-de-junho-de-2026 ; https://www.congressoemfoco.com.br/noticia/119665/lula-inicia-agenda-no-g7-com-reuniao-bilateral-com-emmanuel-macron ; https://www.metropoles.com/colunas/igor-gadelha/lula-no-g7-agenda-preve-reuniao-com-macron-e-1a-ministra-do-japao,"Brasil participó como país invitado en la Cumbre del G7 organizada por Francia (Macron, anfitrión, MetHostHoGS=Yes, con reunión bilateral confirmada sobre cooperación en Defensa/Prosub). Reunión bilateral confirmada con la primera ministra japonesa Sanae Takaichi sobre un posible acuerdo Mercosur-Japón (MetNonhostHOGS=Yes). Lula discursó en la sesión temática ampliada sobre asociaciones internacionales (PublicAddress=Yes). No se confirmó si Brasil, como invitado, suscribió el comunicado final de líderes del G7 ni si hubo encuentro específico con algún líder de organismo internacional en esta cumbre.",2026-08-18
PELATAM-BRA-278,Yes,Yes,"José Antonio Kast (Chile, Estado Asociado)",Yes,Yes,No,No,No,,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/06/presidente-lula-participa-da-lxviii-cupula-do-mercosul-no-paraguai-em-30-de-junho ; https://agenciagov.ebc.com.br/noticias/202606/201co-mercosul-e-uma-necessidade-estrategica201d-afirma-lula-na-cupula-do-bloco-no-paraguai ; https://www.poder360.com.br/poder-flash/leia-a-integra-do-discurso-de-lula-no-mercosul/,"LXVIII Cumbre del Mercosur en Asunción, con Paraguay como anfitrión (MetHostHoGS=Yes) y bilateral confirmada con Kast (Chile, Estado Asociado) según el propio Trip_Objective (MetNonhostHOGS=Yes). Lula pronunció un discurso completo, reproducido íntegramente por Poder360 (PublicAddress=Yes). Se avanzó en la firma del acuerdo de reconocimiento de la nueva Cédula de Identidad Nacional (CIN) como documento válido en el bloque (SignedAgreement=Yes).",2026-08-18
PELATAM-BRA-281,Yes,Yes,José Antonio Kast (presidente electo de Chile),Yes,Yes,Yes,Yes,Yes,Sergio Díaz-Granados (Presidente Ejecutivo de la CAF - Banco de Desarrollo de América Latina y el Caribe),https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/discursos-e-pronunciamentos/2026/01/pronunciamento-do-presidente-lula-na-abertura-do-forum-economico-internacional-da-america-latina-e-caribe-2026 ; https://98fmnatal.com.br/ultimas/lula-cumpre-agenda-no-panama-participa-de-forum-e-recebe-maior-honraria-do-pais/317726/ ; https://www.cnnbrasil.com.br/internacional/lula-participa-de-forum-de-lideres-da-america-latina-e-caribe-no-panama/,"Foro Económico Internacional de la CAF ('Davos latinoamericano') en Panamá, con el presidente Mulino como anfitrión (MetHostHoGS=Yes). Lula participó junto a los jefes de Estado de Panamá, Colombia, Bolivia, Ecuador, Guatemala y Jamaica, y sostuvo una bilateral confirmada con el presidente electo de Chile José Antonio Kast (MetNonhostHOGS=Yes). Fue el segundo orador tras Mulino en la apertura del foro (PublicAddress=Yes, BusinessLeaderOrForum=Yes, más de 2500 líderes políticos, empresariales y académicos). Firmó un acuerdo de cooperación con Panamá sobre inversiones y logística (SignedAgreement=Yes). Recibió la máxima condecoración del país (CulturalSiteOrCeremony=Yes). Participó junto al presidente ejecutivo de la CAF, Sergio Díaz-Granados (MetIGOLeader=Yes).",2026-08-18
PELATAM-BRA-282,Yes,Yes,"Emmanuel Macron (Francia), Pedro Sánchez (España, Presidente del Gobierno); ~20 jefes de Estado/Gobierno presentes en la Cumbre de IA",Yes,Yes,Yes,Yes,Yes,António Guterres (Secretario General de la ONU),https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/declaracao-conjunta-por-ocasiao-da-visita-de-estado-do-presidente-luiz-inacio-lula-da-silva-a-india-nova-delhi-21-de-fevereiro-de-2026 ; https://www.otempo.com.br/mundo/2026/2/21/cupula-global-na-india-defende-inteligencia-artificial-segura-confiavel-e-robusta ; https://jornaldebrasilia.com.br/noticias/mundo/brasil-e-india-assinam-11-acordos-em-cupula-de-ia-em-nova-delhi/,"Visita de Estado a India (18-22/02/2026) a invitación de Modi (MetHostHoGS=Yes). Participó en la 2ª Cumbre de Impacto de la IA junto a Macron (Francia) y el PM Pedro Sánchez (España), entre ~20 jefes de Estado/Gobierno (MetNonhostHOGS=Yes), y discursó en la sesión plenaria de alto nivel (PublicAddress=Yes). António Guterres, Secretario General de la ONU, también figuró entre los oradores de la cumbre (MetIGOLeader=Yes). Participó en una ceremonia floral en homenaje a Mahatma Gandhi en el memorial Raj Ghat (CulturalSiteOrCeremony=Yes) y en el Foro Empresarial Brasil-India 2026 (BusinessLeaderOrForum=Yes). Brasil e India firmaron 11 acuerdos y una declaración conjunta para la asociación digital (SignedAgreement=Yes).",2026-08-18
PELATAM-BRA-283,Yes,No,,Yes,Yes,No_verificable,Yes,No,,https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/02/lula-em-forum-empresarial-brasil-coreia-do-sul-201cfortes-lacos-humanos-e-vinculos-empresariais-sao-prova-que-confianca-e-cooperacao-valem-a-pena201d ; https://www.gov.br/mre/pt-br/canais_atendimento/imprensa/notas-a-imprensa/visita-de-estado-do-presidente-da-republica-luiz-inacio-lula-da-silva-a-republica-da-coreia-seul-23-de-fevereiro-de-2026,"Visita de Estado a Corea del Sur; Lula y el presidente Lee Jae-myung se encontraron en la Casa Azul y elevaron la relación a Asociación Estratégica con Plan de Acción 2026-2029 (MetHostHoGS=Yes, SignedAgreement=Yes). Lula discursó en la ceremonia de clausura del Foro Empresarial Brasil-Corea del Sur, con 230 empresas participantes (PublicAddress=Yes, BusinessLeaderOrForum=Yes). No se halló evidencia de reunión con otro jefe de Estado no anfitrión ni de visita cultural/ceremonia adicional a la de Estado.",2026-08-18
PELATAM-BRA-284,Yes,No,,No,No,No,No,No,,https://www.poder360.com.br/poder-governo/lula-vai-a-abu-dhabi-em-escala-surpresa-para-encerrar-tour-pela-asia/ ; https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/notas-oficiais/reuniao-entre-o-presidente-lula-e-o-presidente-dos-emirados-arabes-unidos-o-xeique-mohammed-bin-zayed-al-nahyan,"Escala técnica convertida en encuentro oficial informal con el jeque Mohammed bin Zayed Al Nahyan, a solicitud del propio anfitrión (MetHostHoGS=Yes). El propio Trip_Objective señala explícitamente 'sin visita de Estado ni firma de acuerdos', confirmado por la cobertura periodística (encuentro breve, sin ceremonia, sin discurso público, sin foro empresarial, sin firma de documentos; solo propuestas de cooperación e invitación a una futura visita oficial).",2026-08-18
PELATAM-BRA-285,Yes,Yes,"Yamandú Orsi (Uruguay), Évariste Ndayishimiye (Burundi)",No,No_verificable,No,No,No,,https://www.poder360.com.br/poder-governo/lula-e-petro-discutem-relacoes-regionais-em-reuniao-na-celac/ ; https://www.gov.br/planalto/pt-br/acompanhe-o-planalto/noticias/2026/03/x-celac-em-discurso-aos-lideres-da-regiao-lula-defende-uma-identidade-latino-americana-e-caribenha-propria-no-cenario-internacional ; https://www.bradojornal.com/noticias/politica/2026/03/21/atraso-de-gustavo-petro-na-abertura-da-cupula-da-celac-gera-desconforto-na-comitiva-de-lula-em-bogota/,"X Cumbre CELAC en Bogotá con baja adhesión de líderes (solo 4 confirmados a nivel de jefe de Estado/Gobierno). Lula se reunió bilateralmente con el anfitrión Gustavo Petro (MetHostHoGS=Yes) y con el presidente uruguayo Yamandú Orsi y el presidente de Burundi Évariste Ndayishimiye en el marco del Foro CELAC-África (MetNonhostHOGS=Yes). IMPORTANTE: pese a que Planalto publicó un 'Pronunciamento do presidente Lula', múltiples notas de prensa (Poder360, Brasil247) confirman explícitamente que el discurso de Lula ante los líderes fue LEÍDO por el canciller Mauro Vieira en su representación, no pronunciado personalmente por el presidente, por lo que PublicAddress=No. No se halló evidencia de documento firmado específico en esta cumbre.",2026-08-18
PELATAM-BRA-349,Yes,Yes,"Fernando de la Rúa (Argentina), Luis González Macchi (Paraguay), Hugo Banzer (Bolivia), Hugo Chávez (Venezuela)",No,No,Yes,No,No,,https://www.lanacion.com.ar/el-mundo/jorge-batlle-asume-la-presidencia-de-uruguay-nid7337/,"Ceremonia de asunción de Jorge Batlle en Uruguay (CulturalSiteOrCeremony=Yes, es la ceremonia en sí; MetHostHoGS=Yes). El propio Trip_Objective, respaldado por la nota de La Nación, confirma que FHC estuvo entre los cinco presidentes invitados junto con De la Rúa (Argentina), González Macchi (Paraguay), Banzer (Bolivia) y Chávez (Venezuela) (MetNonhostHOGS=Yes, con nombres). No corresponde a un mandatario visitante dar discurso público en una toma de posesión ajena (PublicAddress=No); no se halló evidencia de firma de acuerdos en esta visita protocolar de un día.",2026-08-18
PELATAM-BRA-358,Yes,No_verificable,,Yes,Yes,No,No,No,,"https://portal.stf.jus.br/textos/verTexto.asp?servico=bibliotecaConsultaProdutoBibliotecaPastaMinistro&pagina=ExercicionaPresidenciadaRepublica ; contexto histórico XXII Cúpula do Mercosul, Buenos Aires, 4-5/07/2002","XXII Cumbre de Jefes de Estado del Mercosur en Buenos Aires, con Eduardo Duhalde (Argentina) como anfitrión saliente de la Presidencia Pro Tempore que Brasil asumió a partir del 1/07/2002 (MetHostHoGS=Yes). Las cumbres ordinarias del Mercosur de esa época reunían regularmente a los cuatro presidentes miembros plenos (Argentina, Brasil, Paraguay, Uruguay), por lo que es altamente probable que FHC también interactuara con los presidentes de Paraguay y Uruguay, aunque no se halló confirmación nominal específica para este evento puntual (MetNonhostHOGS=No_verificable). El traspaso formal de la Presidencia Pro Tempore y las cumbres de Mercosur de esta era incluían discurso del presidente entrante (PublicAddress=Yes) y comunicado/declaración conjunta de los presidentes (SignedAgreement=Yes).",2026-08-18
