PELATAM_TripID,MetHostHoGS,MetNonhostHOGS,NonhostHOGSNames,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeaderName,fuente,justificacion,fecha
PELATAM-ARG-325,Yes,No_verificable,,No,No,Yes,No,No_verificable,,https://www.infobae.com/politica/2017/05/24/mauricio-macri-sufrio-una-leve-descompensacion-en-ecuador/ ; https://www.cronista.com/economiapolitica/Macri-sufrio-una-descompensacion-durante-su-visita-a-Ecuador-20170524-0101.html ; https://www.nodal.am/2017/05/ecuador-diez-presidentes-asistiran-la-asuncion-lenin-moreno-este-miercoles/,"Macri asistio a la ceremonia de asuncion de Lenin Moreno (Quito, 24-may-2017) -> MetHostHoGS=Yes, CulturalSiteOrCeremony=Yes (la propia asuncion). Durante el acto sufrio una descompensacion leve por la altura, tras lo cual se suspendieron todas sus actividades posteriores, incluida la reunion informal de UNASUR donde hubiera coincidido con otros ~10 presidentes confirmados (Bachelet, Morales, entre otros) -> por la cancelacion de esa instancia, no hay evidencia confirmada de encuentro efectivo con otros jefes de Estado mas alla de la ceremonia compartida, por lo que MetNonhostHOGS queda No_verificable. No dio discurso publico (no corresponde en una asuncion ajena) ni firmo acuerdos.",2026-08-18
PELATAM-ARG-337,Yes,Yes,"Michel Temer (Brasil), Tabaré Vázquez (Uruguay), Iván Duque (Colombia), Evo Morales (Bolivia), Jimmy Morales (Guatemala), Tsai Ing-wen (Taiwán) -- 7 presidentes presentes en la ceremonia",No,Yes,Yes,No,No_verificable,,https://es.mercopress.com/2018/08/13/siete-presidentes-a-la-asuncion-de-mario-abdo-benitez-en-paraguay ; https://www.tiempoar.com.ar/ta_article/macri-viajo-a-paraguay-almorzo-con-el-ex-presidente-cartes-y-se-reunio-con-el-actual-mario-abdo/,"Macri asistio a la asuncion de Mario Abdo Benitez (15-ago-2018) y ademas mantuvo una reunion bilateral propia con el nuevo presidente paraguayo, con resultados concretos (entendimiento contra el narcotrafico y nuevo procedimiento de esclusa prioritaria en Yacyreta) -> MetHostHoGS=Yes, SignedAgreement=Yes. Siete presidentes de la region asistieron a la ceremonia -> MetNonhostHOGS=Yes (co-presencia en el evento, sin evidencia de bilaterales individuales confirmados). CulturalSiteOrCeremony=Yes (la propia ceremonia de asuncion).",2026-08-18
PELATAM-ARG-339,Yes,Yes,"Michel Temer (Brasil), Mario Abdo Benítez (Paraguay), Evo Morales (Bolivia, asociado)",Yes,Yes,Yes,No,No_verificable,,https://grupolaprovincia.com/contenido/517536/macri-recibe-de-tabare-vazquez-la-presidencia-pro-tempore-del-mercosur ; https://mercociudades.org/cumbre-de-mercosur-cierra-con-acuerdos-y-compromisos-en-cooperacion-educacion-y-seguridad-en-zonas-fronterizas/,"53a Cumbre del Mercosur, Montevideo 18-dic-2018: Macri recibio la presidencia pro tempore de manos de Tabare Vazquez (anfitrion) en una ceremonia formal de traspaso -> MetHostHoGS=Yes, CulturalSiteOrCeremony=Yes. Presentes tambien Temer (Brasil), Abdo Benitez (Paraguay) y Morales (Bolivia, asociado) -> MetNonhostHOGS=Yes. Macri realizo declaraciones publicas sobre Venezuela al asumir la presidencia -> PublicAddress=Yes. La cumbre cerro con acuerdos/compromisos en cooperacion, educacion y seguridad fronteriza, ademas del Comunicado Conjunto de los Presidentes -> SignedAgreement=Yes.",2026-08-18
PELATAM-ARG-393,Yes,Yes,"Entre los 17 jefes de Estado/Gobierno presentes: Gustavo Petro (Colombia), Luis Lacalle Pou (Uruguay), Gabriel Boric (Chile), Luis Arce (Bolivia), Mario Abdo Benítez (Paraguay), Guillermo Lasso (Ecuador), Xiomara Castro (Honduras), Rey Felipe VI (España), entre otros",No,No,Yes,No,No_verificable,,https://www.infobae.com/politica/2023/01/01/alberto-fernandez-viaja-a-la-asuncion-de-lula-en-brasil-en-busca-de-respaldo-para-su-candidatura-a-la-reeleccion/ ; https://www.lanacion.com.ar/el-mundo/asumio-lula-da-silva-los-lideres-presentes-en-la-ceremonia-y-una-gran-ausencia-en-brasil-nid01012023/,"Alberto Fernandez asistio a la asuncion del tercer mandato de Lula (1-ene-2023) y mantuvo una bilateral en el Palacio Itamaraty el mismo dia -> MetHostHoGS=Yes, CulturalSiteOrCeremony=Yes. La ceremonia reunio a 17 jefes de Estado/Gobierno (incluido el Rey Felipe VI) en la 'Sala Blanca' del Senado antes del acto -> MetNonhostHOGS=Yes. No se firmo un acuerdo bilateral formal ese dia (el 'acuerdo estrategico' Argentina-Brasil se planificaba para la visita de Lula a Buenos Aires el 23-ene-2023, evento posterior no incluido en este viaje) -> SignedAgreement=No. No dio discurso publico (no corresponde en una asuncion ajena).",2026-08-18
PELATAM-ARG-413,No,Yes,"Nayib Bukele (El Salvador, presidente en funciones, presente en el mismo evento)",Yes,No,No,No,No,,https://www.batimes.com.ar/news/argentina/milei-meets-with-trump-at-cpac-adapts-his-slogan-for-argentina.phtml ; https://www.lamarea.com/2024/02/22/el-trumpismo-reune-a-abascal-milei-y-bukele-en-su-cumbre-anual/,"Milei dio un discurso de una hora en la CPAC y se encontro/saludo con Donald Trump, pero en feb-2024 Trump era un candidato/expresidente, NO jefe de Estado/Gobierno en funciones, por lo que ese encuentro no cuenta para MetHostHoGS ni MetNonhostHOGS. No hay evidencia de reunion con el presidente Biden (anfitrion real de EEUU) -> MetHostHoGS=No. Nayib Bukele, presidente en funciones de El Salvador, tambien fue cabeza de cartel del mismo evento ('el trumpismo reune a Abascal, Milei y Bukele') -> MetNonhostHOGS=Yes (co-presencia como oradores centrales del mismo evento). Sin evidencia de foro empresarial, acuerdo firmado, ceremonia o lider de OI.",2026-08-18
PELATAM-ARG-454,Yes,Yes,Yamandú Orsi (Uruguay); Lula da Silva (Brasil) NO asistió,Yes,No,Yes,No_verificable,Yes,"Ursula von der Leyen (Presidenta de la Comisión Europea), Antonio Costa (Presidente del Consejo Europeo)",https://www.infobae.com/politica/2026/01/17/el-mercosur-y-la-ue-sellaran-hoy-un-historico-acuerdo-el-impacto-la-agenda-de-milei-y-el-faltazo-de-lula/ ; https://www.casarosada.gob.ar/informacion/discursos/51152-discurso-del-presidente-javier-milei-durante-la-ceremonia-de-firma-del-acuerdo-entre-el-mercosur-y-la-union-europea,"Milei viajo a Asuncion (anfitrion Santiago Peña) para la ceremonia de firma del acuerdo Mercosur-UE, 17/18-ene-2026 -> MetHostHoGS=Yes, CulturalSiteOrCeremony=Yes (ceremonia formal de firma). Asistio tambien Yamandu Orsi (Uruguay); Lula no confirmo/no asistio -> MetNonhostHOGS=Yes. Von der Leyen (Comision Europea) y Costa (Consejo Europeo) confirmaron presencia -> MetIGOLeader=Yes. Milei dio un discurso en la ceremonia (fuente Casa Rosada) -> PublicAddress=Yes. Sin embargo, el acuerdo fue firmado tecnicamente por los cancilleres de los paises del Mercosur (no por los presidentes), y Milei participo como 'testigo de honor' segun el propio Trip_Objective -> SignedAgreement=No (no firmo personalmente el documento).",2026-08-18
PELATAM-ARG-455,Yes,No_verificable,,Yes,No,Yes,Yes,No_verificable,,https://www.diariodecuyo.com.ar/argentina/milei-desembarco-en-davos-y-expone-su-modelo-economico-ante-el-poder-global-1822445.html ; https://www.weforum.org/stories/2026/01/davos-2026-special-address-by-javier-milei-president-of-argentina/,"Milei dio un 'saludo oficial' al presidente de la Confederacion Suiza, Guy Parmelin (anfitrion) -> MetHostHoGS=Yes. Tuvo reuniones bilaterales a puertas cerradas con directores ejecutivos de grandes empresas socias del Foro antes de su discurso -> BusinessLeaderOrForum=Yes. Discurso confirmado en el gran Hall de Conferencias, inmediatamente despues de Trump -> PublicAddress=Yes. Se menciona que estuvo presente en una 'ceremonia de firma del Consejo de Paz' en el marco de Davos -> CulturalSiteOrCeremony=Yes. Trump tambien discurseo en Davos justo antes que Milei, pero no se confirmo un encuentro bilateral especifico entre ambos en este tramo (se dio en el viaje de feb-2026, ver PELATAM-ARG-456) -> MetNonhostHOGS=No_verificable. No se hallo evidencia de reunion con lider de un organismo internacional especifico en Davos.",2026-08-18
PELATAM-ARG-456,Yes,Yes,"Viktor Orbán (Hungría); Argentina, El Salvador y Paraguay son los unicos paises latinoamericanos en la Junta de la Paz, lo que sugiere tambien coincidencia con Nayib Bukele (El Salvador) y Santiago Peña (Paraguay)",Yes,No_verificable,No_verificable,No,No,,https://www.infobae.com/politica/2026/02/19/durante-la-primera-sesion-de-la-junta-de-paz-javier-milei-ofrecio-los-cascos-blancos-para-la-reconstruccion-de-gaza/ ; https://www.emol.com/noticias/Internacional/2026/02/19/1192036/donald-trump-milei-junta-paz.html,"Milei participo invitado por Trump (anfitrion) en la primera sesion formal de la Junta/Consejo de la Paz en Washington, con interaccion y elogios publicos de Trump -> MetHostHoGS=Yes. Se registro tambien interaccion con Viktor Orban ('la cancion del argentino con Orban') -> MetNonhostHOGS=Yes. Milei afirmo publicamente el compromiso argentino y ofrecio los Cascos Blancos durante la sesion -> PublicAddress=Yes. No se hallo evidencia especifica de un documento firmado por Milei en esta sesion puntual (mas alla del compromiso verbal) ni de una ceremonia formal diferenciada, por lo que esos dos campos quedan como No_verificable.",2026-08-18
PELATAM-ARG-457,Yes,Yes,"Presidentes de Bolivia, Chile, Costa Rica, República Dominicana, Ecuador, El Salvador, Honduras, Panamá, Paraguay y Trinidad y Tobago (participantes de la Cumbre Escudo de las Américas en Doral)",Yes,No_verificable,Yes,Yes,No,,https://www.infobae.com/politica/2026/03/06/milei-inicia-una-nueva-gira-internacional-cumbre-y-almuerzo-con-trump-inauguracion-del-argentina-week-y-visita-a-chile/ ; https://www.lanacion.com.ar/politica/tras-la-cumbre-regional-con-trump-en-miami-milei-llego-a-nueva-york-y-se-enfoca-en-la-argentina-week-nid07032026/,"Milei participo de la Cumbre Escudo de las Americas en Doral (Miami) con almuerzo de trabajo con Trump (anfitrion) -> MetHostHoGS=Yes. Participaron tambien los presidentes de Bolivia, Chile, Costa Rica, Rep. Dominicana, Ecuador, El Salvador, Honduras, Panama, Paraguay y Trinidad y Tobago -> MetNonhostHOGS=Yes. En Nueva York inauguro formalmente la Argentina Week con un discurso, tras reunirse con el CEO de JPMorgan Jamie Dimon (evento organizado con JPMorgan y Bank of America) -> PublicAddress=Yes, BusinessLeaderOrForum=Yes. Visito la tumba del Rebe de Lubavitch en Nueva York -> CulturalSiteOrCeremony=Yes (sitio de significancia religiosa/cultural). No se hallo evidencia clara de un acuerdo firmado por Milei durante este tramo especifico.",2026-08-18
PELATAM-ARG-458,Yes,Yes,"Rey Felipe VI (España), Rodrigo Chaves (Costa Rica), Daniel Noboa (Ecuador), Santiago Peña (Paraguay), Luis Abinader (República Dominicana), Yamandú Orsi (Uruguay)",No,No,Yes,No,No,,https://www.t13.cl/noticia/politica/se-suspende-reunion-bilateral-entre-kast-milei-por-temas-agenda-11-3-2026 ; https://cnnespanol.cnn.com/2026/03/11/latinoamerica/kast-asume-presidencia-chile-jefes-estado-lideres-maria-corina-machado-orix,"La reunion bilateral formal Kast-Milei prevista en Cerro Castillo se suspendio por 'temas de agenda', pero Milei igual saludo personalmente a Kast y su esposa al llegar a la ceremonia de cambio de mando en el Congreso de Valparaiso -> MetHostHoGS=Yes (encuentro breve, no bilateral formal). A la ceremonia asistieron el Rey Felipe VI y los presidentes de Costa Rica, Ecuador, Paraguay, Rep. Dominicana y Uruguay, entre otros -> MetNonhostHOGS=Yes. CulturalSiteOrCeremony=Yes (la propia ceremonia de asuncion). No hubo discurso de Milei ni firma de acuerdos (bilateral cancelada).",2026-08-18
PELATAM-ARG-459,No,No,,Yes,No,Yes,Yes,No,,https://www.infobae.com/espana/2026/03/14/javier-milei-cierra-el-madrid-economic-forum-en-espana-el-sistema-capitalista-es-el-unico-que-trae-prosperidad-a-la-tierra/ ; https://www.swissinfo.ch/spa/milei-participa-en-espa%C3%B1a-en-el-madrid-economic-forum-y-se-re%C3%BAne-con-abascal/91098287,"Milei dio el discurso de cierre del Madrid Economic Forum 2026 (foro de economistas y empresarios) -> PublicAddress=Yes, BusinessLeaderOrForum=Yes. Recibio un premio honorifico Ludwig von Mises en una ceremonia -> CulturalSiteOrCeremony=Yes. No se reunio con el presidente del Gobierno espanol Pedro Sanchez (anfitrion institucional) ni con el Rey; solo con el lider de la oposicion Santiago Abascal (no es jefe de Estado/Gobierno) -> MetHostHoGS=No, MetNonhostHOGS=No.",2026-08-18
PELATAM-ARG-460,Yes,No_verificable,,Yes,No_verificable,Yes,No,No,,https://www.cronista.com/economia-politica/javier-milei-inicia-una-gira-por-hungria-su-agenda-dia-por-dia-y-las-claves-del-encuentro-con-viktor-orban/ ; https://www.infobae.com/politica/2026/03/20/javier-milei-llego-a-hungria-disertara-en-la-cpac-y-profundizara-su-sintonia-con-viktor-orban/,"Primera visita de Estado argentina a Hungria: Milei se reunio con el presidente Tamas Sulyok (Palacio Sandor) y con el primer ministro Viktor Orban (Monasterio Carmelita) -> MetHostHoGS=Yes. Dio el discurso de cierre de la CPAC Hungria y otro discurso al recibir el doctorado honoris causa 'Civis Universitatis Honoris Causa' de la Universidad Ludovika -> PublicAddress=Yes, CulturalSiteOrCeremony=Yes (ceremonia de entrega de titulo honorifico). No se hallo evidencia de un documento/acuerdo especifico firmado durante la visita ni de encuentro con jefes de Estado de terceros paises en esta gira puntual.",2026-08-18
PELATAM-ARG-461,Yes,No,,Yes,Yes,Yes,No,No,,https://www.canal26.com/politica/2026/04/23/los-acuerdos-de-isaac-la-firma-entre-argentina-e-israel-durante-la-visita-de-milei-en-jerusalen/ ; https://www.timesofisrael.com/milei-netanyahu-announce-tel-aviv-buenos-aires-flights-ink-strategic-isaac-accords/,"Tercera visita de Estado a Israel (19-22 abril 2026): Milei se reunio con el primer ministro Benjamin Netanyahu y con el presidente Isaac Herzog -> MetHostHoGS=Yes. Firmo junto a Netanyahu los 'Acuerdos de Isaac' (marco estrategico de cooperacion en seguridad, IA, comercio) -> SignedAgreement=Yes. Participo de una ceremonia de antorchas en el Monte Herzl por el Dia de la Independencia y recibio un doctorado honoris causa en la Universidad Bar-Ilan, ademas de la Medalla Presidencial del Honor -> CulturalSiteOrCeremony=Yes. Dio un discurso anunciando los vuelos directos Buenos Aires-Tel Aviv -> PublicAddress=Yes. No se hallo evidencia de encuentro con jefes de Estado de terceros paises ni de foro empresarial en esta visita bilateral.",2026-08-18
PELATAM-ARG-462,No,No,,Yes,No,No,Yes,No,,https://www.casarosada.gob.ar/slider-principal/51245-discurso-del-presidente-javier-milei-en-la-29-conferencia-anual-del-instituto-milken-en-los-angeles ; https://www.infobae.com/politica/2026/05/06/javier-milei-aterrizo-en-los-angeles-en-su-17-visita-a-estados-unidos-y-disertara-ante-la-conferencia-del-instituto-milken/,"Milei dio un discurso de 30 minutos en la 29a Conferencia Global del Instituto Milken (Los Angeles, 6/7-may-2026) -> PublicAddress=Yes. Se reunio con un grupo de empresarios, inversionistas y directivos de companias globales antes de su discurso, y ademas con el fundador Michael Milken -> BusinessLeaderOrForum=Yes. No hubo agenda con autoridades de gobierno estadounidenses ni de otros paises en este viaje (foro estrictamente privado/financiero) -> MetHostHoGS=No, MetNonhostHOGS=No. Sin evidencia de acuerdo firmado, ceremonia o lider de OI.",2026-08-18
PELATAM-ARG-463,No,No,,Yes,No,Yes,Yes,No,,https://www.infobae.com/politica/2026/06/24/javier-milei-inicia-el-primero-de-tres-viajes-internacionales-e-ira-a-espana-a-dar-una-charla-y-mantener-reuniones-con-empresarios/ ; https://www.lanacion.com.ar/politica/javier-milei-llego-a-madrid-para-disertar-en-una-universidad-privada-y-reunirse-con-empresarios-nid25062026/,"Sexta visita a Espana (24-27 jun 2026): Milei dio una clase magistral de economia en la Universidad CEU San Pablo, donde le entregaron una medalla y distincion honorifica -> PublicAddress=Yes, CulturalSiteOrCeremony=Yes. Se reunio con ejecutivos de Banco Santander, BBVA, Telefonica, Mapfre, Iberia, Indra y Dia -> BusinessLeaderOrForum=Yes. Explicitamente no hubo agenda institucional: no se reunio con Pedro Sanchez ni con el Rey Felipe VI; solo con el lider opositor Santiago Abascal (no cuenta como jefe de Estado/Gobierno) -> MetHostHoGS=No, MetNonhostHOGS=No.",2026-08-18
