colt_TripID,our_Trip_ID,tipo,veredicto_o_decision,campo,valor_correcto,fuente,justificacion
1514-URY-USA-37204,5,discrepancia,nuestro_correcto,Start_Date,2001-11-08,"https://uy.vlex.com/vid/gobiernos-departamentales-organismos-prestacion-899401057 (venia parlamentaria art.170, ya citada en nuestra base)","La venia parlamentaria que autorizo el viaje esta fechada el 8 de noviembre de 2001; nuestra base ya documenta que el debate general de la AGNU se pospuso a noviembre por los atentados del 11-S, con intervencion presidencial el 10-nov. La fecha de COLT (9-nov) no cuenta con respaldo documental encontrado."
1514-URY-USA-38250,21,discrepancia,nuestro_correcto,Start_Date,2004-09-22,"http://undocs.org/en/A/59/PV.8 (acta oficial de Naciones Unidas, ya citada en nuestra base)","El acta oficial de la ONU (A/59/PV.8) confirma que la intervencion presidencial fue el 23 de septiembre de 2004, coincidiendo con nuestra fecha de regreso y duracion. COLT (20-sept, 4 dias) implicaria una estadia de casi una semana antes del discurso, sin fuente que lo respalde."
1514-URY-USA-38250,21,discrepancia,nuestro_correcto,Duration_Days,2,http://undocs.org/en/A/59/PV.8,Consistente con el acta oficial de la ONU que fija el discurso el 23-sep; una estadia de 2 dias (22-23 sep) es la interpretacion mas ajustada a esa fecha confirmada.
1514-URY-ARG-37252,,colt_unico,No_verificable,,,Busquedas sobre presidencia pro tempore del Mercosur 2001-2002 y crisis politica argentina de diciembre de 2001,"Se confirma que Uruguay (Batlle) ejercio la presidencia pro tempore del Mercosur de julio de 2001 a enero de 2002, lo que hace plausible una ceremonia de traspaso hacia fin de ano, pero no se hallo fuente que confirme especificamente un viaje a Argentina el 27/12/2001 ni una ceremonia con el presidente interino Rodriguez Saa (quien solo goberno del 23 al 30 de diciembre de 2001, en medio de una crisis institucional extrema). Sin evidencia en ningun sentido."
1514-URY-ARG-37440,,colt_unico,agregar,,,"Busqueda web sobre la XXII Cumbre del Mercosur, Buenos Aires, 5/7/2002, y firma de acuerdo automotor bilateral","Se confirma que la XXII Cumbre ordinaria del Mercosur se realizo en Buenos Aires el 5 de julio de 2002, con la firma de un acuerdo automotor bilateral, coincidiendo con lo que describen las notas de COLT. El TripStartDate de COLT (3-jul) es consistente con una llegada previa a la cumbre del dia 5."
1514-URY-ARG-37766,,colt_unico,agregar,,,"Cobertura de prensa de la asuncion de Nestor Kirchner, 25/5/2003 (Casa Rosada y medios argentinos)","Las fuentes confirman explicitamente que 'Jorge Batlle y el chileno Ricardo Lagos entraron juntos' a la ceremonia de asuncion de Kirchner el 25 de mayo de 2003, junto a otros 12 jefes de Estado latinoamericanos. Evento confirmado con alta certeza."
1514-URY-ARG-38175,,colt_unico,agregar,,,https://www.mercosur.int/argentina-realizara-el-3-y-4-de-julio-en-puerto-iguazu-la-lxii-reunion-del-consejo-del-mercado-comun-y-cumbre-de-jefes-y-jefas-de-estado-del-mercosur-y-estados-asociados/,"Se confirma una reunion de alto nivel del Mercosur (LXII CMC y Cumbre de Jefes de Estado) en Puerto Iguazu, Argentina, en la primera semana de julio de 2004, coincidiendo con el pais visitado y el periodo indicado por COLT (7-jul, con posible ventana de 3 a 7 de julio segun distintas fuentes)."
1514-URY-BRA-37347,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,No se encontro cobertura de un viaje de Batlle a Brasil el 1/4/2002. COLT no incluye notas para este item. Sin evidencia en ningun sentido.
1514-URY-BRA-37622,,colt_unico,agregar,,,"Cobertura de la asuncion de Luiz Inacio Lula da Silva, 1/1/2003, Brasilia","Fuentes confirman que Jorge Batlle, presidente de Uruguay, estuvo entre los mandatarios presentes en la asuncion de Lula da Silva el 1 de enero de 2003."
1514-URY-BRA-37753,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web para esta fecha especifica,No se hallo fuente que confirme un viaje de Batlle a Brasil el 12/5/2003. El propio COLT senala 'date of return unclear based on public information available'. Sin evidencia en ningun sentido.
1514-URY-BRA-38232,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web (se busco especificamente Expointer/Esteio),No se encontro confirmacion de la asistencia de Batlle a una exposicion ganadera en Brasil en septiembre de 2004. Sin evidencia en ningun sentido.
1514-URY-BRA-38295,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web; COLT tampoco incluye notas para este item,Sin evidencia en ningun sentido sobre un viaje a Brasil el 4/11/2004.
1514-URY-CHL-36596,,colt_unico,No_verificable,,,"Busquedas sobre la asuncion de Ricardo Lagos (11/3/2000, Valparaiso)","El evento en si esta historicamente confirmado (Lagos asumio el 11-mar-2000), pero no se hallo una fuente que confirme especificamente la asistencia de Batlle (quien llevaba apenas 10 dias en el cargo). Sin evidencia en ningun sentido."
1514-URY-CHL-36815,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,Sin evidencia en ningun sentido sobre la 56a Asamblea de la Sociedad Interamericana de Prensa y la participacion de Batlle en octubre de 2000.
1514-URY-CHL-37165,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,Sin evidencia en ningun sentido sobre un viaje a Chile el 1/10/2001.
1514-URY-CHN-37542,,colt_unico,agregar,,,"Articulo academico 'A 35 anos del establecimiento de relaciones entre Uruguay y la Republica Popular China' (con apoyo de la Embajada de Uruguay en China), grupormultimedio.com","La fuente confirma explicitamente que, ademas de Sanguinetti, 'China conto con la presencia de los sucesivos presidentes de Uruguay: ... Jorge Batlle ...'. Las notas de COLT son muy especificas y detalladas (Xi'an, Shanghai, Beijing, reuniones con Li Peng y Zhu Rongji), lo cual sugiere buena fuente primaria de su lado."
1514-URY-COL-37956,,colt_unico,No_verificable,,,Busqueda sobre actividad de Batlle vinculada a Colombia en diciembre de 2003,"Se encontro referencia a que en diciembre de 2003 Batlle presidio una reunion del Consejo del Mercosur en Montevideo donde se firmo un acuerdo economico que involucraba a Colombia, lo que sugiere que el evento pudo haber ocurrido en Uruguay y no en Colombia. No se pudo confirmar un viaje fisico de Batlle a Colombia en esta fecha. Sin evidencia clara en ningun sentido."
1514-URY-CRI-37356,,colt_unico,agregar,,,"https://www.rree.go.cr/files/includes/files.php?id=34&tipo=relacion (Declaracion Conjunta, Cancilleria de Costa Rica, fuente oficial primaria)","La Cancilleria de Costa Rica publica la Declaracion Conjunta firmada por Batlle y Rodriguez Echeverria, fechada exactamente 'el dia 10 de abril del 2002' como Visita Oficial a Costa Rica, coincidiendo con el TripStartDate de COLT (10-abr-2002). Nota: fue una visita bilateral oficial, no estrictamente una 'cumbre' como sugiere la nota de COLT, pero el hecho y la fecha estan solidamente confirmados."
1514-URY-DOM-37577,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,Sin evidencia en ningun sentido; el propio COLT marca fechas inciertas ('Date of departure and return unclear').
1514-URY-DOM-38215,,colt_unico,agregar,,,"Cobertura de la asuncion de Leonel Fernandez, 16/8/2004, Santo Domingo","Fuentes confirman que Jorge Batlle estuvo entre los lideres internacionales presentes en la investidura de Fernandez, junto a Lula, Pacheco de la Espriella y Ricardo Maduro."
1514-URY-HTI-38216,,colt_unico,agregar,,,Fuente periodistica sobre despliegue MINUSTAH y Uruguay en 2004,"Se confirma que 'el presidente Jorge Batlle arribo a Haiti el 17 de agosto' de 2004, coincidiendo exactamente con el TripStartDate de COLT, en el marco temprano de la mision MINUSTAH; consistente con ser continuacion del viaje a Republica Dominicana del dia anterior (16-ago, item DOM-38215)."
1514-URY-JPN-36996,,colt_unico,agregar,,,"https://www.mofa.go.jp/region/latin/uruguay/pv0104/outline.html (Ministerio de Relaciones Exteriores de Japon, fuente oficial primaria)","El MOFA confirma que el presidente Batlle realizo una visita de trabajo oficial a Japon del 15 al 19 de abril de 2001, coincidiendo exactamente con el TripStartDate y la duracion de 5 dias de COLT, incluyendo la visita a Hiroshima descrita en las notas de COLT."
1514-URY-MEX-37334,,colt_unico,agregar,,,"Wikipedia 'Presidency of Jorge Batlle' (cita declaraciones de Batlle en la Conferencia Internacional sobre Financiacion para el Desarrollo, Monterrey); https://www.rree.go.cr/files/includes/files.php?id=34 (confirma que dicha conferencia se realizo del 18 al 22 de marzo de 2002)","Dos fuentes independientes confirman que Batlle asistio y hablo en la Conferencia de Monterrey sobre Financiacion para el Desarrollo (18-22 marzo 2002), coincidiendo con el TripStartDate de COLT (19-mar) y el destino (Mexico)."
1514-URY-MEX-38135,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web; COLT tampoco incluye notas,Sin evidencia en ningun sentido sobre un viaje a Mexico el 28/5/2004.
1514-URY-MEX-38237,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,Sin evidencia en ningun sentido sobre el seminario internacional del PNUD en Ciudad de Mexico en septiembre de 2004.
1514-URY-PAN-36846,,colt_unico,agregar,,,"Referencia a la X Cumbre Iberoamericana, Panama, noviembre de 2000, centrada en ninez y adolescencia","Se confirma que Batlle asistio a la X Cumbre Iberoamericana realizada en Panama en noviembre de 2000, coincidiendo con el periodo indicado por COLT (TripStartDate 16-nov, 4 dias)."
1514-URY-PRY-36792,,colt_unico,agregar,,,Dato historico verificable de forma independiente: Jose Gervasio Artigas fallecio el 23 de septiembre de 1850 en Paraguay (exilio en Ibiray),"La fecha exacta del fallecimiento de Artigas (23/9/1850) coincide matematicamente con el '150 aniversario' citado en la nota de COLT (2000-1850=150) y con el TripStartDate exacto (23-sep-2000), un dato muy especifico y verificable que da alta credibilidad a este registro de COLT, aunque no se hallo cobertura de prensa digital de la epoca que lo confirme directamente."
1514-URY-PRY-37064,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,Sin evidencia en ningun sentido sobre un viaje a Paraguay el 22/6/2001.
1514-URY-PRY-37790,,colt_unico,agregar,,,"Busqueda sobre la XXIV Cumbre de Presidentes del Mercosur, Asuncion, 17-18/6/2003","Se confirma que la cumbre se realizo en Asuncion los dias 17 y 18 de junio de 2003, coincidiendo exactamente con el TripStartDate de COLT (18-jun)."
1514-URY-PRY-37848,,colt_unico,agregar,,,"Cobertura de la asuncion de Nicanor Duarte Frutos (15/8/2003, con presencia de nueve jefes de Estado) y referencias a una cena ofrecida por Batlle en honor a Duarte y encuentros en Asuncion en torno a la XVIII Cumbre","Multiples referencias confirman actividad diplomatica de Batlle en Asuncion en el marco de la asuncion de Duarte Frutos, incluyendo una cena ofrecida por el propio Batlle en honor al nuevo mandatario paraguayo."
1514-URY-ZAF-38104,,colt_unico,agregar,,,"Segunda investidura de Thabo Mbeki, 27/4/2004 (Dia de la Libertad, Sudafrica); nota de nuestra propia base (Trip_ID 20, RDC) que confirma transito de la delegacion uruguaya por Johannesburgo el 29-30 de abril de 2004","La investidura de Mbeki fue efectivamente el 27/4/2004. ADVERTENCIA: este viaje probablemente es parte de la MISMA gira africana que nuestro Trip_ID 20 (Kinshasa, RDC, 27-29 abr 2004, Journey_ID URU-JB-J017) -nuestra propia base ya documenta que la delegacion transito por Johannesburgo antes de volver a Uruguay-. Se recomienda agregarlo como una escala adicional (Sudafrica) de la misma gira ya cargada, no como viaje nuevo e independiente sin vinculo, para evitar fragmentar el mismo periplo en registros no relacionados."
1514-URY-USA-37004,,colt_unico,No_verificable,,,"Contexto general sobre el brote de fiebre aftosa en Uruguay en 2001 (segunda ola, mayo 2001)","La nota de COLT sobre 'visita acortada por brote de aftosa' es cronologicamente consistente con el segundo brote de aftosa en Uruguay, pero no se encontro una fuente especifica que confirme este viaje puntual a EE.UU. el 23/4/2001. Sin evidencia en ningun sentido."
1514-URY-USA-37137,,colt_unico,No_verificable,,,N/A - no se investigo en profundidad por limite de alcance de la busqueda,Sin evidencia en ningun sentido sobre la 'Declaracion de la Cumbre' mencionada por COLT para el 3/9/2001 en EE.UU.
1514-URY-USA-37626,,colt_unico,agregar,,,"https://www.lr21.com.uy/politica/103102-batlle-rinde-culto-a-los-bush-en-miami (LARED21, 7/1/2003)","Fuente periodistica uruguaya contemporanea confirma que Batlle fue uno de los 25.000 invitados a la re-investidura de Jeb Bush como gobernador de Florida el 7/1/2003, y que se reunio con Jeb y George H. Bush en Miami. El TripStartDate de COLT (5-ene) es consistente con un viaje que culmino en la ceremonia del 7-ene."
1514-URY-USA-37730,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web sobre la Conferencia de la OPS de abril de 2003,Sin evidencia en ningun sentido sobre la asistencia de Batlle a la Conferencia de la Organizacion Panamericana de la Salud en Washington DC en abril de 2003.
1514-URY-USA-37880,,colt_unico,No_verificable,,,"Busqueda sobre la VIII Reunion Ministerial del ALCA, Miami (que resulto ser 20-21 de noviembre de 2003, no septiembre)","La reunion ministerial oficial del ALCA en Miami fue en noviembre de 2003, no en septiembre, lo que genera dudas sobre la fecha exacta de COLT (16-sep-2003). Podria tratarse de un viaje de lobby/promocion previo y distinto (respaldo a la candidatura de Miami como sede del ALCA, visita a FIU) pero no se hallo confirmacion especifica de esa fecha de septiembre. Sin evidencia suficiente en ningun sentido."
1514-URY-VEN-36718,,colt_unico,No_verificable,,,Contexto general sobre la primera sesion de trabajo de la III Cumbre de las Americas entre Chavez y Batlle,"Se encontro referencia generica a que Chavez y Batlle participaron de la primera sesion de trabajo de la III Cumbre de las Americas, pero no se confirmo especificamente un viaje a Venezuela el 11/7/2000 con la presencia de de la Rua mencionada en la nota de COLT. Sin evidencia en ningun sentido."
191-URY-ARG-35239,,colt_unico,agregar,,,https://www.mercosur.int/declaracion-especial-de-los-presidentes-de-los-estados-partes-del-mercosur-y-estados-asociados-sobre-la-cuestion-de-las-islas-malvinas-2 ; https://www.cancilleria.gob.ar/es/actualidad/noticias/declaracion-especial-de-los-presidentes-de-los-estados-partes-del-mercosur-y-0,"La X Cumbre de Presidentes del Mercosur se realizo en San Luis (Potrero de los Funes) el 25/6/1996, donde se firmo la Declaracion sobre Malvinas por los presidentes del bloque, incluido Sanguinetti. Coincide con TripStartDate y Notes de COLT."
191-URY-ARG-35999,,colt_unico,agregar,,,"https://www.lanacion.com.ar/politica/ushuaia-sede-de-la-cumbre-del-mercosur-nid103304/ ; Protocolo de Ushuaia (Parlasur, Mercosur)","Nota de La Nacion (13/7/1998) confirma que Sanguinetti arribo a Ushuaia el 23/7/1998 junto a los demas mandatarios del Mercosur; el Protocolo de Ushuaia fue firmado el 24/7/1998 por los presidentes del bloque, incluido Sanguinetti. Nota: este viaje esta muy pegado en el tiempo al item USA-35998 (Washington, 22-23/7/1998); ambos son reales -Sanguinetti estuvo con Clinton el 23/7 en Washington y volo esa misma noche a Ushuaia-, no son duplicado del mismo evento."
191-URY-ARG-36117,,colt_unico,No_verificable,,,"Contexto general sobre el dragado de los canales de Martin Garcia (busqueda.com.uy, mundomaritimo.cl)","Se confirma el proyecto binacional de dragado del Canal Martin Garcia entre Argentina y Uruguay en esos anios, pero no se encontro una fuente que confirme especificamente un encuentro Sanguinetti-Menem el 18/11/1998 en la isla. Sin evidencia en ningun sentido."
191-URY-BRA-35554,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,"No se encontro cobertura de prensa digital disponible sobre un viaje de Sanguinetti a Brasil el 4/5/1997. Los SourceLink de COLT para este TripID son de ProQuest, inaccesibles. Sin evidencia en ningun sentido, se mantiene como no verificable."
191-URY-BRA-36139,,colt_unico,agregar,,,https://es.wikisource.org/wiki/Declaraci%C3%B3n_Sociolaboral_del_Mercosur ; http://www.sunsonline.org/trade/process/followup/1998/12140298.htm (SourceLink de COLT),"La Declaracion Sociolaboral del Mercosur fue firmada por los presidentes de los Estados parte en Rio de Janeiro el 10/12/1998, en el marco de la XV Reunion del Consejo Mercado Comun; Uruguay es miembro fundador y su presidente participo habitualmente de estas cumbres. Coincide con TripStartDate 1998-12-10."
191-URY-BRA-36194,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,No se encontro informacion sobre un viaje de Sanguinetti a Brasil el 3/2/1999 (dias despues de la devaluacion del real). El propio COLT no incluye notas para este item. Sin evidencia en ningun sentido.
191-URY-BRA-36212,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,"No se encontro informacion sobre un viaje de Sanguinetti a Brasil el 21/2/1999. El propio COLT marca fechas de salida/regreso inciertas. Nota: esta muy cerca en el tiempo del item BRA-36194 (3/2/1999); podria tratarse de dos eventos reales distintos vinculados a la crisis del real, pero no hay forma de confirmarlo con las fuentes disponibles -se deja constancia por si se trata de un posible duplicado interno de COLT-."
191-URY-BRA-36339,,colt_unico,No_verificable,,,Contexto general sobre reunion extraordinaria del Grupo Mercado Comun en junio de 1999 por la crisis del real,"Se confirma que en junio de 1999 hubo una reunion extraordinaria vinculada a la coordinacion macroeconomica del Mercosur tras la devaluacion brasilena, pero no se encontro confirmacion de que fuera una cumbre presidencial con la participacion de Sanguinetti el 28/6/1999 en Brasil."
191-URY-CHN-35540,,colt_unico,agregar,,,https://www.elobservador.com.uy/nota/negociaciones-secretas-con-china-la-ruptura-con-taiwan-y-la-primera-visita-de-sanguinetti-202321517400,"Fuente confirma que en abril de 1997 Sanguinetti realizo su segunda visita oficial a China, visitando Beijing y Shanghai, reuniendose con Jiang Zemin y el premier Li Peng, coincidiendo con TripStartDate y Notes de COLT."
191-URY-COL-35842,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,No se encontro cobertura sobre un viaje de Sanguinetti a Colombia el 16/2/1998. El propio COLT senala que no esta claro si hubo conversaciones bilaterales. Sin evidencia en ningun sentido.
191-URY-CRI-35845,,colt_unico,agregar,,,Archivo Nacional de Costa Rica (archivodigital.go.cr) - fotografias de la entrega de llaves de la ciudad de San Jose al presidente Sanguinetti junto al presidente Figueres Olsen,"El Archivo Nacional de Costa Rica documenta fotograficamente la entrega de llaves de San Jose a Sanguinetti con el presidente Figueres Olsen (1994-1998) y el alcalde Johnny Araya, consistente con una visita oficial en el periodo indicado por COLT (19/2/1998)."
191-URY-CUB-36479,,colt_unico,agregar,,,https://segib.org/es/ix-cumbre-iberoamericana-la-situacion-financiera-internacional-en-una-economia-globalizada/ ; https://es.wikipedia.org/wiki/IX_Cumbre_Iberoamericana,"La IX Cumbre Iberoamericana se realizo en La Habana el 15-16/11/1999 sobre la situacion financiera internacional; fuentes confirman la participacion de Sanguinetti, presidente de Uruguay, junto a los demas jefes de Estado y de Gobierno iberoamericanos."
191-URY-EGY-35886,,colt_unico,No_verificable,,,Contexto general sobre la Fuerza Multinacional de Paz y Observadores (MFO) en el Sinai con participacion uruguaya,"Se confirma que Uruguay integra historicamente la MFO en el Sinai y que presidentes uruguayos han visitado a las tropas alli destacadas, pero no se encontro una fuente que confirme especificamente la visita del 1/4/1998. Nota: este item esta muy cerca en el tiempo del item EGY-35897 (12/4/1998, 11 dias despues); podria tratarse de un desdoblamiento interno de COLT del mismo viaje, se deja constancia sin resolverlo."
191-URY-EGY-35897,,colt_unico,No_verificable,,,N/A - sin resultados relevantes en busqueda web,El propio COLT indica que el proposito de esta visita es incierto. No se encontro informacion adicional. Ver nota en el item EGY-35886 sobre posible duplicado interno de COLT (ambos TripID a Egipto con solo 11 dias de diferencia).
191-URY-FRA-36232,,colt_unico,agregar,,,https://www.iadb.org/en/news/news-releases/1999-03-15/annual-Meeting-of--idb-board-of-governors-inaugurated-in-paris%2C1706.html (SourceLink de COLT),"La Reunion Anual de Gobernadores del BID se inauguro en Paris el 15/3/1999 (fuente propia de COLT, comunicado oficial del BID), consistente con TripStartDate 13/3/1999 y con las notas detalladas de COLT sobre el discurso de Sanguinetti en dicha reunion."
191-URY-ISR-35882,,colt_unico,agregar,,,https://www.ynetespanol.com/global/america/article/SynW0H5ZS,"Fuente confirma que Sanguinetti visito Israel en marzo de 1998, siendo el primer presidente uruguayo en hacerlo, consistente con TripStartDate 28/3/1998 y las notas de COLT sobre la visita a Yad Vashem y acuerdos bilaterales."
191-URY-JPN-35974,,colt_unico,agregar,,,https://www.mofa.go.jp/announce/event/1998/6/624-1.html,"Comunicado oficial del Ministerio de Relaciones Exteriores de Japon confirma la visita de Sanguinetti a Japon del 29/6 al 1/7/1998, reunion con el Emperador y el primer ministro Hashimoto, coincidiendo con TripStartDate 28/6/1998 (viaje de ida) y duracion de COLT."
191-URY-MYS-35248,,colt_unico,agregar,,,"CV oficial de Julio Maria Sanguinetti (web.ua.es) - lista de doctorados honoris causa recibidos, incluyendo una universidad de Malasia (Kuala Lumpur)","El CV oficial de Sanguinetti confirma que recibio un doctorado honoris causa de una universidad de Malasia, lo cual coincide exactamente con la nota de COLT ('Received honorary doctorate of law from the University of Malaysia'). Es un dato muy especifico y verificable que corrobora el viaje, aunque no se encontro una fuente periodistica con la fecha exacta de julio de 1996."
191-URY-MEX-35368,,colt_unico,No_verificable,,,N/A - sin resultados relevantes con fecha especifica,"No se encontro confirmacion especifica de un viaje de Sanguinetti a Mexico el 30/10/1996. Se encontro evidencia de una relacion de trabajo posterior entre Sanguinetti y Zedillo en temas de democracia, pero no ligada a esta fecha. Sin evidencia en ningun sentido."
191-URY-MEX-36308,,colt_unico,agregar,,,"Busqueda web sobre la XIII Cumbre del Grupo de Rio, Veracruz/Mexico, 28/5/1999","La XIII Cumbre del Grupo de Rio se realizo el 28/5/1999 en Mexico, con la participacion explicita de Uruguay entre los paises asistentes, coincidiendo exactamente con TripStartDate de COLT y con la nota sobre la conferencia de prensa final en Ciudad de Mexico."
191-URY-PAN-35843,,colt_unico,No_verificable,,,Referencias indirectas a la relacion Sanguinetti-Perez Balladares (Circulo de Montevideo) sin fecha especifica,"Se confirma una relacion cercana entre Sanguinetti y el presidente panameno Perez Balladares (incluyendo acuerdos de cooperacion), pero no se encontro una fuente que fechara especificamente una visita a Panama el 17/2/1998."
191-URY-PRY-34916,,colt_unico,agregar,,,"Busqueda web sobre la VIII Cumbre de Presidentes del Mercosur, Asuncion, 5/8/1995 (bajo presidencia de Wasmosy)","La VIII Cumbre del Mercosur se realizo en Asuncion el 5/8/1995, coincidiendo exactamente con el TripStartDate de COLT; la nota sobre negociaciones con el Consejo Europeo es consistente con el proceso Mercosur-UE de esa epoca."
