colt_TripID,our_Trip_ID,tipo,veredicto_o_decision,campo,valor_correcto,fuente,justificacion
1849-PRY-BRA-38625,19,discrepancia,nuestro_correcto,Start_Date,2005-09-29,"Real Instituto Elcano / Teseopress (busqueda agregada): I Cumbre de la Comunidad Sudamericana de Naciones, Brasilia, 29-30 septiembre 2005",Multiples fuentes coinciden en que la cumbre fundacional de la Comunidad Sudamericana de Naciones se realizo el 29 y 30 de septiembre de 2005. Nuestro dato coincide exactamente; el inicio 30-sep y 1 dia de COLT solo capta el segundo dia. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]
1849-PRY-BRA-38625,19,discrepancia,nuestro_correcto,Duration_Days,2,"Real Instituto Elcano / Teseopress (busqueda agregada): I Cumbre de la Comunidad Sudamericana de Naciones, Brasilia, 29-30 septiembre 2005",Multiples fuentes coinciden en que la cumbre fundacional de la Comunidad Sudamericana de Naciones se realizo el 29 y 30 de septiembre de 2005. Nuestro dato coincide exactamente; el inicio 30-sep y 1 dia de COLT solo capta el segundo dia. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]
1849-PRY-CRI-38309,17,discrepancia,nuestro_correcto,Start_Date,2004-11-19,https://segib.org/es/xiv-cumbre-iberoamericana-educar-para-progresar-como-region/,"La XIV Cumbre Iberoamericana de San Jose se celebro el 19 y 20 de noviembre de 2004 (fuente oficial SEGIB, ya usada en nuestra base con reliability Medium/Verificada-URL). Nuestro dato coincide exactamente con las fechas oficiales de la cumbre. Nota: el item colt_unico 1849-PRY-VEN-38308 de este mismo workpack trae la nota propia de COLT 'dates conflict with Costa Rica trip' (Venezuela 17-nov vs. su propio Costa Rica 18-nov), lo que sugiere una inconsistencia interna de fechas en el dataset de COLT que no nos corresponde resolver, solo señalar. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
1849-PRY-CRI-38309,17,discrepancia,nuestro_correcto,Duration_Days,2,https://segib.org/es/xiv-cumbre-iberoamericana-educar-para-progresar-como-region/,"La XIV Cumbre Iberoamericana de San Jose se celebro el 19 y 20 de noviembre de 2004 (fuente oficial SEGIB, ya usada en nuestra base con reliability Medium/Verificada-URL). Nuestro dato coincide exactamente con las fechas oficiales de la cumbre. Nota: el item colt_unico 1849-PRY-VEN-38308 de este mismo workpack trae la nota propia de COLT 'dates conflict with Costa Rica trip' (Venezuela 17-nov vs. su propio Costa Rica 18-nov), lo que sugiere una inconsistencia interna de fechas en el dataset de COLT que no nos corresponde resolver, solo señalar. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
1849-PRY-TWN-39360,30,discrepancia,nuestro_correcto,Start_Date,2007-10-08,https://english.president.gov.tw/NEWS/2804 ; http://www.taipeitimes.com/News/taiwan/archives/2007/10/09/2003382349,"La fuente oficial de la Presidencia de Taiwan confirma la ceremonia de bienvenida con Chen Shui-bian el 8-oct-2007, coincidiendo con el Dia Nacional (10-oct) y el cumpleanos presidencial (11-oct), tal como registra nuestra base (reliability High). No se hallo evidencia de una llegada el 5-oct como indica COLT; su duracion de 7 dias no esta corroborada. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
1849-PRY-TWN-39360,30,discrepancia,nuestro_correcto,Duration_Days,4,https://english.president.gov.tw/NEWS/2804 ; http://www.taipeitimes.com/News/taiwan/archives/2007/10/09/2003382349,"La fuente oficial de la Presidencia de Taiwan confirma la ceremonia de bienvenida con Chen Shui-bian el 8-oct-2007, coincidiendo con el Dia Nacional (10-oct) y el cumpleanos presidencial (11-oct), tal como registra nuestra base (reliability High). No se hallo evidencia de una llegada el 5-oct como indica COLT; su duracion de 7 dias no esta corroborada. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
1849-PRY-URY-38695,22,discrepancia,nuestro_correcto,Start_Date,2005-12-08,"Busqueda agregada sobre ingreso de Venezuela a Mercosur: Acuerdo Marco firmado 8-dic-2005, cumbre concluyo 9-dic-2005 en Montevideo","El Acuerdo Marco de adhesion de Venezuela se firmo el 8-dic-2005 y la cumbre concluyo el 9-dic-2005, lo que respalda un viaje de 2 dias como registra nuestra base. El inicio 9-dic y 1 dia de COLT solo capta el dia de cierre, perdiendo el dia de la firma del acuerdo. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
1849-PRY-URY-38695,22,discrepancia,nuestro_correcto,Duration_Days,2,"Busqueda agregada sobre ingreso de Venezuela a Mercosur: Acuerdo Marco firmado 8-dic-2005, cumbre concluyo 9-dic-2005 en Montevideo","El Acuerdo Marco de adhesion de Venezuela se firmo el 8-dic-2005 y la cumbre concluyo el 9-dic-2005, lo que respalda un viaje de 2 dias como registra nuestra base. El inicio 9-dic y 1 dia de COLT solo capta el dia de cierre, perdiendo el dia de la firma del acuerdo. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-ARG-40323,51,discrepancia,COLT_correcto,Start_Date,2010-05-25,"Página/12 (25-may-2010, 'Una fiesta de, para y por ustedes'): confirma que Lugo participó junto a Cristina Fernández, Lula, Chávez, Correa, Piñera, Morales y Mujica específicamente el 25 de mayo en los festejos del Bicentenario en Buenos Aires.","La cobertura de prensa ubica la presencia de los siete mandatarios extranjeros puntualmente el día 25; no se halló evidencia de una llegada el día 24, por lo que se prioriza la fecha/duración de COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-ARG-40323,51,discrepancia,COLT_correcto,Duration_Days,1,"Página/12 (25-may-2010, 'Una fiesta de, para y por ustedes'): confirma que Lugo participó junto a Cristina Fernández, Lula, Chávez, Correa, Piñera, Morales y Mujica específicamente el 25 de mayo en los festejos del Bicentenario en Buenos Aires.","La cobertura de prensa ubica la presencia de los siete mandatarios extranjeros puntualmente el día 25; no se halló evidencia de una llegada el día 24, por lo que se prioriza la fecha/duración de COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-ARG-40393,53,discrepancia,nuestro_correcto,Start_Date,2010-08-02,"Wikipedia ES 'XXXIX Cumbre del Mercosur'; Cancillería Argentina; diariodecuyo.com.ar (agenda del día, 3-ago-2010 como cierre): la cumbre se desarrolló el 2 y 3 de agosto de 2010 en San Juan, con la firma de documentos conjuntos el día 3 (cierre).","La cumbre tuvo dos días de duración (2-3 de agosto); nuestra fecha de inicio y duración coinciden con las fuentes, mientras que COLT solo captura el día de cierre. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-ARG-40393,53,discrepancia,nuestro_correcto,Duration_Days,2,"Wikipedia ES 'XXXIX Cumbre del Mercosur'; Cancillería Argentina; diariodecuyo.com.ar (agenda del día, 3-ago-2010 como cierre): la cumbre se desarrolló el 2 y 3 de agosto de 2010 en San Juan, con la firma de documentos conjuntos el día 3 (cierre).","La cumbre tuvo dos días de duración (2-3 de agosto); nuestra fecha de inicio y duración coinciden con las fuentes, mientras que COLT solo captura el día de cierre. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-MEX-40229,48,discrepancia,nuestro_correcto,Start_Date,2010-02-22,Wikipedia ES 'Cumbre de la unidad de América Latina y el Caribe'; EcuRed: la XXI Cumbre del Grupo de Río / Cumbre de la Unidad (creación de la CELAC) se realizó el 22 y 23 de febrero de 2010 en Playa del Carmen (CELAC creada formalmente el 23-feb).,Las fechas de la cumbre (22-23 feb) coinciden exactamente con nuestra base; no se halló respaldo para el inicio el 20-feb ni la duración de 3 días de COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]
2386-PRY-MEX-40229,48,discrepancia,nuestro_correcto,Duration_Days,2,Wikipedia ES 'Cumbre de la unidad de América Latina y el Caribe'; EcuRed: la XXI Cumbre del Grupo de Río / Cumbre de la Unidad (creación de la CELAC) se realizó el 22 y 23 de febrero de 2010 en Playa del Carmen (CELAC creada formalmente el 23-feb).,Las fechas de la cumbre (22-23 feb) coinciden exactamente con nuestra base; no se halló respaldo para el inicio el 20-feb ni la duración de 3 días de COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]
2386-PRY-QAT-39903,40,discrepancia,nuestro_correcto,Start_Date,2009-03-30,"Última Hora, 'Lugo pone sus pies en Qatar, un pequeño pero rico emirato árabe' (fuente primaria ya citada en nuestra base); Wikipedia ES 'II Cumbre América del Sur-Países Árabes' (inauguración oficial 31-mar-2009).","Contamos con un artículo específico sobre la llegada de Lugo a Doha (consistente con arribo el 30-mar, un día antes de la inauguración oficial de la cumbre el 31-mar), lo que da 2 días de estadía; no se halló evidencia que respalde un inicio el 31-mar con solo 1 día, como indica COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-QAT-39903,40,discrepancia,nuestro_correcto,Duration_Days,2,"Última Hora, 'Lugo pone sus pies en Qatar, un pequeño pero rico emirato árabe' (fuente primaria ya citada en nuestra base); Wikipedia ES 'II Cumbre América del Sur-Países Árabes' (inauguración oficial 31-mar-2009).","Contamos con un artículo específico sobre la llegada de Lugo a Doha (consistente con arribo el 30-mar, un día antes de la inauguración oficial de la cumbre el 31-mar), lo que da 2 días de estadía; no se halló evidencia que respalde un inicio el 31-mar con solo 1 día, como indica COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-TWN-40613,57,discrepancia,nuestro_correcto,Start_Date,2011-03-14,"Oficina Presidencial de Taiwán (https://english.president.gov.tw/NEWS/3577): confirma la ceremonia de bienvenida a Lugo el 14-mar-2011, calificada como su 'primera visita de Estado' a Taiwán. AS/COA ('Paraguay's President Eyes Opportunities in Asia'): indica que en su gira de 2011 a Taiwán y Vietnam, Lugo pasó 'cinco días' en Taiwán.","La fecha de inicio (14-mar) está confirmada por fuente oficial taiwanesa y coincide con nuestra base. La duración es más incierta: una fuente secundaria (AS/COA) menciona 'cinco días' en Taiwán, un valor intermedio entre nuestro dato (3) y el de COLT (7); además, los enlaces de fuente de COLT para este TripID coinciden parcialmente con los de Vietnam (2386-PRY-VNM-40609), lo que sugiere que ambas bases pueden estar fragmentando de forma distinta un mismo viaje regional a Asia (ver ítem VNM-40609 y nota de duplicado potencial). [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-TWN-40613,57,discrepancia,nuestro_correcto,Duration_Days,3,"Oficina Presidencial de Taiwán (https://english.president.gov.tw/NEWS/3577): confirma la ceremonia de bienvenida a Lugo el 14-mar-2011, calificada como su 'primera visita de Estado' a Taiwán. AS/COA ('Paraguay's President Eyes Opportunities in Asia'): indica que en su gira de 2011 a Taiwán y Vietnam, Lugo pasó 'cinco días' en Taiwán.","La fecha de inicio (14-mar) está confirmada por fuente oficial taiwanesa y coincide con nuestra base. La duración es más incierta: una fuente secundaria (AS/COA) menciona 'cinco días' en Taiwán, un valor intermedio entre nuestro dato (3) y el de COLT (7); además, los enlaces de fuente de COLT para este TripID coinciden parcialmente con los de Vietnam (2386-PRY-VNM-40609), lo que sugiere que ambas bases pueden estar fragmentando de forma distinta un mismo viaje regional a Asia (ver ítem VNM-40609 y nota de duplicado potencial). [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-USA-39712,35,discrepancia,nuestro_correcto,Start_Date,2008-09-23,ONU (static.un.org/en/ga/63/generaldebate/paraguay.shtml): confirma que Lugo pronunció su discurso ante la 63ª Asamblea General de la ONU el 24 de septiembre de 2008.,"La fecha del discurso (24-sep) confirmada por fuente oficial de la ONU coincide con la fecha de fin de nuestro viaje (inicio 23-sep, 2 días); no se halló evidencia que respalde el inicio el 21-sep ni una estadía de 6 días como indica COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-USA-39712,35,discrepancia,nuestro_correcto,Duration_Days,2,ONU (static.un.org/en/ga/63/generaldebate/paraguay.shtml): confirma que Lugo pronunció su discurso ante la 63ª Asamblea General de la ONU el 24 de septiembre de 2008.,"La fecha del discurso (24-sep) confirmada por fuente oficial de la ONU coincide con la fecha de fin de nuestro viaje (inicio 23-sep, 2 días); no se halló evidencia que respalde el inicio el 21-sep ni una estadía de 6 días como indica COLT. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-URY-40897,59,discrepancia,nuestro_correcto,Start_Date,2011-12-19,El Colombiano / prensa regional: la XLII Cumbre de Mercosur en Montevideo se desarrolló entre el 19 y el 20 de diciembre de 2011 (con las declaraciones de Chávez sobre el ingreso de Venezuela el día 20).,"La cumbre tuvo dos días de duración (19-20 dic); nuestra fecha de inicio y duración coinciden con las fuentes, mientras que COLT solo captura el día de cierre. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
2386-PRY-URY-40897,59,discrepancia,nuestro_correcto,Duration_Days,2,El Colombiano / prensa regional: la XLII Cumbre de Mercosur en Montevideo se desarrolló entre el 19 y el 20 de diciembre de 2011 (con las declaraciones de Chávez sobre el ingreso de Venezuela el día 20).,"La cumbre tuvo dos días de duración (19-20 dic); nuestra fecha de inicio y duración coinciden con las fuentes, mientras que COLT solo captura el día de cierre. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-CHL-44630,126,discrepancia,nuestro_correcto,Start_Date,2022-03-11,"ip.gov.py (asuncion-de-gabriel-boric); tuit oficial @PresidenciaPy citado como SourceLink1 de COLT (status/1502252336172998659, timestamp decodificado: 2022-03-11 11:57 UTC); investidura de Boric confirmada como ceremonia de un solo día (11-mar-2022)","La investidura de Boric fue el 11-mar-2022, y el propio tuit que COLT cita como fuente primaria está fechado ese mismo 11-mar-2022, contradiciendo el Start_Date de COLT (10-mar). No se halló evidencia de una segunda jornada en Chile. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-CHL-44630,126,discrepancia,nuestro_correcto,Duration_Days,1,"ip.gov.py (asuncion-de-gabriel-boric); tuit oficial @PresidenciaPy citado como SourceLink1 de COLT (status/1502252336172998659, timestamp decodificado: 2022-03-11 11:57 UTC); investidura de Boric confirmada como ceremonia de un solo día (11-mar-2022)","La investidura de Boric fue el 11-mar-2022, y el propio tuit que COLT cita como fuente primaria está fechado ese mismo 11-mar-2022, contradiciendo el Start_Date de COLT (10-mar). No se halló evidencia de una segunda jornada en Chile. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-DEU-44873,133,discrepancia,nuestro_correcto,Start_Date,2022-11-09,swissinfo.ch ('El presidente de Paraguay viaja en visita oficial a Alemania'); infobae; lanacion.com.py,"Múltiples fuentes de prensa (swissinfo, infobae, La Nación) describen explícitamente la visita a Alemania como de 'los días 9 y 10 de noviembre' (Berlín y Hamburgo), sin evidencia de llegada el 8-nov. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-DEU-44873,133,discrepancia,nuestro_correcto,Duration_Days,2,swissinfo.ch ('El presidente de Paraguay viaja en visita oficial a Alemania'); infobae; lanacion.com.py,"Múltiples fuentes de prensa (swissinfo, infobae, La Nación) describen explícitamente la visita a Alemania como de 'los días 9 y 10 de noviembre' (Berlín y Hamburgo), sin evidencia de llegada el 8-nov. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-VAT-44946,136,discrepancia,nuestro_correcto,Start_Date,2023-01-19,"abc.com.py (20-ene-2023, 'Abdo Benítez y el papa se reunieron durante media hora y le llevó mate')","La nota de ABC Color confirma explícitamente que 'un día antes, el 19 de enero, el presidente de Paraguay se reunió con el presidente de Italia, Sergio Mattarella... y con el alcalde de Roma' antes de la audiencia papal del 20-ene, validando el rango de 2 días (19-20 ene) de nuestra base. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-VAT-44946,136,discrepancia,nuestro_correcto,Duration_Days,2,"abc.com.py (20-ene-2023, 'Abdo Benítez y el papa se reunieron durante media hora y le llevó mate')","La nota de ABC Color confirma explícitamente que 'un día antes, el 19 de enero, el presidente de Paraguay se reunió con el presidente de Italia, Sergio Mattarella... y con el alcalde de Roma' antes de la audiencia papal del 20-ene, validando el rango de 2 días (19-20 ene) de nuestra base. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-CHE-43485,106,discrepancia,nuestro_correcto,Start_Date,2019-01-22,"Infobae ('Comenzó el Foro Económico de Davos', 22-ene-2019)","El Foro de Davos 2019 abrió oficialmente el 22-ene-2019 según cobertura de prensa contemporánea; no se halló evidencia de que Abdo llegara dos días antes de la apertura del foro, como implica el Start_Date de COLT (20-ene). [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-CHE-43485,106,discrepancia,nuestro_correcto,Duration_Days,4,"Infobae ('Comenzó el Foro Económico de Davos', 22-ene-2019)","El Foro de Davos 2019 abrió oficialmente el 22-ene-2019 según cobertura de prensa contemporánea; no se halló evidencia de que Abdo llegara dos días antes de la apertura del foro, como implica el Start_Date de COLT (20-ene). [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-ARE-44970,139,discrepancia,COLT_correcto,Start_Date,2023-02-13,"ip.gov.py ('Presidente inicia este lunes visita oficial a los Emiratos Árabes Unidos', 12-feb-2023); mre.gov.py ('visitas oficiales a los EAU y a Taiwán'); World Government Summit 2023 oficial (13-15 feb 2023)","Fuente oficial confirma que la visita a EAU comenzó el lunes 13-feb-2023 (no el 11-feb), coincidiendo con el inicio real de la World Government Summit (13-feb). Además, el viaje formaba parte de una gira combinada EAU-Taiwán (mencionada por MRE y por una segunda visita a Taipéi documentada por Focus Taiwan a mediados de feb-2023 que NO figura en nuestra base ni en este workpack); esto explica por qué nuestra Duration_Days de 3 (11-13 feb) parece sobreestimada para el tramo emiratí. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-ARE-44970,139,discrepancia,COLT_correcto,Duration_Days,2,"ip.gov.py ('Presidente inicia este lunes visita oficial a los Emiratos Árabes Unidos', 12-feb-2023); mre.gov.py ('visitas oficiales a los EAU y a Taiwán'); World Government Summit 2023 oficial (13-15 feb 2023)","Fuente oficial confirma que la visita a EAU comenzó el lunes 13-feb-2023 (no el 11-feb), coincidiendo con el inicio real de la World Government Summit (13-feb). Además, el viaje formaba parte de una gira combinada EAU-Taiwán (mencionada por MRE y por una segunda visita a Taipéi documentada por Focus Taiwan a mediados de feb-2023 que NO figura en nuestra base ni en este workpack); esto explica por qué nuestra Duration_Days de 3 (11-13 feb) parece sobreestimada para el tramo emiratí. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-USA-43810,115,discrepancia,COLT_correcto,Start_Date,2019-12-11,"presidencia.gov.py (título del art. 37003: 'tras visita oficial a los Estados Unidos de América, mandatario retornará al país este lunes'); Última Hora (reunión con Trump confirmada 13-dic-2019)","El propio titular de nuestra fuente primaria confirma que el regreso a Paraguay fue 'el lunes' (16-dic-2019), tras la reunión con Trump el 13-dic. Esto es incompatible con nuestra Duration_Days de 2 (que implicaría regreso el 13-dic); el rango de COLT (11 al 16-dic = 6 días) es mucho más consistente con el regreso confirmado del lunes, aunque la fecha exacta de salida (11 vs 12-dic) no quedó del todo zanjada entre las fuentes consultadas. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-USA-43810,115,discrepancia,COLT_correcto,Duration_Days,6,"presidencia.gov.py (título del art. 37003: 'tras visita oficial a los Estados Unidos de América, mandatario retornará al país este lunes'); Última Hora (reunión con Trump confirmada 13-dic-2019)","El propio titular de nuestra fuente primaria confirma que el regreso a Paraguay fue 'el lunes' (16-dic-2019), tras la reunión con Trump el 13-dic. Esto es incompatible con nuestra Duration_Days de 2 (que implicaría regreso el 13-dic); el rango de COLT (11 al 16-dic = 6 días) es mucho más consistente con el regreso confirmado del lunes, aunque la fecha exacta de salida (11 vs 12-dic) no quedó del todo zanjada entre las fuentes consultadas. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-USA-44719,127,discrepancia,nuestro_correcto,Start_Date,2022-06-08,"summit-americas.org (IX Cumbre de las Américas, 8-10 jun 2022); Última Hora / ABC Color (cobertura del viaje)","La IX Cumbre de las Américas se celebró oficialmente del 8 al 10 de junio de 2022 en Los Ángeles; no se halló evidencia de una llegada el 7-jun como indica COLT, y la duración de 3 días (8-10 jun) coincide con el rango oficial de la cumbre. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-USA-44719,127,discrepancia,nuestro_correcto,Duration_Days,3,"summit-americas.org (IX Cumbre de las Américas, 8-10 jun 2022); Última Hora / ABC Color (cobertura del viaje)","La IX Cumbre de las Américas se celebró oficialmente del 8 al 10 de junio de 2022 en Los Ángeles; no se halló evidencia de una llegada el 7-jun como indica COLT, y la duración de 3 días (8-10 jun) coincide con el rango oficial de la cumbre. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
3481-PRY-URY-44901,134,discrepancia,COLT_correcto,Start_Date,2022-12-06,swissinfo.ch / radiomontecarlo.com.uy / cancillería de Ecuador (LXI Reunión Ordinaria del CMC el 5-dic; LXI Cumbre de Jefes de Estado del Mercosur el 6-dic-2022),"Múltiples fuentes confirman que el 5-dic-2022 fue la reunión ministerial del Consejo del Mercado Común (CMC, a nivel de cancilleres) y que la Cumbre de Jefes de Estado -el evento al que asisten los presidentes- fue específicamente el 6-dic-2022. Esto coincide con el Start_Date/Duration de COLT y sugiere que nuestra base incluyó por error el día ministerial. [item dividido automaticamente desde un veredicto/campo combinado multi-campo - correccion 2]"
