Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status
CHL-RL-J025,27,Ricardo Lagos,Chile,Completed,2005-11-04,2005-11-05,2,Argentina,South America,Mar del Plata,Multilateral,Regional Summit,TRUE,IV Cumbre de las Américas,NA,IV Cumbre de las Americas; el 'no al ALCA'.,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,4-5/11/2005.,Cooperación Política General,Verificada-URL
CHL-RL-J026,28,Ricardo Lagos,Chile,Completed,2005-11-18,2005-11-19,2,South Korea,Asia-Pacific,Busan,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC + firma TLC Chile-China,NA,Cumbre APEC de Busan; Chile firmo el TLC con China al margen (primer pais sudamericano).,https://arle.udp.cl/index.php/giras-internacionales-de-su-excelencia-el-presidente-de-la-republica-don-ricardo-lagos-y-senora-luisa-duran-de-lagos-ano-2005,High,18-19/11/2005.,Comercio/Integración Económica,Verificada-URL
CHL-RL-J027,29,Ricardo Lagos,Chile,Completed,2006-01-22,2006-01-22,1,Bolivia,South America,La Paz,Bilateral,Inauguration/Funeral,NA,Asunción de Evo Morales,Jefe de Estado/Gobierno,Asuncion de Evo Morales; ULTIMO viaje internacional del mandato.,https://latinfinance.com/daily-brief/2006/01/18/lagos-to-visit-bolivia/,Medium,22/01/2006. Ultimo viaje del mandato.,NA,Verificada-URL
CHL-MB1-J028,30,Michelle Bachelet,Chile,Completed,2006-03-21,2006-03-21,1,Argentina,South America,Buenos Aires,Bilateral,Working Visit,NA,Néstor Kirchner,Jefe de Estado/Gobierno,Primer viaje del mandato: relacion estrategica con Argentina; energia e integracion.,https://www.infobae.com/2006/03/21/244293-en-su-primer-viaje-oficial-bachelet-llega-al-pais-reunirse-kirchner/,Medium,"Primer viaje del mandato. Verificado via Infobae (21/03/2006), primer viaje oficial del mandato a Argentina.",NA,Verificada-URL
CHL-MB1-J029,31,Michelle Bachelet,Chile,Completed,2006-05-11,2006-05-13,3,Austria,Europe,Vienna,Multilateral,Regional Summit,TRUE,IV Cumbre UE-América Latina y el Caribe,NA,Cumbre UE-ALC de Viena.,https://ec.europa.eu/commission/presscorner/detail/es/pres_06_137,High,11-13/05/2006. Cumbre UE-ALC oficial 11-12/05/2006 segun Comision Europea; gira incluyo Espana antes de Viena.,Cooperación Política General,Verificada-URL
CHL-MB1-J030,32,Michelle Bachelet,Chile,Completed,2006-06-08,2006-06-09,2,United States,North America,Washington D.C.,Bilateral,Working Visit,NA,George W. Bush,Jefe de Estado/Gobierno,"Reunion con Bush en la Casa Blanca; TLC en vigor, agenda bilateral.",https://georgewbush-whitehouse.archives.gov/news/releases/2006/06/20060608-5.html,High,Fecha a confirmar. Confirmado por archivo oficial de la Casa Blanca (08/06/2006).,NA,Verificada-URL
CHL-MB1-J031,33,Michelle Bachelet,Chile,Completed,2006-07-28,2006-07-29,2,Peru,South America,Lima,Bilateral,Inauguration/Funeral,NA,Asunción de Alan García,Jefe de Estado/Gobierno,Asuncion de Alan Garcia en Peru.,https://www.emol.com/noticias/nacional/2006/07/29/226590/bachelet-encabezo-junto-a-alan-garcia-parada-militar-en-peru.html,Medium,"28/07/2006. CORREGIDO: End_Date de 28/07 a 29/07/2006 (asuncion 28/07 + Parada Militar 29/07, confirmadas por Emol).",NA,Verificada-URL
CHL-MB1-J032,34,Michelle Bachelet,Chile,Completed,2006-11-03,2006-11-05,3,Uruguay,South America,Montevideo,Multilateral,Regional Summit,TRUE,XVI Cumbre Iberoamericana,NA,Cumbre Iberoamericana de Montevideo; migraciones.,https://www.segib.org/?summit=xvi-cumbre-iberoamericana-montevideo-2006,High,3-5/11/2006.,Cooperación Política General,Verificada-URL
CHL-MB1-J033,35,Michelle Bachelet,Chile,Completed,2006-11-17,2006-11-19,3,Vietnam,Asia-Pacific,Hanoi,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Hanoi. Tramo 1 de gira asiatica.,https://en.mercopress.com/2006/11/17/bachelet-in-vietnam-for-apec-conference,Medium,"17-19/11/2006. Confirmado via MercoPress (17/11/2006) y Wikipedia (Primer gobierno de Bachelet, ref 44); tramo siguiente fue Nueva Zelanda el 20/11 (ver Trip_ID 36).",Comercio/Integración Económica,Verificada-URL
CHL-MB1-J033,36,Michelle Bachelet,Chile,Completed,2006-11-20,2006-11-21,2,New Zealand,Asia-Pacific,Wellington,Bilateral,Working Visit,NA,Helen Clark (socios del P4),Jefe de Estado/Gobierno,Relacion con socio del P4 (acuerdo transpacifico). Tramo 2 de gira asiatica.,https://es.wikipedia.org/wiki/Primer_gobierno_de_Michelle_Bachelet,Medium,Fechas estimadas; confirmar tramo.,NA,Verificada-URL
CHL-MB1-J034,37,Michelle Bachelet,Chile,Completed,2006-12-08,2006-12-09,2,Bolivia,South America,Cochabamba,Multilateral,Regional Summit,TRUE,II Cumbre de la Comunidad Sudamericana de Naciones,NA,Cumbre de la CSN en Cochabamba; camino a UNASUR.,https://www.sciencespo.fr/opalc/sites/sciencespo.fr.opalc/files/Declaracion_de_Cochabamba_2006.pdf,Medium,"8-9/12/2006. Confirmada presencia de Bachelet en II Cumbre CSN Cochabamba (Declaracion de Cochabamba, 08-09/12/2006).",Cooperación Política General,Verificada-URL
CHL-MB1-J035,38,Michelle Bachelet,Chile,Completed,2007-01-15,2007-01-15,1,Ecuador,South America,Quito,Bilateral,Inauguration/Funeral,NA,Asunción de Rafael Correa,Jefe de Estado/Gobierno,Asuncion de Rafael Correa en Ecuador.,https://www.cidob.org/lider-politico/rafael-correa-delgado,Medium,"VERIFICADO 2026-07-08: CIDOB confirma la asistencia presencial de Bachelet a la jura de Correa (Quito, 15-01-2007).",NA,Verificada-URL
CHL-MB1-J036,39,Michelle Bachelet,Chile,Completed,2007-04-16,2007-04-17,2,Venezuela,South America,Isla Margarita,Multilateral,Regional Summit,TRUE,I Cumbre Energética Sudamericana,NA,Cumbre Energetica Sudamericana; se acordo crear UNASUR.,https://es.wikipedia.org/wiki/Cumbre_Energ%C3%A9tica_Suramericana,Medium,16-17/04/2007. Confirmado 16-17/04/2007; nacimiento de UNASUR en Isla Margarita.,Energía,Verificada-URL
CHL-MB1-J029,40,Michelle Bachelet,Chile,Completed,2006-05-09,2006-05-10,2,Spain,Europe,Madrid,Bilateral,State Visit,NA,Rey Juan Carlos I / José Luis Rodríguez Zapatero,Jefe de Estado/Gobierno,"Visita de Estado a Espana. Viaje independiente (ver QA 2026-07-22: separado del tramo Paris 2009, que era un viaje distinto).",https://es.wikipedia.org/wiki/Primer_gobierno_de_Michelle_Bachelet,Medium,"QA-R2 2026-07-22 DISCREPANCIA GRAVE CORREGIDA: la fuente previamente citada (chile.gob.cl/.../visita-de-estado-a-espana-de-s-e-michelle-bachelet) describe en realidad la visita de Estado de Bachelet a Espana de OCTUBRE-NOVIEMBRE 2014 (con el Rey Felipe VI, la Reina Letizia y el PM Mariano Rajoy, publicada tambien por El Ideal Gallego 26/10/2014, articulo que la llama explicitamente 'la primera visita de Estado que recibe Espana en el actual reinado de Felipe VI'), NO la visita de 2007 con Juan Carlos I/Zapatero que indicaba la fila (mismo tipo de evento, año equivocado). Investigacion de reemplazo: la UNICA visita de Estado de Bachelet a España durante su primer mandato con Rey Juan Carlos I y PM Zapatero fue en MAYO DE 2006 (no 2007), como primer tramo de su primera gira europea, inmediatamente antes de la Cumbre UE-ALC de Viena (Trip_ID 31, 11-13/05/2006) -- exactamente lo que la nota metodologica de esa fila ya anticipaba ('gira incluyo Espana antes de Viena'). Fuente de reemplazo: es.wikipedia.org/wiki/Primer_gobierno_de_Michelle_Bachelet, que cita EFE/El Pais (9 de mayo de 2006) 'Michelle Bachelet inicia en España su primera visita oficial a Europa'. Fecha de termino (10/05) estimada por precender el arribo a Viena (11/05); Duration_Days sin cambio (2). Journey_ID reasignado de CHL-MB1-J037 a CHL-MB1-J029 para agrupar este tramo con el tramo Austria/Viena de la MISMA gira fisica (ya no queda journey J037 en la base para esta fila; Trip_ID 41 -Paris 2009- ya tenia su propio Journey_ID CHL-MB1-J062, separado en tanda anterior). Fuente original de chile.gob.cl reportada como candidata a revision en otras filas si se reutiliza en el futuro.",NA,Verificada-URL
CHL-MB1-J062,41,Michelle Bachelet,Chile,Completed,2009-05-29,2009-05-29,1,France,Europe,Paris,Bilateral,Working Visit,NA,Nicolas Sarkozy,Jefe de Estado/Gobierno,"Relaciones bilaterales. Viaje independiente (ver QA 2026-07-22: separado del tramo Madrid 2007, que era un viaje distinto).",https://www.publico.es/actualidad/sarkozy-bachelet-estudian-llevar-cabo-asociacion-dos-paises.html,Medium,"Fecha CORREGIDA el 2026-07-08 (era 2007-05-16, error de anio): almuerzo con Sarkozy en el Eliseo el 29-05-2009 (llego a Paris el 27). Fuente: Publico/El Informador mayo 2009. [QA 2026-07-22: Journey_ID separado de CHL-MB1-J037 -estaba compartido erroneamente con el tramo Madrid 2007, un viaje fisico distinto 2 anios antes-.]",NA,Verificada-URL
CHL-MB1-J038,42,Michelle Bachelet,Chile,Completed,2007-09-06,2007-09-09,4,Australia,Asia-Pacific,Sydney,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Sidney.,https://www.bcn.cl/observatorio/asiapacifico/noticias/bachelet-llega-a-australia-para-participar-en-foro-apec,High,"7-9/09/2007. Confirmado por BCN (Biblioteca del Congreso Nacional); cumbre de lideres APEC 08-09/09/2007. QA-R2 2026-07-22: Start_Date corregido de 07/09 a 06/09/2007 (Duration_Days de 3 a 4). La misma fuente citada (BCN, nota fechada 06 de septiembre de 2007) dice explicitamente 'La Presidenta Michelle Bachelet llego HOY a Sydney...tras un viaje de nueve horas desde...Hiroshima', y detalla que el regreso a Santiago fue el domingo 9/09 tras la ceremonia de clausura; la fila indicaba erroneamente el 07/09 como llegada.",Comercio/Integración Económica,Verificada-URL
CHL-MB1-J039,43,Michelle Bachelet,Chile,Completed,2007-09-24,2007-09-25,2,United States,North America,New York,Multilateral,Global Forum,NA,62ª AGNU,NA,Asamblea General de la ONU; cambio climatico.,https://ask.un.org/faq?gid=181&qid=73684,High,Fecha estimada.,Cooperación Política General,Verificada-URL
CHL-MB1-J040,44,Michelle Bachelet,Chile,Completed,2008-05-16,2008-05-17,2,Peru,South America,Lima,Multilateral,Regional Summit,TRUE,V Cumbre ALC-Unión Europea,NA,Cumbre ALC-UE de Lima.,https://eulacfoundation.org/en/v-eu-lac-summit-lima-declaration-lima-16-may-2008,High,"16-17/05/2008. Confirmado V Cumbre ALC-UE, Lima, 16/05/2008 (EU-LAC Foundation).",Cooperación Política General,Verificada-URL
CHL-MB1-J041,45,Michelle Bachelet,Chile,Completed,2008-05-23,2008-05-23,1,Brazil,South America,Brasília,Multilateral,Regional Summit,TRUE,Firma del Tratado Constitutivo de UNASUR,NA,Firma del tratado de UNASUR; Bachelet asumio como primera presidenta pro tempore.,https://obtienearchivo.bcn.cl/obtienearchivo?id=repositorio/10221/27199/1/UNASUR_Denuncia.pdf,High,23/05/2008. Confirmada firma del Tratado UNASUR el 23/05/2008 y asuncion de Bachelet como primera presidenta pro tempore (BCN).,Cooperación Política General,Verificada-URL
CHL-MB1-J042,46,Michelle Bachelet,Chile,Completed,2008-08-15,2008-08-15,1,Paraguay,South America,Asunción,Multilateral,Inauguration/Funeral,NA,Asunción de Fernando Lugo,NA,Asuncion de Fernando Lugo en Paraguay.,https://www.ambito.com/politica/cristina-participo-la-asuncion-fernando-lugo-paraguay-n3512711,Medium,15/08/2008. Confirmada asuncion de Lugo el 15/08/2008 con presencia de Bachelet entre jefes de Estado.,Cooperación Política General,Verificada-URL
CHL-MB1-J043,47,Michelle Bachelet,Chile,Completed,2008-10-29,2008-10-31,3,El Salvador,Central America,San Salvador,Multilateral,Regional Summit,NA,XVIII Cumbre Iberoamericana,NA,Cumbre Iberoamericana de San Salvador; juventud y desarrollo.,https://www.segib.org/es/cumbres-iberoamericanas/,Medium,29-31/10/2008.,Cooperación Política General,Verificada-URL
CHL-MB1-J044,48,Michelle Bachelet,Chile,Completed,2008-11-22,2008-11-23,2,Peru,South America,Lima,Multilateral,Regional Summit,TRUE,Cumbre de Líderes de APEC,NA,Cumbre APEC de Lima.,https://es.wikipedia.org/wiki/APEC_Per%C3%BA_2008,Medium,22-23/11/2008. Confirmada Cumbre de Lideres APEC Lima; Bachelet presente en la ceremonia de clausura.,Comercio/Integración Económica,Verificada-URL
CHL-MB1-J045,49,Michelle Bachelet,Chile,Completed,2008-12-16,2008-12-17,2,Brazil,South America,Costa do Sauípe,Multilateral,Regional Summit,TRUE,Cumbre ALC sobre Integración y Desarrollo (CALC),NA,Cumbre CALC (semilla de la CELAC); Grupo de Rio y Mercosur ampliado.,https://www.emol.com/noticias/internacional/2008/12/17/335590/agencia-capta-imagenes-de-michelle-bachelet-banandose-en-costa-do-sauipe.html,Medium,16-17/12/2008. Confirmada presencia de Bachelet en Costa do Sauipe 16-17/12/2008 (CALC + reunion UNASUR).,Cooperación Política General,Verificada-URL
