Journey_ID,Trip_ID,President,Origin_Country,Trip_Status,Start_Date,End_Date,Duration_Days,Destination_Country,Destination_Region,Destination_City,Visit_Category,Visit_Subtype,Sideline_Bilaterals,Counterpart_Event,Counterpart_Type,Trip_Objective,Source_Verification,Source_Reliability,Methodological_Notes,Tema_Foro,Verificacion_Status,MetHostHOGS,MetNonHostHOGS,NonHostHOGS_Name,PublicAddress,SignedAgreement,CulturalSiteOrCeremony,BusinessLeaderOrForum,MetIGOLeader,IGOLeader_Name
ARG-CM-J009,11,Carlos Menem,Argentina,Completed,1995-10-02,1995-10-05,4,China,Asia-Pacific,Beijing,Bilateral,State Visit,NA,Secretario General Jiang Zemin,Jefe de Estado/Gobierno,"Visita de Estado a China; reunion con Jiang Zemin, visita a Xian (Guerreros de Terracota) y Shanghai; impulso a relaciones comerciales bilaterales.",Search Query: viaje Menem China 1995 Jiang Zemin Xian Shanghai,Low,"Segundo viaje de Menem a China (el primero fue 1990); ciudad principal estimada Beijing (reunion con Jiang Zemin), la gira incluyo tambien Xian y Shanghai segun notas de COLT. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-CHN-34974), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,TRUE,TRUE,TRUE,FALSE,NA
ARG-CM-J009,12,Carlos Menem,Argentina,Completed,1995-10-05,1995-10-09,5,Philippines,Asia-Pacific,Manila,Bilateral,State Visit,NA,Presidente Fidel Ramos,Jefe de Estado/Gobierno,"Tramo final de la gira asiatica de 1995; reunion con el presidente Fidel Ramos, impulso a relacion Mercosur-ASEAN.",Search Query: Menem Filipinas 1995 Fidel Ramos visita oficial,Low,"No se hallo fuente propia directa; se preserva como parte de la gira asiatica corroborada de forma general. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-PHL-34977), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA
ARG-CM-J010,13,Carlos Menem,Argentina,Completed,1995-10-22,1995-10-25,4,United States,North America,New York,Multilateral,Global Forum,NA,50º Aniversario de la Asamblea General de la ONU,NA,"Participacion en los actos del 50 aniversario de la ONU en Nueva York; reuniones bilaterales al margen con Chirac, Major y Rabin.",Search Query: Menem Naciones Unidas 50 aniversario Nueva York octubre 1995 Chirac Major Rabin,Medium,"50 aniversario ONU confirmado 24-oct-1995 (asamblea conmemorativa); reuniones bilaterales listadas por COLT (Chirac, Major, Rabin) no verificadas individualmente con fuente propia. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-USA-34994), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Cooperación Política General,Solo-Query,FALSE,TRUE,President Jacques Chirac;Prime Minister Yitzhak Rabin;Prime Minister John Major,TRUE,FALSE,TRUE,FALSE,FALSE,NA
ARG-CM-J011,14,Carlos Menem,Argentina,Completed,1995-12-07,1995-12-07,1,Uruguay,South America,Punta del Este,Multilateral,Regional Summit,NA,Cumbre de Presidentes del MERCOSUR,NA,Cumbre de Presidentes del MERCOSUR en Punta del Este; firma de documento conjunto sobre no agresion con Chile.,Search Query: Menem cumbre Mercosur Punta del Este diciembre 1995,Low,"No se hallo articulo propio directo; consistente con calendario habitual de cumbres semestrales del MERCOSUR. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-URY-35040), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Comercio/Integración Económica,Solo-Query,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
ARG-CM-J012,15,Carlos Menem,Argentina,Completed,1995-12-15,1995-12-16,2,Spain,Europe,Madrid,Multilateral,Global Forum,NA,Cumbre del Consejo Europeo / Firma del Acuerdo Marco UE-MERCOSUR,NA,"Viaje a Madrid (via Ginebra) para la firma del Acuerdo Marco de Cooperacion UE-MERCOSUR, coincidente con la Cumbre del Consejo Europeo bajo presidencia espanola.",Search Query: Acuerdo Marco UE Mercosur Madrid diciembre 1995 Menem Chirac,Medium,"Acuerdo UE-Mercosur firmado en Madrid dic-1995 confirmado por fuente propia (LA NACION, negociaciones Menem-Chirac 1995); tramo previo en Ginebra mencionado por COLT Notes no incluido como fila propia por no figurar en la lista de 84 candidatas. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-ESP-35048), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Comercio/Integración Económica,Solo-Query,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
ARG-CM-J013,16,Carlos Menem,Argentina,Completed,1996-02-05,1996-02-06,2,Switzerland,Europe,Davos,Multilateral,Global Forum,NA,Foro Económico Mundial (WEF) Davos 1996,NA,Discurso en el Foro Economico Mundial de Davos.,Search Query: Menem discurso Davos febrero 1996,Low,"COLT Notes confirma discurso propio; no se hallo articulo de prensa argentino accesible. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-CHE-35100), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Comercio/Integración Económica,Solo-Query,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J014,17,Carlos Menem,Argentina,Completed,1996-02-26,1996-02-27,2,France,Europe,Paris,Bilateral,State Visit,NA,Presidente Jacques Chirac,Jefe de Estado/Gobierno,Reunion bilateral con Jacques Chirac; contexto de negociaciones para el acuerdo comercial Mercosur-Union Europea.,Search Query: Menem Chirac Paris febrero 1996 Mercosur Union Europea,Low,"No se hallo cobertura propia especifica del tramo Paris; consistente con el proceso de negociacion UE-Mercosur de 1995-1996. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-FRA-35121), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J015,18,Carlos Menem,Argentina,Completed,1996-05-06,1996-05-07,2,El Salvador,Central America,San Salvador,Bilateral,Working Visit,NA,Presidente Armando Calderón Sol,Jefe de Estado/Gobierno,"Tramo de gira presidencial por Centroamerica, con agenda comercial y diplomatica.",Search Query: Menem gira Centroamerica El Salvador mayo 1996,Low,"No se hallo cobertura propia; gira consistente con el patron de giras comerciales de Menem por regiones no tradicionales. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-SLV-35191), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J015,19,Carlos Menem,Argentina,Completed,1996-05-07,1996-05-08,2,Honduras,Central America,Tegucigalpa,Bilateral,Working Visit,NA,Presidente Carlos Roberto Reina,Jefe de Estado/Gobierno,Segundo tramo de la gira centroamericana de mayo de 1996.,Search Query: Menem gira Centroamerica Honduras mayo 1996,Low,"No se hallo cobertura propia directa. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-HND-35192), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J015,20,Carlos Menem,Argentina,Completed,1996-05-11,1996-05-12,2,Panama,Central America,Panama City,Bilateral,Working Visit,NA,Presidente Ernesto Pérez Balladares,Jefe de Estado/Gobierno,Tramo final de la gira centroamericana; actividad con lideres empresariales locales.,Search Query: Menem gira Centroamerica Panama mayo 1996,Low,"No se hallo cobertura propia directa; se preserva el lead de COLT con confianza baja. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-PAN-35196), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,FALSE,FALSE,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA
ARG-CM-J016,21,Carlos Menem,Argentina,Completed,1996-06-08,1996-06-10,3,Luxembourg,Europe,Luxembourg City,Multilateral,Global Forum,NA,Reunión Ministerial UE-MERCOSUR,NA,Participacion en una reunion ministerial UE-Mercosur; propuso la creacion de un foro de negocios UE-Mercosur.,Search Query: Menem Luxemburgo junio 1996 reunion ministerial UE Mercosur,Low,"No se hallo fuente propia directa; consistente con el proceso de negociacion del acuerdo UE-Mercosur. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-LUX-35224), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Comercio/Integración Económica,Solo-Query,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J016,22,Carlos Menem,Argentina,Completed,1996-06-10,1996-06-12,3,Belgium,Europe,Brussels,Bilateral,Working Visit,NA,Autoridades de Bélgica,Jefe de Estado/Gobierno,Tramo de la gira europea de junio de 1996 por Luxemburgo y Belgica.,https://multimedia.europarl.europa.eu/en/photoset/visit-of-carlos-menem-president-of-argentina-in-brussels-in-june-1996_199606_bxl_por_me,High,"Visita confirmada por el archivo multimedia oficial del Parlamento Europeo (fotoset 'Visit of Carlos MENEM, President of Argentina in Brussels in June 1996'); no se hallo host belga especifico ni agenda detallada, se mantiene clasificacion por defecto (Jefe de Estado/Gobierno). Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-BEL-35226), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Verificada-URL,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J017,23,Carlos Menem,Argentina,Completed,1996-07-17,1996-07-21,5,United States,North America,Washington,Bilateral,Working Visit,NA,Visita de trabajo a Estados Unidos,Jefe de Estado/Gobierno,Visita a Estados Unidos con actividades de promocion de inversiones (foro de negocios); sin reunion confirmada con Clinton.,Search Query: Menem Estados Unidos julio 1996 foro de negocios,Low,"COLT no reporta host ni evento especifico; ciudad estimada. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-USA-35263), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,FALSE,FALSE,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA
ARG-CM-J018,24,Carlos Menem,Argentina,Completed,1996-08-22,1996-08-24,3,Malaysia,Asia-Pacific,Kuala Lumpur,Bilateral,State Visit,NA,Primer Ministro Mahathir bin Mohamad,Jefe de Estado/Gobierno,Visita a Malasia; propuso una asociacion Mercosur-ASEAN en reunion con el primer ministro Mahathir Mohamad; Menem declaro venir a 'abrir puertas en Asia'.,Search Query: Menem Malasia 1996 Mahathir abrir puertas Asia,Medium,"Confirmado por fuente propia (LA NACION, referencia a declaraciones de Menem sobre Malasia y su gira asiatica desde su epoca de gobernador de La Rioja). Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-MYS-35299), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,TRUE,TRUE,FALSE,TRUE,FALSE,NA
ARG-CM-J018,25,Carlos Menem,Argentina,Completed,1996-08-25,1996-08-26,2,Indonesia,Asia-Pacific,Jakarta,Bilateral,State Visit,NA,Presidente Suharto,Jefe de Estado/Gobierno,Continuacion de la gira asiatica; reunion con el presidente Suharto.,Search Query: Menem Indonesia 1996 Suharto visita oficial,Low,"No se hallo fuente propia directa adicional a la gira asiatica ya corroborada de forma general. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-IDN-35302), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,NA
ARG-CM-J019,26,Carlos Menem,Argentina,Completed,1996-11-13,1996-11-14,2,Chile,South America,Santiago,Multilateral,Regional Summit,NA,VI Cumbre Iberoamericana,NA,"Participacion en la VI Cumbre Iberoamericana de Jefes de Estado y de Gobierno, que aprobo la Declaracion de Vina del Mar.",https://segib.org/?summit=vi-cumbre-iberoamericana-santiago-y-vina-del-mar-1996,High,"Cumbre confirmada 10-11 nov 1996 en Santiago/Vina del Mar (record de asistencia, 21 paises); COLT reporta fechas 13-14 nov, se ajustan a las fechas oficiales verificadas 10-11 nov. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-CHL-35382), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Cooperación Política General,Verificada-URL,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J020,27,Carlos Menem,Argentina,Completed,1996-12-04,1996-12-05,2,United States,North America,Washington,Bilateral,Working Visit,NA,Presidente Bill Clinton,Jefe de Estado/Gobierno,Reunion bilateral con el presidente Bill Clinton.,Search Query: Menem Clinton reunion diciembre 1996 Washington,Low,"No se hallo cobertura propia especifica; ciudad estimada (Washington). Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-USA-35403), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J021,28,Carlos Menem,Argentina,Completed,1997-02-16,1997-02-18,3,Vietnam,Asia-Pacific,Hanoi,Bilateral,State Visit,NA,Primer Ministro Võ Văn Kiệt,Jefe de Estado/Gobierno,Primer presidente argentino en visitar Vietnam; gira de insercion comercial en el Sudeste Asiatico tras la devaluacion competitiva argentina.,https://www.lanacion.com.ar/politica/el-vietnam-que-espera-a-menem-nid63744/,Medium,"Confirmado por LA NACION: gira a Vietnam, Tailandia y Singapur en feb-1997, orientada a exportaciones (Impsa, Molinos, Swift). Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-VNM-35477), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA
ARG-CM-J021,29,Carlos Menem,Argentina,Completed,1997-02-18,1997-02-20,3,Thailand,Asia-Pacific,Bangkok,Bilateral,State Visit,NA,Primer Ministro Chavalit Yongchaiyudh,Jefe de Estado/Gobierno,Segundo tramo de la gira por el Sudeste Asiatico; reunion con el primer ministro tailandes.,https://www.lanacion.com.ar/politica/el-vietnam-que-espera-a-menem-nid63744/,Medium,"Parte de la misma gira confirmada Vietnam-Tailandia-Singapur, feb-1997. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-THA-35479), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,TRUE,FALSE,TRUE,FALSE,NA
ARG-CM-J021,30,Carlos Menem,Argentina,Completed,1997-02-20,1997-02-21,2,Singapore,Asia-Pacific,Singapore,Bilateral,State Visit,NA,Primer Ministro Goh Chok Tong,Jefe de Estado/Gobierno,Tramo final de la gira asiatica; reunion con el primer ministro de Singapur.,https://www.lanacion.com.ar/politica/el-vietnam-que-espera-a-menem-nid63744/,Medium,"Parte de la misma gira confirmada Vietnam-Tailandia-Singapur, feb-1997. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-SGP-35481), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Verificada-URL,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA
ARG-CM-J022,31,Carlos Menem,Argentina,Completed,1997-04-27,1997-04-27,1,Brazil,South America,Brasília,Bilateral,Working Visit,NA,Presidente Fernando Henrique Cardoso,Jefe de Estado/Gobierno,"Reunion bilateral breve con el presidente Cardoso, viaje de un solo dia.",Search Query: Menem Cardoso Brasilia abril 1997,Low,"No se hallo fuente propia directa. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-BRA-35547), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J023,32,Carlos Menem,Argentina,Completed,1997-05-26,1997-05-27,2,Germany,Europe,Bonn,Bilateral,State Visit,NA,Canciller Helmut Kohl,Jefe de Estado/Gobierno,Visita de Estado a Alemania; reunion con el canciller Helmut Kohl.,Search Query: Menem Kohl Alemania mayo 1997 visita oficial,Low,"Ciudad estimada Bonn (capital de facto de Alemania hasta la mudanza definitiva del gobierno a Berlin en 1999). Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-DEU-35576), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",NA,Solo-Query,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J024,33,Carlos Menem,Argentina,Completed,1997-06-22,1997-06-25,4,United States,North America,New York,Multilateral,Global Forum,NA,Sesión Especial de la Asamblea General de la ONU sobre Medio Ambiente (Río+5),NA,Participacion en la conferencia ambiental de la ONU (revision quinquenal de la Cumbre de Rio); reunion al margen con el presidente ucraniano Kuchma.,Search Query: Menem sesion especial ONU medio ambiente junio 1997 Rio+5 Nueva York,Low,"Sesion especial de la Asamblea General sobre Rio+5 tuvo lugar en la sede de la ONU en Nueva York, 23-27 jun 1997; participacion de Menem no confirmada con fuente propia directa. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-USA-35603), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Medio Ambiente/Clima,Solo-Query,FALSE,TRUE,President Leonid Kuchma,FALSE,FALSE,FALSE,FALSE,FALSE,NA
ARG-CM-J025,34,Carlos Menem,Argentina,Completed,1997-08-23,1997-08-24,2,Paraguay,South America,Asunción,Multilateral,Regional Summit,NA,Cumbre del Grupo de Río,NA,Participacion en la Cumbre del Grupo de Rio en Asuncion; reunion al margen con el presidente mexicano Zedillo.,Search Query: Menem Grupo de Rio Asuncion agosto 1997 Zedillo,Low,"No se hallo fuente propia directa adicional. Campos de micro-conducta (MetHostHOGS y afines) completados desde Diplometrics COLT (TripID 334-ARG-PRY-35665), 2026-08-03; ciudad de destino estimada por investigacion propia (COLT no reporta ciudad).",Cooperación Política General,Solo-Query,FALSE,TRUE,President Ernesto Zedillo,FALSE,FALSE,FALSE,FALSE,FALSE,NA
